hotel_id,direction,description,attributes,latitude,longitude,scores
2753,"3426 Southwest Pluto Street, Port St. Lucie, FL 34953, Estados Unidos","El Cozy 3Bed 2Bath near Mets Stadium/Beach es un alojamiento sostenible situado en Port Saint Lucie, a 37 km del parque estatal Fort Pierce Inlet y a 24 km de la playa de Jensen y la reserva acuática Jupiter Inlet. Se encuentra a 32 km del puerto deportivo de Fort Pierce y ofrece aire acondicionado, WiFi gratuita y aparcamiento privado. El establecimiento es para no fumadores y se encuentra a 32 km del Museo A E Backus Gallery.

La casa es amplia y cuenta con 3 dormitorios, TV de pantalla plana con servicios de streaming, cocina totalmente equipada con lavavajillas y horno, lavadora y 2 baños con bañera. Se proporcionan toallas y ropa de cama. El alojamiento cuenta con entrada privada.

La casa está a 35 km del puerto deportivo de Riverside y a 38 km del Museo de la Foca Naval. El aeropuerto más cercano es el aeropuerto municipal de Vero Beach, ubicado a 55 km del Cozy 3Bed 2Bath near Mets Stadium/Beach.",,27.2430594,-80.3834148,"[{'Personal': '9.0'}, {'Instalaciones y servicios': '10'}, {'Limpieza': '10'}, {'Confort': '10'}, {'Relación calidad-precio': '10'}, {'Ubicación': '10'}]"
2809,"Kissimmee, 34747, Estados Unidos","El Romantic forest view Villa w pool near Disney se encuentra en Kissimmee y ofrece alojamiento con piscina privada, WiFi gratuita y aparcamiento privado gratuito. Este alojamiento con aire acondicionado está a 14 km del parque temático Disney's Animal Kingdom. La villa cuenta con piscina cubierta, bañera de hidromasaje y consigna de equipaje.

La villa es amplia y cuenta con patio, vistas a la piscina, 4 dormitorios, sala de estar, TV, cocina equipada con lavavajillas y horno y 2 baños con bañera de hidromasaje. La villa proporciona toallas y ropa de cama. También incluye vino o champán.

La villa cuenta con mesa de billar. El Romantic forest view Villa w pool near Disney alberga una zona de juegos cubierta y un jardín.

El parque acuático Disney's Blizzard Beach y el ESPN Wide World of Sports están a 15 km. El aeropuerto más cercano es el aeropuerto internacional de Orlando, ubicado a 40 km del Romantic forest view Villa w pool near Disney.",,28.3289,-81.6501,"[{'Personal': '9.5'}, {'Instalaciones y servicios': '9.3'}, {'Limpieza': '9.5'}, {'Confort': '9.5'}, {'Relación calidad-precio': '9.1'}, {'Ubicación': '9.6'}]"
2829,"Kissimmee, 34747, Estados Unidos","Set in Kissimmee, 15 km from Disney's Animal Kingdom and 16 km from Disney's Blizzard Beach Water Park, Private Pool Townhome at Windsor at Westside offers air conditioning. The property is situated 17 km from ESPN Wide World of Sports, 18 km from Disney's Boardwalk and 18 km from Disney's Hollywood Studios. Walt Disney World is 19 km from the holiday home and Disney Springs is 21 km away.

With free WiFi, this holiday home offers a cable TV, a washing machine and a fully equipped kitchen with a dishwasher and oven.

Disney's Magic Kingdom is 23 km from the holiday home, while Epcot is 26 km from the property. The nearest airport is Orlando International Airport, 42 km from Private Pool Townhome at Windsor at Westside.",,28.314836,-81.645564,[]
2860,"5 Portofino Dr., US, Pensacola Beach, 32561, Estados Unidos","El Portofino Island Resort 5-603 ofrece aire acondicionado y se encuentra en Pensacola Beach, a 11 km de las islas del Golfo y a 17 km del parque Wayside. El alojamiento está a 6,5 km del muelle del golfo de Pensacola Beach y ofrece conexión Wi-Fi gratuita en todas las instalaciones.

La casa tiene balcón, vistas al mar, 2 dormitorios, sala de estar, TV, cocina equipada con lavavajillas y horno y 2 baños con bañera. Se proporcionan toallas y ropa de cama.

La casa está a 18 km del centro de información turística de Pensacola y a 19 km de la histórica localidad de Pensacola. El aeropuerto más cercano es el aeropuerto internacional de Pensacola, ubicado a 24 km del Portofino Island Resort 5-603.","['Tostadora', 'Gimnasio', 'Secadora de ropa', 'Fogones', 'Horno', 'WiFi gratis', '2 piscinas']",30.34364924,-87.08176276,[]
2941,"Pensacola Beach, 32561, Estados Unidos","El Villas on the Gulf J6 se encuentra en Pensacola Beach, a 5,4 km del muelle de Pensacola Beach Gulf, y ofrece habitaciones con aire acondicionado. El establecimiento se encuentra a 16 km del parque Wayside y del centro de información turística de Pensacola y a 18 km de la histórica localidad de Pensacola. Este establecimiento para no fumadores se encuentra a 10 km de las islas del Golfo.

Las habitaciones están equipadas con cafetera. Las habitaciones del Villas on the Gulf J6 disponen de WiFi gratuita y baño privado con bañera o ducha y artículos de aseo gratuitos. Las habitaciones incluyen ropa de cama y toallas.

El Villas on the Gulf J6 se encuentra a 18 km del Museo Histórico de Pensacola y del Museo Estatal T T T Wentworth Jr Florida. El aeropuerto más cercano es el aeropuerto internacional de Pensacola, a 23 km del hotel.","['Habitaciones sin humo', 'WiFi gratis', 'Parking en el alojamiento', 'Piscina al aire libre', 'Toallas', 'Papel higiénico']",30.340628,-87.095097,"[{'Personal': '9.0'}, {'Instalaciones y servicios': '9.5'}, {'Limpieza': '10'}, {'Confort': '10'}, {'Relación calidad-precio': '9.5'}, {'Ubicación': '9.8'}]"
2951,"Pensacola Beach, 32561, Estados Unidos",,"['Tostadora', 'Gimnasio', 'Cafetera', 'WiFi gratis', 'Piscina al aire libre', 'Situado frente a la playa']",30.3334,-87.1324,[]
2971,"3180 Paradox Circle, Kissimmee, 34746, Estados Unidos",,"['Spa y centro de bienestar', 'Gimnasio', 'Parking gratis', 'Parque acuático', 'Habitaciones sin humo', 'Habitaciones familiares', 'WiFi gratis', 'Ascensor', 'Piscina al aire libre']",28.3412752,-81.4733062,[]
2996,"Kissimmee, 34746, Estados Unidos","El Tranquility at Storey Lake by Shine Villas #828 apts se encuentra en Kissimmee, Florida, y ofrece balcón. El alojamiento está a 10 km de Gatorland y cuenta con aire acondicionado, WiFi gratuita y aparcamiento privado.

Este apartamento cuenta con 2 dormitorios, cocina con nevera y lavavajillas, TV, zona de estar y 2 baños con bañera. Se proporcionan toallas y ropa de cama.

Disney Springs y ESPN Wide World of Sports se encuentran a 11 km del apartamento. El aeropuerto más cercano es el aeropuerto internacional de Orlando, ubicado a 22 km del Tranquility at Storey Lake by Shine Villas #828 apts.",,28.341,-81.473,[]
3086,"4731 Clock Tower Dr, Unit 108, Kissimmee, 34746, Estados Unidos","El Awesome Apartment at Storey Lake SL47318 ofrece alojamiento en Kissimmee, a 11 km de Disney Springs, del ESPN Wide World of Sports y del Disney's Hollywood Studios. El alojamiento está a 10 km de Gatorland y cuenta con aire acondicionado, aparcamiento privado y WiFi gratuita. El parque temático SeaWorld's Discovery Cove y Epcot se encuentran a 14 km del apartamento.

El apartamento es amplio y cuenta con 3 dormitorios, TV, cocina totalmente equipada con lavavajillas y horno y 2 baños con bañera. Se proporcionan toallas y ropa de cama.

El paseo marítimo de Disney se encuentra a 11 km del apartamento, mientras que el parque acuático Disney's Blizzard Beach está a 12 km. El aeropuerto más cercano es el aeropuerto internacional de Orlando, ubicado a 22 km del Awesome Apartment at Storey Lake SL47318.","['Parking gratis', 'Secadora de ropa', 'Cocina', 'Horno', 'WiFi gratis', 'Ascensor', 'Parking en un garaje']",28.342846,-81.473167,
3095,"5234 Tower Drive, Cabo Coral, FL 33904, Estados Unidos","Set in Cape Coral, Peaceful Oasis offers accommodation with private pool, free WiFi and free private parking for guests who drive. The air-conditioned accommodation is 2.5 km from Cape Coral Beach. The property is non-smoking and is situated 25 km from Sanibel Chamber of Commerce.

The spacious holiday home has 2 bedrooms, a flat-screen TV and a fully equipped kitchen that provides guests with a dishwasher, an oven, a washing machine, a microwave and a fridge. Towels and bed linen are offered in the holiday home. For added privacy, the accommodation features a private entrance.

Guests can relax in the garden at the property.

Sanibel Lighthouse is 28 km from the holiday home, while Bailey Matthews Shell Museum is 31 km from the property. The nearest airport is Southwest Florida International Airport, 25 km from Peaceful Oasis.","['Parking gratis', 'Secadora de ropa', 'Cocina', 'Fogones', 'Horno', 'WiFi gratis', 'Piscina']",26.5540076,-81.9644979,[]
3134,"Jacksonville, 32226, Estados Unidos","El Spacious Jacksonville Vacation Home - Private Pool ofrece alojamiento con aire acondicionado y piscina privada en Jacksonville. Esta casa ofrece alojamiento con patio.

Esta casa de 5 dormitorios cuenta con conexión WiFi gratuita, TV de pantalla plana, lavadora y cocina con lavavajillas y horno. Se proporcionan toallas y ropa de cama.

La casa está a 7,1 km del santuario de vida silvestre Catty Shack Ranch y a 7,6 km de la Autoridad Portuaria de Jacksonville. El aeropuerto más cercano es el aeropuerto internacional de Jacksonville, ubicado a 13 km del Spacious Jacksonville Vacation Home - Private Pool.",,30.4551383,-81.584726,[]
3162,"Celebration, Orlando, 34747, Estados Unidos","El Windsor Hills Resort- 7682 Sir Kaufmann se encuentra en Orlando y ofrece alojamiento con aire acondicionado y piscina privada. El establecimiento cuenta con balcón, aparcamiento privado gratuito y WiFi gratuita. Este establecimiento para no fumadores se encuentra a 7,5 km del parque acuático Disney's Blizzard Beach.

La casa tiene 3 dormitorios, TV vía satélite, lavadora, 3 baños con bañera y cocina totalmente equipada con lavavajillas y horno. Se proporcionan toallas y ropa de cama.

En las inmediaciones se pueden hacer excursiones.

La casa está a 7,6 km del parque temático Disney's Animal Kingdom y a 8,2 km del ESPN Wide World of Sports. El aeropuerto más cercano es el aeropuerto internacional de Orlando, ubicado a 33 km del Windsor Hills Resort- 7682 Sir Kaufmann.",,28.322031,-81.593337,"[{'Personal': '8.6'}, {'Instalaciones y servicios': '9.7'}, {'Limpieza': '9.2'}, {'Confort': '9.2'}, {'Relación calidad-precio': '8.9'}, {'Ubicación': '9.7'}]"
3170,"6413 Cresthill Drive, Tampa, FL 33615, Estados Unidos","El The Citrus Guesthouse in Tampa ofrece alojamiento en Tampa, a 19 km de Busch Gardens, a 20 km de Adventure Island y a 21 km de la Universidad del Sur de Florida. Se encuentra a 10 km del estadio Raymond James y ofrece aire acondicionado, aparcamiento privado y WiFi gratuita. Este establecimiento para no fumadores se encuentra a 18 km del Amalie Arena.

El apartamento consta de 1 dormitorio, cocina totalmente equipada y baño. Hay TV de pantalla plana.

El anfiteatro 1 800 Ask Gary se encuentra a 23 km del apartamento, mientras que el muelle 60 está a 32 km. El aeropuerto más cercano es el aeropuerto internacional de Tampa, ubicado a 7 km del The Citrus Guesthouse in Tampa.","['TV de pantalla plana', 'Plancha para ropa', 'Aire acondicionado', 'Prohibido fumar en todo el alojamiento', 'Parking gratis', 'Cocina', 'Secador de pelo', 'WiFi gratis']",28.0058849,-82.569364,
3215,"5234 Tower Drive, Cabo Coral, FL 33904, Estados Unidos","Set in Cape Coral, Peaceful Oasis offers accommodation with private pool, free WiFi and free private parking for guests who drive. The air-conditioned accommodation is 2.5 km from Cape Coral Beach. The property is non-smoking and is situated 25 km from Sanibel Chamber of Commerce.

The spacious holiday home has 2 bedrooms, a flat-screen TV and a fully equipped kitchen that provides guests with a dishwasher, an oven, a washing machine, a microwave and a fridge. Towels and bed linen are offered in the holiday home. For added privacy, the accommodation features a private entrance.

Guests can relax in the garden at the property.

Sanibel Lighthouse is 28 km from the holiday home, while Bailey Matthews Shell Museum is 31 km from the property. The nearest airport is Southwest Florida International Airport, 25 km from Peaceful Oasis.","['Parking gratis', 'Secadora de ropa', 'Cocina', 'Fogones', 'Horno', 'WiFi gratis', 'Piscina']",26.5540076,-81.9644979,[]
3217,"3315 West Spruce Street, Tampa, FL 33607, Estados Unidos","El Central TAMPA se encuentra en Tampa, a 17 km del anfiteatro 1 800 Ask Gary y a 18 km de los jardines Busch y del estadio Raymond James. Dispone de aire acondicionado. Ofrece aparcamiento privado gratuito y se encuentra a 2,2 km del estadio Raymond James y a 5,9 km del Amalie Arena.

Este apartamento de 1 dormitorio cuenta con conexión WiFi gratuita, TV de pantalla plana, lavadora y cocina con lavavajillas y horno. Se proporcionan toallas y ropa de cama.

El apartamento se encuentra a 19 km de Adventure Island y a 20 km de la Universidad del Sur de Florida. El aeropuerto más cercano es el aeropuerto internacional de Tampa, ubicado a 2 km del (Central TAMPA) walk to Raymond James stadium.","['Capaz Playground\n1,4 km', 'Jim Walters Park\n1,4 km', 'Parking gratis', 'Lincoln Gardens Park\n1,3 km', 'Rey Park\n1,5 km', 'West Pines and Vila Brothers Park\n1,7 km', 'MacFarlane Park\n450 m', 'WiFi gratis', 'Salcine Park\n1,5 km', 'Vila Brothers Park\n1,7 km']",27.95968117,-82.49785215,[]
3246,"2201 Collins Avenue, Miami Beach, FL 33139, Estados Unidos","El Ocean View Residence at W South Beach -1215 se encuentra a 1,4 km de la playa de Lummus Park y ofrece zona de playa privada, piscina al aire libre y alojamiento con aire acondicionado, balcón y WiFi gratuita. Hay aparcamiento privado.

El aparthotel ofrece terraza, vistas al mar, zona de estar, TV de pantalla plana por cable, cocina totalmente equipada con lavavajillas y horno y baño privado con ducha a ras de suelo y albornoces. Hay microondas, tostadora, nevera, cafetera y hervidor de agua.

El restaurante del Ocean View Residence at W South Beach -1215 sirve cocina americana y asiática.

El establecimiento ofrece instalaciones de spa, paquetes de bienestar y servicios de belleza.

En los alrededores se puede practicar ciclismo y pesca. El Ocean View Residence at W South Beach -1215 ofrece servicio de alquiler de bicicletas.

Cerca del aparthotel hay varios lugares de interés, como el New World Center, el Memorial del Holocausto y el centro de convenciones de Miami Beach. El aeropuerto más cercano es el aeropuerto internacional de Miami, ubicado a 20 km del Ocean View Residence at W South Beach -1215.","['Spa y centro de bienestar', 'Gimnasio', 'Bar', 'Zona privada de playa', 'Habitaciones sin humo', 'WiFi gratis', 'Parking privado', 'Situado frente a la playa', '2 piscinas', '4 restaurantes']",25.7979979,-80.12802155,[{'Apartamento con balcón': '1 cama doble extragrande'}]
3248,"Celebration, Orlando, FL 34747, Estados Unidos","El Vibrant Home by Rentyl Near Disney with Private Pool, Foosball Table & Resort Amenities - 7418M se encuentra en el distrito Celebration de Orlando, a solo 14 km de Disney's Animal Kingdom, y ofrece piscina al aire libre, centro de fitness, salón compartido y terraza. Esta casa ofrece aparcamiento privado gratuito, club infantil y WiFi gratuita.

La casa cuenta con aire acondicionado, 6 dormitorios, sala de estar, cocina totalmente equipada con nevera y cafetera y 6 baños con ducha y bañera de hidromasaje. Se proporcionan toallas y ropa de cama.

El personal de la recepción 24 horas habla inglés, español y portugués.

La casa cuenta con parque acuático y parque infantil.

El Vibrant Home by Rentyl Near Disney with Private Pool, Foosball Table & Resort Amenities - 7418M se encuentra a 15 km del parque acuático Disney's Blizzard Beach y a 16 km del ESPN Wide World of Sports. El aeropuerto internacional de Orlando, el más cercano, está a 43 km.","['Gimnasio', 'Parking gratis', 'Parque acuático', 'Servicio de habitaciones', 'Recepción 24 horas', 'Bar', 'Habitaciones sin humo', 'WiFi gratis', '2 restaurantes', 'Piscina al aire libre']",28.291067,-81.588046,
3287,"5445 Collins avenue #1131, Miami Beach, 33140, Estados Unidos","Lindo condominio con piscina vista al mar, bar, estacionamiento gratuito y gimnasio! El establecimiento se encuentra frente a la playa en Miami Beach, a 1,2 km de Miami Beach y a 5,4 km del New World Center. Ofrece vistas al mar y conexión Wi-Fi gratuita en todo el establecimiento.

Esta casa cuenta con aire acondicionado, 1 dormitorio, TV por cable, zona de comedor, cocina con microondas y sala de estar.

La recepción proporciona información sobre la zona.

En condominio lindo con vista al mar piscina, bar, aparcamiento gratuito y gimnasio! El establecimiento alberga una sala de fitness.

El monumento al Holocausto y el centro de convenciones de Miami Beach se encuentran a 5,4 km. El aeropuerto más cercano es el aeropuerto internacional de Miami, ubicado a 18 km del Cute condo with ocean view pool, bar, free parking and gym!.",,25.8340922,-80.120235,[{'Apartamento de 1 dormitorio': '1 cama doble extragrande'}]
3304,"Orlando, 32821, Estados Unidos","El Floridays Resort Condo se encuentra en Orlando, a 5,2 km del SeaWorld Orlando y a 7,8 km del centro de convenciones del condado de Orange. ¡Menos de 4 Mi a Walt Disney! Dispone de aire acondicionado. Se encuentra a 7,9 km de Disney Springs y dispone de ascensor. Hay WiFi gratuita en todas las instalaciones. El SeaWorld's Discovery Cove está a 5 km.

Este apartamento amplio está situado en la planta baja y cuenta con 3 dormitorios, TV de pantalla plana con canales por cable y cocina totalmente equipada con lavavajillas, horno, lavadora, microondas y tostadora. Se proporcionan toallas y ropa de cama. El alojamiento cuenta con entrada privada.

The Wheel at ICON Park Orlando se encuentra a 9 km del apartamento, mientras que Disney's Boardwalk está a 11 km. El aeropuerto más cercano es el aeropuerto internacional de Orlando, ubicado a 17 km del Floridays Resort Condo. Menos de 4 Mi a Walt Disney!.","['Dr. P. Phillips Community Park\n2,3 km', 'Dr. P. Phillips Community Park\n3,3 km', 'Habitaciones sin humo', 'Boneyard\n2,5 km', 'WiFi gratis', 'Parking en el alojamiento', 'Seaworld Gate 3\n3,2 km', 'SeaWorld Orlando\n3,4 km', 'Piscina al aire libre', 'Ascensor']",28.38639611,-81.4820995,"[{'Personal': '9.8'}, {'Instalaciones y servicios': '9.5'}, {'Limpieza': '9.8'}, {'Confort': '9.5'}, {'Relación calidad-precio': '9.8'}, {'Ubicación': '9.5'}]"
3307,"7817 BEECHFIELD ST, Celebration, Orlando, 34747, Estados Unidos","El - 2 millas to Disney se encuentra en Orlando y ofrece alojamiento con aire acondicionado, piscina privada, piscina de 6 dormitorios y sala de juegos. El establecimiento está a unos 8 km de Disney's Animal Kingdom, a 8,6 km del ESPN Wide World of Sports y a 9,3 km del Disney's Boardwalk. Hay WiFi gratuita en todas las instalaciones y el parque acuático Disney's Blizzard Beach está a 7,9 km.

La casa es amplia y cuenta con 6 dormitorios, TV, cocina totalmente equipada con lavavajillas y horno y 4 baños con bañera. Se proporcionan toallas y ropa de cama. El alojamiento cuenta con entrada privada.

Disney's Hollywood Studios y Walt Disney World se encuentran a 10 km de la casa. El aeropuerto más cercano es el aeropuerto internacional de Orlando, ubicado a 33 km del 6 bedrooms pool and game room - 2 millas to Disney.",,28.323158,-81.600105,"[{'Personal': '9.2'}, {'Instalaciones y servicios': '10'}, {'Limpieza': '10'}, {'Confort': '9.6'}, {'Relación calidad-precio': '10'}, {'Ubicación': '10'}]"
3323,"5225 Collins Avenue, Miami Beach, FL 33140, Estados Unidos","El Luxury Beach Resort - HORA RENTALS se encuentra en el distrito Mid-Beach de Miami Beach, a 1,7 km de Miami Beach y a 5,3 km del New World Center. Hay WiFi gratuita en todas las instalaciones.

Algunos alojamientos incluyen TV por cable, cocina totalmente equipada con lavavajillas y baño privado con bañera y secador de pelo.

El apartamento cuenta con sala de fitness.

El Luxury Beach Resort - HORA RENTALS se encuentra a 5,4 km del monumento al Holocausto y del centro de convenciones de Miami Beach. El aeropuerto internacional de Miami, el más cercano, queda a 18 km.",,25.8299239,-80.1210664,
3341,"Orlando, 73073, Estados Unidos","El Lofty Lodge se encuentra en Orlando, a 3,5 km del centro de convenciones Orange County y a 3,6 km del SeaWorld Orlando, y ofrece alojamiento amplio con aire acondicionado, balcón y WiFi gratuita. Esta casa sostenible se encuentra a 4 km de The Wheel at ICON Park Orlando y de SeaWorld's Discovery Cove. Este establecimiento para no fumadores se encuentra a 8,5 km del centro comercial Florida Mall.

La casa cuenta con 3 dormitorios, cocina totalmente equipada con lavavajillas y horno, lavadora y 2 baños con secador de pelo. Se proporcionan toallas y ropa de cama.

El Lofty Lodge alberga un parque infantil.

El Universal Studios Orlando y las islas de aventuras de Universal Studios están a 10 km. El aeropuerto más cercano es el aeropuerto internacional de Orlando, ubicado a 13 km del Lofty Lodge.",,28.424711,-81.445133,"[{'Personal': '9.0'}, {'Instalaciones y servicios': '9.6'}, {'Limpieza': '10'}, {'Confort': '9.6'}, {'Relación calidad-precio': '9.2'}, {'Ubicación': '9.8'}]"
3357,"5880 Collins Avenue, Miami Beach, FL 33140, Estados Unidos","El STUNNING OCEAN & BAY VIEWS 2BR 2BA CONDO! ESTACIONAMIENTO! se encuentra en Miami Beach. El establecimiento cuenta con balcón, aparcamiento privado gratuito y WiFi gratuita.

El apartamento cuenta con 2 dormitorios, 2 baños, ropa de cama, toallas, TV de pantalla plana con canales por cable, zona de comedor, cocina totalmente equipada y terraza con vistas al mar.

Miami Beach se encuentra a 600 metros del apartamento, mientras que el New World Center está a 6 km. El aeropuerto más cercano es el aeropuerto internacional de Miami, ubicado a 18 km del STUNNING OCEAN & BAY VIEWS 2BR 2BA CONDO! ESTACIONAMIENTO!.",,25.84087,-80.121757,[]
3374,"Celebration, Orlando, 34747-1239, Estados Unidos","El Cozy Kissimmee Home with Yard about 7 Mi to Disney Parks ofrece aire acondicionado y se encuentra en Orlando, a 11 km del parque acuático Disney's Blizzard Beach y del parque temático Disney's Animal Kingdom. El establecimiento se encuentra a 11 km del ESPN Wide World of Sports, a 12 km del Disney's Boardwalk y a 13 km del Disney's Hollywood Studios. Hay recepción 24 horas y WiFi gratuita en todas las instalaciones.

Esta casa amplia está situada en la planta baja y cuenta con 3 dormitorios, TV de pantalla plana por cable y cocina totalmente equipada con lavavajillas, horno, lavadora, microondas y tostadora. Se proporcionan toallas y ropa de cama. El alojamiento cuenta con entrada privada.

La casa está a 13 km de Walt Disney World y a 15 km de Disney Springs. El aeropuerto más cercano es el aeropuerto internacional de Orlando, ubicado a 43 km del Cozy Kissimmee Home with Yard about 7 Mi to Disney Parks.","['Recepción 24 horas', 'Habitaciones sin humo', 'WiFi gratis', 'Parking en el alojamiento', 'Piscina al aire libre']",28.2998545,-81.5970611,"[{'Personal': '9.6'}, {'Instalaciones y servicios': '10'}, {'Limpieza': '9.8'}, {'Confort': '9.6'}, {'Relación calidad-precio': '9.6'}, {'Ubicación': '9.5'}]"
3387,"Cabo Coral, 33991, Estados Unidos","Chic Cape Coral Home con piscina y canal de acceso al golfo! Se encuentra en Cape Coral, a 35 km de la Cámara de Comercio de Sanibel, a 38 km del faro de Sanibel y a 41 km del Museo Bailey Matthews Shell. Se encuentra a 41 km de la localidad de pescadores y ofrece WiFi gratuita en todas las instalaciones.

La casa cuenta con 3 dormitorios, TV de pantalla plana y cocina totalmente equipada con nevera, lavavajillas, lavadora, horno y microondas. Se proporcionan toallas y ropa de cama.

El aeropuerto más cercano es el aeropuerto internacional Southwest Florida, ubicado a 37 km de la casa.","['Bar', 'Habitaciones sin humo', 'WiFi gratis', 'Piscina al aire libre', 'Parking en el alojamiento']",26.6098366,-82.0104414,[]
3419,"514 Ocean Avenue, Melbourne Beach, FL 32951, Estados Unidos","El SeaGlass Inn Bed and Breakfast se encuentra en Melbourne Beach y ofrece alojamiento solo para adultos con piscina al aire libre, bicicletas de uso gratuito y jardín. El bed and breakfast cuenta con entrada privada. Este bed and breakfast está adaptado para personas de movilidad reducida.

Todos los alojamientos cuentan con aire acondicionado y TV de pantalla plana por cable. Los alojamientos de este bed and breakfast incluyen WiFi gratuita y baño privado con ducha y albornoces. Algunas habitaciones tienen balcón. Todos los alojamientos de este bed and breakfast incluyen ropa de cama y toallas.

Todos los días se sirve un desayuno continental o inglés/irlandés completo con platos calientes, bollería recién hecha y tortitas.

El SeaGlass Inn Bed and Breakfast cuenta con pista de tenis y la zona es ideal para practicar ciclismo. El alojamiento cuenta con solárium y chimenea al aire libre.

Cerca del SeaGlass Inn Bed and Breakfast hay varios lugares de interés, como las playas de Melbourne, Indialantic y Brevard. El aeropuerto más cercano es el aeropuerto internacional de Melbourne, a 9 km del bed and breakfast.","['Adaptado personas de movilidad reducida', 'Habitaciones sin humo', 'Desayuno excepcional', 'WiFi gratis', 'Piscina al aire libre']",28.06856646,-80.56440706,
3440,"2401 East Annie Street, Tampa, FL 33612, Estados Unidos","El EntireHouse w/Bush Garden View_Private Heated POOL se encuentra en Tampa, a 2,7 km de Adventure Island y a 1,6 km de Busch Gardens, y ofrece aire acondicionado. Esta casa cuenta con piscina privada, jardín y aparcamiento privado gratuito. La Universidad del Sur de Florida está a 3,9 km y el anfiteatro 1 800 Ask Gary, a 13 km.

Esta casa de 3 dormitorios cuenta con conexión WiFi gratuita, TV de pantalla plana por cable, lavadora y cocina totalmente equipada con horno y microondas. Se proporcionan toallas y ropa de cama. El alojamiento cuenta con entrada privada.

La casa está a 13 km del Amalie Arena y a 15 km del estadio Raymond James. El aeropuerto más cercano es el aeropuerto internacional de Tampa, ubicado a 15 km del EntireHouse w/Bush Garden View_Private Heated POOL.","['Parking gratis', 'Habitaciones sin humo', 'Habitaciones familiares', 'WiFi gratis', 'Piscina al aire libre']",28.0360241,-82.4325967,
3464,"Cabo Coral, 33991, Estados Unidos","El Elegant Cape Coral Home Private Pool, Grill! se encuentra a 41 km de Fishermen's Village y a 34 km de la Cámara de Comercio de Sanibel, y ofrece WiFi gratuita y terraza. Esta casa tiene patio.

La casa está equipada con 3 dormitorios, TV de pantalla plana por cable y cocina totalmente equipada con nevera, lavavajillas, lavadora, horno y microondas. Se proporcionan toallas y ropa de cama.

La casa está a 37 km del faro de Sanibel y a 41 km del Museo Bailey Matthews Shell. El aeropuerto más cercano es el aeropuerto internacional de Southwest Florida, ubicado a 37 km del Elegant Cape Coral Home Private Pool, Grill!.",,26.6169607,-82.008163,"[{'Personal': '10'}, {'Instalaciones y servicios': '10'}, {'Limpieza': '10'}, {'Confort': '10'}, {'Relación calidad-precio': '9.3'}, {'Ubicación': '8.6'}]"
3523,"5793 Cape Harbour Drive, Cabo Coral, FL 33914, Estados Unidos","El Vista Del Mar at Cape Harbour es un aparthotel recientemente reformado situado en Cape Coral, donde los huéspedes pueden aprovechar al máximo su piscina al aire libre, su bar y su zona de barbacoa. Ofrece acceso a un balcón, pista de tenis, aparcamiento privado gratuito y WiFi gratuita. Este establecimiento para no fumadores se encuentra a 48 km de Fishermen's Village.

El aparthotel es amplio y cuenta con 3 dormitorios, 2 baños, ropa de cama, toallas, TV de pantalla plana con servicios de streaming, zona de comedor, cocina totalmente equipada y terraza con vistas al mar. Alojamiento con aire acondicionado, vestidor y chimenea. Para mayor privacidad, el alojamiento tiene una entrada privada y está protegido por seguridad de día completo.

El aparthotel alberga un restaurante familiar que sirve cocina americana para la cena, el almuerzo y el brunch.

En los alrededores se puede practicar ciclismo. El Vista Del Mar at Cape Harbour ofrece servicio de alquiler de bicicletas.

La Cámara de Comercio de Sanibel se encuentra a 30 km del alojamiento, mientras que el faro de Sanibel está a 33 km. El aeropuerto más cercano es el aeropuerto internacional Southwest Florida, ubicado a 31 km del Vista Del Mar at Cape Harbour.",,26.54440604,-82.00734584,"[{'Personal': '9.3'}, {'Instalaciones y servicios': '9.6'}, {'Limpieza': '10'}, {'Confort': '9.3'}, {'Relación calidad-precio': '9.6'}, {'Ubicación': '10'}]"
3528,"2401 East Annie Street, Tampa, FL 33612, Estados Unidos","El EntireHouse w/Bush Garden View_Private Heated POOL se encuentra en Tampa, a 2,7 km de Adventure Island y a 1,6 km de Busch Gardens, y ofrece aire acondicionado. Esta casa cuenta con piscina privada, jardín y aparcamiento privado gratuito. La Universidad del Sur de Florida está a 3,9 km y el anfiteatro 1 800 Ask Gary, a 13 km.

Esta casa de 3 dormitorios cuenta con conexión WiFi gratuita, TV de pantalla plana por cable, lavadora y cocina totalmente equipada con horno y microondas. Se proporcionan toallas y ropa de cama. El alojamiento cuenta con entrada privada.

La casa está a 13 km del Amalie Arena y a 15 km del estadio Raymond James. El aeropuerto más cercano es el aeropuerto internacional de Tampa, ubicado a 15 km del EntireHouse w/Bush Garden View_Private Heated POOL.",,28.0360241,-82.4325967,
