hotel_id,name,categories,address,city_id,latitude,longitude,attributes,avg_rating,num_of_reviews,url,source_id
0x89c25736aa1926dd:0x881dbe47769a45f8,Short Stay Global - Jersey City Magnolia Avenue Apartment,['Apartment building'],116 Magnolia Ave,143.0,40.731341,-74.05904699999999,['Wheelchair accessible entrance'],3.3,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25736aa1926dd:0x881dbe47769a45f8?authuser=-1&hl=en&gl=us,2
0x89c250ce24c782d9:0x3b8d2fc141446849,The Beacon Hague,['Apartment complex'],88 Clifton Pl,143.0,40.7206404,-74.06484139999999,['Wheelchair accessible entrance'],4.6,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c250ce24c782d9:0x3b8d2fc141446849?authuser=-1&hl=en&gl=us,2
0x89c250adbd95327f:0x6c53477916760e5d,Dharma Home Suites Jersey City at Grove Station II,"['Furnished apartment building', 'Executive suite rental agency', 'Extended stay hotel', 'Vacation home rental agency']",160 Morgan St,143.0,40.7203361,-74.0403839,,4.3,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c250adbd95327f:0x6c53477916760e5d?authuser=-1&hl=en&gl=us,2
0x88e6dc18ca8470b7:0x46700a701c847790,francesca's,"['Boutique', 'Clothing store', 'Fashion accessories store', 'Gift shop', 'Jewelry store', 'Shoe store', ""Women's clothing store""]",1100 Cornerstone Blvd #1070,650.0,29.214238899999998,-81.0984271,"['In-store pickup', 'In-store shopping', 'Delivery'], ['Wheelchair accessible entrance'], ['Quick visit'], ['Debit cards', 'Credit cards']",4.4,16,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6dc18ca8470b7:0x46700a701c847790?authuser=-1&hl=en&gl=us,2
0x88e6dfec6baa5cdd:0x54bb1d4bf819e3a3,Hand & Stone Massage and Facial Spa,['Massage spa'],1293 Cornerstone Blvd Unit A,650.0,29.215892999999998,-81.09608759999999,"['Appointment required'], ['Wheelchair accessible entrance'], ['Appointments recommended']",4.4,45,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6dfec6baa5cdd:0x54bb1d4bf819e3a3?authuser=-1&hl=en&gl=us,2
0x88e6ded077e4de45:0x67e767a6674d406e,CHADS Center,"['Church', 'Health resort', 'Wedding venue']",101 Indigo Dr,650.0,29.1760171,-81.085555,['Wheelchair accessible entrance'],4.4,7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6ded077e4de45:0x67e767a6674d406e?authuser=-1&hl=en&gl=us,2
0x88e6da1d14f70a3f:0x46a4b833fbc86127,Jie Foot And Body Massage,"['Massage spa', 'Foot massage parlor', 'Massage therapist', 'Reflexologist', 'Sports massage therapist', 'Thai massage therapist']",1426 S Atlantic Ave,650.0,29.209055799999998,-80.9997424,"['Wheelchair accessible elevator', 'Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], ['Identifies as women-led']",3.6,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6da1d14f70a3f:0x46a4b833fbc86127?authuser=-1&hl=en&gl=us,2
0x88e6d90aad775b79:0x45487ca048ec1a28,Palm Cove Apartments,['Apartment building'],886 S Nova Rd,650.0,29.1867535,-81.031342,['Wheelchair accessible entrance'],4.4,17,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6d90aad775b79:0x45487ca048ec1a28?authuser=-1&hl=en&gl=us,2
0x88e6d987f6e1ad07:0x941070c938ea6e2e,Hotel Delmar,"['Boarding house', 'Hotel']",209 S Ridgewood Ave,650.0,29.2086164,-81.0212354,,3.0,6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6d987f6e1ad07:0x941070c938ea6e2e?authuser=-1&hl=en&gl=us,2
0x8641ef88d2cb9e4b:0x53901dd432fd5683,Bay View Apartments,['Apartment building'],1803 Gray St,6287.0,28.721457299999997,-96.208733,['Wheelchair accessible entrance'],5.0,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8641ef88d2cb9e4b:0x53901dd432fd5683?authuser=-1&hl=en&gl=us,2
0x8641b95b5b54f809:0x1f0311fb77697a56,Golden Manor Apartments,['Apartment building'],800 Avenue H,2311.0,28.9957618,-95.9684295,['Wheelchair accessible entrance'],5.0,3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8641b95b5b54f809:0x1f0311fb77697a56?authuser=-1&hl=en&gl=us,2
0x8817ee7fe8105a19:0x111169e927d14bc9,Brookstone Apartments,['Apartment complex'],5500 Dahlia Dr,576.0,42.254449,-85.18840329999999,['Wheelchair accessible entrance'],4.1,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8817ee7fe8105a19:0x111169e927d14bc9?authuser=-1&hl=en&gl=us,2
0x8817f04b764c3d2f:0xb43659627a951fe9,Happy Spa,"['Spa', 'Massage therapist']",232 N Raymond Rd,576.0,42.3148957,-85.1451025,['Wheelchair accessible entrance'],4.2,15,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8817f04b764c3d2f:0xb43659627a951fe9?authuser=-1&hl=en&gl=us,2
0x88f8aa35386fc6e1:0x448a8e6610a1f0b,Nexus at Sandhill Apartments,"['Apartment complex', 'Apartment building']",780 Fashion Dr,71.0,34.1306037,-80.88143149999999,['Wheelchair accessible entrance'],3.5,68,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f8aa35386fc6e1:0x448a8e6610a1f0b?authuser=-1&hl=en&gl=us,2
0x88f8a3f6583e1e17:0x74bd794eccf253da,Gleneagle Apartment Homes,"['Apartment complex', 'Apartment building', 'Apartment rental agency', 'Property management company', 'Real estate rental agency']",601 St Andrews Rd,71.0,34.046766,-81.12411,['Wheelchair accessible entrance'],3.0,58,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f8a3f6583e1e17:0x74bd794eccf253da?authuser=-1&hl=en&gl=us,2
0x88f8a9ec204d118d:0x494bf67d6a608fed,Rice Terrace Apartments and Townhomes,"['Apartment complex', 'Townhouse complex']",100 Rice Terrace Dr,71.0,34.155502999999996,-80.91374669999999,['Wheelchair accessible entrance'],3.6,57,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f8a9ec204d118d:0x494bf67d6a608fed?authuser=-1&hl=en&gl=us,2
0x88f8af3832777f95:0x650c1436b5234b7c,Springtree Apartments,['Apartment building'],250 Springtree Rd,71.0,34.0753548,-80.962453,['Wheelchair accessible entrance'],3.5,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f8af3832777f95:0x650c1436b5234b7c?authuser=-1&hl=en&gl=us,2
0x88f8a54f2b153c03:0x67b665bcee0505ca,Wesley's Salon & Spa,"['Hair salon', 'Beauty salon', 'Nail salon', 'Spa']",2710 Gervais St,71.0,34.010031,-81.00358899999999,"['Appointment required', 'Mask required', 'Staff wear masks'], ['Wheelchair accessible entrance'], ['Appointments recommended'], ['Debit cards'], ['LGBTQ friendly'], ['Restroom', 'Wi-Fi'], ['Identifies as Black-owned', 'Identifies as women-led']",4.9,34,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f8a54f2b153c03:0x67b665bcee0505ca?authuser=-1&hl=en&gl=us,2
0x88f8a361fdf8bd13:0x1922c8532d427430,Reserve at River Walk Apartments,"['Apartment complex', 'Apartment building']",4501 Bentley Dr,71.0,34.0336774,-81.0753198,['Wheelchair accessible entrance'],3.3,114,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f8a361fdf8bd13:0x1922c8532d427430?authuser=-1&hl=en&gl=us,2
0x88f8af1da30e715b:0x280f58193f33b816,Arcadia Park Apartments,['Apartment complex'],2400 Kneece Rd,71.0,34.0571823,-80.94507589999999,['Wheelchair accessible entrance'],3.5,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f8af1da30e715b:0x280f58193f33b816?authuser=-1&hl=en&gl=us,2
0x88f8af23486bf359:0x91ceea1f30814149,Dominican Blowout™ Salon,"['Hair salon', 'Beauty salon', 'Spa']",7364 Two Notch Rd,71.0,34.0681873,-80.9527576,"['Wheelchair accessible parking lot', 'Wheelchair accessible restroom'], ['Debit cards', 'Credit cards'], ['LGBTQ friendly'], ['Gender-neutral restroom', 'Wi-Fi'], ['Identifies as veteran-led', 'Identifies as women-led']",3.8,95,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f8af23486bf359:0x91ceea1f30814149?authuser=-1&hl=en&gl=us,2
0x88f8af1f1e19e9e7:0x1e4c162e43968fd7,Tanglewood Apartments,['Apartment building'],7400 Hunt Club Rd,71.0,34.0611992,-80.9469099,['Wheelchair accessible entrance'],3.5,15,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f8af1f1e19e9e7:0x1e4c162e43968fd7?authuser=-1&hl=en&gl=us,2
0x88f8a37ac7aa2d4d:0x5778973d8b5eac12,Waters at Longcreek,"['Apartment complex', 'Housing development']",1401 Longcreek Dr,71.0,34.0413594,-81.0850287,['Wheelchair accessible entrance'],3.4,55,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f8a37ac7aa2d4d:0x5778973d8b5eac12?authuser=-1&hl=en&gl=us,2
0x885bfdecfe09119b:0x885cb66b8a22edcf,Little Bear Lodge Cabin,['Mountain cabin'],1605 Silver Poplar Ln,2296.0,35.753026,-83.4877666,,4.4,26,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885bfdecfe09119b:0x885cb66b8a22edcf?authuser=-1&hl=en&gl=us,2
0x885bfdecf08794f3:0x4ae90c57d6f176ea,Forever Dreams Cabin - Gatlinburg TN,['Mountain cabin'],1701 Jacks Pass,2296.0,35.7534998,-83.4878621,,4.8,5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885bfdecf08794f3:0x4ae90c57d6f176ea?authuser=-1&hl=en&gl=us,2
0x885c016d6379fcb7:0xad61066e986da990,White Oaks Cabin,"['Lodge', 'Mountain cabin']",2136 Bluff Mountain Rd,2296.0,35.8025944,-83.6578193,,5.0,6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885c016d6379fcb7:0xad61066e986da990?authuser=-1&hl=en&gl=us,2
0x885bfde1527b9591:0x406f97ecf22e1ea,Mountain Mischief,['Mountain cabin'],906 Ski View Ln,2296.0,35.7569011,-83.5018675,,3.6,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885bfde1527b9591:0x406f97ecf22e1ea?authuser=-1&hl=en&gl=us,2
0x885c014b35d1e5a7:0xf7062a8efac28fdb,Paradise View by Smoky Retreats,"['Hotel', 'Cabin rental agency', 'Lodge', 'Vacation home rental agency']",2125 Trace Way,2296.0,35.7663744,-83.6166549,,5.0,5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885c014b35d1e5a7:0xf7062a8efac28fdb?authuser=-1&hl=en&gl=us,2
0x885bfdd141c371b7:0x7e1140a59c4062a8,Tennessee Treasure,['Hotel'],1727 Oakridge View Ln #8,2296.0,35.7787212,-83.4989664,,3.7,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885bfdd141c371b7:0x7e1140a59c4062a8?authuser=-1&hl=en&gl=us,2
0x885bf993972e7bc5:0x8eb7eeed8c24aeea,Gonzalez Painting,"['Painter', 'Apartment building', 'Painting', 'Pressure washing service', 'Residents association']",157 Runyan Cir #2,2296.0,35.8583649,-83.5602194,"['Onsite services', 'Online estimates'], ['Appointment required', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], ['Identifies as women-led']",4.9,16,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885bf993972e7bc5:0x8eb7eeed8c24aeea?authuser=-1&hl=en&gl=us,2
0x885eaadd6272efa7:0x4da6f6d0e926ab10,Creek Song - Cove Mountain Resorts,['Mountain cabin'],3812 Miller Creek Way,2296.0,35.711576099999995,-83.6136531,,4.6,5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885eaadd6272efa7:0x4da6f6d0e926ab10?authuser=-1&hl=en&gl=us,2
0x885eab40edf07b33:0x6132f774a9e212f1,Southern Drawl Cabin,"['Lodge', 'Log cabins', 'Vacation home rental agency']",3059 Perry Circle Rd,2296.0,35.714636999999996,-83.618318,,5.0,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885eab40edf07b33:0x6132f774a9e212f1?authuser=-1&hl=en&gl=us,2
0x885c007dd4e602cd:0x6e4149fa1dbfcdf7,Eagle River Lodge,['Mountain cabin'],809 Pinecrest Way,2296.0,35.785962999999995,-83.59779569999999,,4.6,15,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885c007dd4e602cd:0x6e4149fa1dbfcdf7?authuser=-1&hl=en&gl=us,2
0x885eab0e02b63e71:0x20261eba5ba846cc,Altitude Adjustment,['Mountain cabin'],3116 Perry Circle Rd,2296.0,35.7122447,-83.61727859999999,,3.3,3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885eab0e02b63e71:0x20261eba5ba846cc?authuser=-1&hl=en&gl=us,2
0x88c2c7da59452bcf:0x39a9e53c5b2bbdf0,Fashion Haze boutique,"['Boutique', 'Dance store', 'Eyelash salon', ""Women's clothing store""]",1830 W Waters Ave Suite A,17.0,28.0212227,-82.4798802,"['In-store shopping'], ['Mask required', 'Staff required to disinfect surfaces between visits'], ['Wheelchair accessible entrance'], ['Quick visit']",5.0,6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c7da59452bcf:0x39a9e53c5b2bbdf0?authuser=-1&hl=en&gl=us,2
0x88c2eb754b403db3:0x849c1d77f11d3220,Lovely Nails & Day Spa,"['Nail salon', 'Facial spa', 'Waxing hair removal service']",12237 W Linebaugh Ave,17.0,28.056798399999998,-82.626657,['Wheelchair accessible entrance'],4.2,46,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2eb754b403db3:0x849c1d77f11d3220?authuser=-1&hl=en&gl=us,2
0x88c2c7e1a95b4c0b:0xcfef0b94a8372c46,Bungalow Oaks Apartments,['Apartment building'],13418 Dottie Dr,17.0,28.0660839,-82.388092,['Wheelchair accessible entrance'],3.1,138,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c7e1a95b4c0b:0xcfef0b94a8372c46?authuser=-1&hl=en&gl=us,2
0x88c2c2e4cf0a4789:0xaf3a0d189916bf75,Ideal Image Tampa,"['Medical spa', 'Laser hair removal service']",1 N Dale Mabry Hwy Suite 100 A,17.0,27.9453298,-82.50501059999999,"['Appointment required'], ['Wheelchair accessible entrance'], ['Appointments recommended']",4.7,588,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c2e4cf0a4789:0xaf3a0d189916bf75?authuser=-1&hl=en&gl=us,2
0x88c2c3dd93f816b9:0xe47dfebc1d893357,Tuscany Pointe at Tampa Apartment Homes,"['Apartment rental agency', 'Property management company']",3350 W Hillsborough Ave #1432,17.0,27.9936583,-82.49815699999999,"['Mask required', 'Staff wear masks'], ['Wheelchair accessible entrance']",2.6,65,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c3dd93f816b9:0xe47dfebc1d893357?authuser=-1&hl=en&gl=us,2
0x88c2c1917b4efe0f:0x8a786a7e62b87b62,Laminate City Inc,"['Flooring store', 'Cabinet store', 'Molding supplier', 'Tile store']",7802 Anderson Rd,17.0,28.0183486,-82.5346149,"['Delivery', 'In-store shopping'], ['Wheelchair accessible entrance'], ['Quick visit'], ['Assembly service', 'Service guarantee']",4.3,66,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c1917b4efe0f:0x8a786a7e62b87b62?authuser=-1&hl=en&gl=us,2
0x88c2c1cc036303e3:0xb031760acc010ad7,Lotus Pond Center for Yoga and Health,"['Yoga studio', 'Retreat center']",6201 Lynn Rd,17.0,28.044889599999998,-82.5462697,"['Outdoor services'], ['Wheelchair accessible entrance'], ['Child care']",4.9,58,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c1cc036303e3:0xb031760acc010ad7?authuser=-1&hl=en&gl=us,2
0x88c2c25303ea85bb:0x58a323bdf3276baf,Teavana,"['Tea house', 'Boutique', 'Gift shop', 'Health food store', 'Shopping mall']",2223 N Westshore Blvd #277,17.0,27.9643612,-82.52087519999999,"['Delivery'], ['Wheelchair accessible entrance', 'Wheelchair accessible restroom'], ['Cash-only'], ['Fireplace', 'Live music', 'Live performances'], ['Alcohol', 'Coffee', 'Comfort food', 'Happy hour drinks', ""Kids' menu"", 'Late-night food', 'Prepared foods', 'Small plates'], ['Breakfast', 'Lunch', 'Dinner', 'Catering']",4.3,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c25303ea85bb:0x58a323bdf3276baf?authuser=-1&hl=en&gl=us,2
0x88c2c47acd66d78d:0x2487bc0c77c81e91,The Pearl Apartments,['Apartment complex'],2110 N Ola Ave,17.0,27.962633999999998,-82.4637702,['Wheelchair accessible entrance'],4.5,124,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c47acd66d78d:0x2487bc0c77c81e91?authuser=-1&hl=en&gl=us,2
0x88c2c75bb9592ca7:0x64a1b28142bd8268,University LinQ North,['Apartment complex'],5651 E Fletcher Ave,17.0,28.0687447,-82.3925799,['Wheelchair accessible entrance'],2.4,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c75bb9592ca7:0x64a1b28142bd8268?authuser=-1&hl=en&gl=us,2
0x88c2c399d7ec16ab:0xbe09cb9abf879f0,The Platinum Zipper,"['Boutique', 'Clothing store', ""Women's clothing store""]",2800 N Macdill Ave n,17.0,27.965728199999997,-82.49364709999999,"['In-store shopping'], ['Appointment required', 'Mask required', 'Staff wear masks', 'Staff required to disinfect surfaces between visits'], ['Wheelchair accessible entrance'], ['Checks', 'Debit cards'], ['Identifies as women-led']",4.4,45,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c399d7ec16ab:0xbe09cb9abf879f0?authuser=-1&hl=en&gl=us,2
0x88c2c44650c84957:0x6c4773a289abd4a4,Centro Place Apartments,"['Apartment building', 'Apartment complex']",1302 E 21st Ave,17.0,27.9716795,-82.4449752,['Wheelchair accessible entrance'],3.5,17,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c44650c84957:0x6c4773a289abd4a4?authuser=-1&hl=en&gl=us,2
0x88c2cdd46bbcab11:0x33220f0bd4287739,FTG Drones - Fowado Technology Group | UAS | UAV,"['Electronics repair shop', 'Aerospace company', 'Aircraft maintenance company', 'Aircraft manufacturer', 'Aircraft rental service', 'Aircraft supply store', 'Aviation consultant', 'Aviation training institute', 'Electronics store', 'Photography service']",1013 US Hwy 301 S,17.0,27.939587999999997,-82.354064,"['Wheelchair accessible entrance'], ['Identifies as veteran-led'], ['Electronics']",4.6,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2cdd46bbcab11:0x33220f0bd4287739?authuser=-1&hl=en&gl=us,2
0x88c2c793a2ff24ad:0xaa310f275116b121,Monticello of 42nd St,"['Apartment building', 'Student housing center']",4201 Monticello Gardens Pl,17.0,28.073839999999997,-82.413489,,2.6,34,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c793a2ff24ad:0xaa310f275116b121?authuser=-1&hl=en&gl=us,2
0x88c2e9ee0563c495:0x26d5b13594e89556,Urban Zen Bodywork,"['Massage therapist', 'Massage spa', 'Reflexologist', 'Skin care clinic', 'Sports massage therapist', 'Yoga studio']",321 S Edison Ave,17.0,27.940350799999997,-82.4698042,"['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], ['LGBTQ friendly'], ['Identifies as women-led']",5.0,75,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e9ee0563c495:0x26d5b13594e89556?authuser=-1&hl=en&gl=us,2
0x88c2c49fce27d9c3:0x34b687020aa07e46,916 S Oregon,['Apartment complex'],916 S Oregon Ave,17.0,27.931829,-82.47464389999999,['Wheelchair accessible entrance'],4.2,5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c49fce27d9c3:0x34b687020aa07e46?authuser=-1&hl=en&gl=us,2
0x88c2ea8c0d7e31d7:0x468a36e42664c1d,Citrus Falls,"['Apartment building', 'Real estate rental agency']",12011 Citrus Falls Cir,17.0,28.0577662,-82.5788788,['Wheelchair accessible entrance'],3.5,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2ea8c0d7e31d7:0x468a36e42664c1d?authuser=-1&hl=en&gl=us,2
0x88c2c16e5db8cb81:0xb2fc223b2941839b,168 Happy Feet Spa & Massage,"['Massage spa', 'Foot massage parlor', 'Massage therapist', 'Reflexologist', 'Sports massage therapist', 'Thai massage therapist']",7536 N Dale Mabry Hwy,17.0,28.0174971,-82.5054984,,4.2,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c16e5db8cb81:0xb2fc223b2941839b?authuser=-1&hl=en&gl=us,2
0x88c2c61627a42f15:0x3c1a65cb2e2ad167,Puritan Place Apartments,"['Apartment building', 'Apartment complex', 'Apartment rental agency']",7903 Holly Lea Ct,17.0,28.018917499999997,-82.4031483,['Wheelchair accessible entrance'],2.6,48,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c61627a42f15:0x3c1a65cb2e2ad167?authuser=-1&hl=en&gl=us,2
0x88c2cf79d58d8963:0xda6610e905832077,AGS Stone,"['Countertop store', 'Bathroom remodeler', 'Cabinet maker', 'Cabinet store', 'Granite supplier', 'Kitchen remodeler', 'Marble contractor', 'Marble supplier', 'Tile contractor', 'Tile store']",6915 E Adamo Dr,17.0,27.951360899999997,-82.377876,"['Delivery', 'In-store shopping'], ['Mask required'], ['Wheelchair accessible entrance'], ['Checks', 'Debit cards', 'Credit cards'], ['LGBTQ friendly'], ['Assembly service', 'Repair services', 'Service guarantee']",4.8,148,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2cf79d58d8963:0xda6610e905832077?authuser=-1&hl=en&gl=us,2
0x88c2c06e3e2f162f:0x9d23340d619eda5a,Belmere,['Apartment building'],5102 Belmere Pkwy,17.0,28.0842046,-82.53245009999999,['Wheelchair accessible entrance'],3.6,37,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c06e3e2f162f:0x9d23340d619eda5a?authuser=-1&hl=en&gl=us,2
0x88c2c328851f867b:0x1cb7a4f96735f61e,Rehab Exchange,"['Consignment shop', 'Boutique', 'Clothing store', 'Costume jewelry shop', 'Used clothing store', 'Vintage clothing store', ""Women's clothing store""]",4225 W Bay to Bay Blvd,17.0,27.9200536,-82.5153393,"['In-store shopping', 'Delivery'], ['Wheelchair accessible entrance'], ['Quick visit']",4.8,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c328851f867b:0x1cb7a4f96735f61e?authuser=-1&hl=en&gl=us,2
0x88c2c3afb0ac5787:0xc7d54ff9fc5bb6f8,Grady Square,"['Apartment building', 'Apartment complex']",2615 N Grady Ave,17.0,27.9645609,-82.5089856,['Wheelchair accessible entrance'],3.6,97,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c3afb0ac5787:0xc7d54ff9fc5bb6f8?authuser=-1&hl=en&gl=us,2
0x88c2c12ef0535ce7:0x1f62fe33e7d735ff,Desiree Diaz LMT - Carrollwood,"['Sports massage therapist', 'Massage spa', 'Massage therapist']",9720 N Armenia Ave suite h,17.0,28.038770999999997,-82.4825565,['Wheelchair accessible entrance'],5.0,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c12ef0535ce7:0x1f62fe33e7d735ff?authuser=-1&hl=en&gl=us,2
0x88c2ea96b2bfd515:0xc15b06cbfe63cc29,francesca's,"['Boutique', 'Clothing store', 'Fashion accessories store', 'Gift shop', 'Jewelry store', 'Shoe store', ""Women's clothing store""]",7949 Citrus Park Town Center Mall,17.0,28.069086,-82.575963,"['In-store pickup', 'In-store shopping'], ['Mask required', 'Staff required to disinfect surfaces between visits'], ['Wheelchair accessible entrance'], ['Quick visit'], ['Debit cards', 'NFC mobile payments', 'Credit cards']",4.0,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2ea96b2bfd515:0xc15b06cbfe63cc29?authuser=-1&hl=en&gl=us,2
0x88c2ebc559358c7d:0x81dc347bda9c5625,Mallory Square,['Apartment building'],11306 Mallory Square Dr,17.0,28.018892599999997,-82.6153418,['Wheelchair accessible entrance'],3.2,77,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2ebc559358c7d:0x81dc347bda9c5625?authuser=-1&hl=en&gl=us,2
0x88c2c698301fd07f:0x58b0e2949eb62226,Oasis Motel,['Hotel'],6720 N Nebraska Ave,17.0,28.009413799999997,-82.4516553,,2.8,8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c698301fd07f:0x58b0e2949eb62226?authuser=-1&hl=en&gl=us,2
0x88c2c698e5fce451:0x3ca4fe6f0eb20f72,Linda Loma Motel,"['Motel', 'Hotel']",6408 N Nebraska Ave,17.0,28.006321,-82.451545,,3.0,7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c698e5fce451:0x3ca4fe6f0eb20f72?authuser=-1&hl=en&gl=us,2
0x88c2c6e72412f693:0xdfb70da8fd0841aa,osics,['Hotel'],9720 N Nebraska Ave,17.0,28.038356999999998,-82.4513814,,1.0,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c6e72412f693:0xdfb70da8fd0841aa?authuser=-1&hl=en&gl=us,2
0x88c2c7e86743c3db:0xb141b770f670eac7,Urban Place Apartments,"['Apartment complex', 'Apartment building']",13401 N 50th St,17.0,28.068168,-82.400717,['Wheelchair accessible entrance'],2.5,45,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c7e86743c3db:0xb141b770f670eac7?authuser=-1&hl=en&gl=us,2
0x88c2c51d05c69497:0xf56a53194498c252,Office Evolution,"['Office space rental agency', 'Business center', 'Business park', 'Call center', 'Conference center', 'Coworking space', 'Executive suite rental agency', 'Mailbox rental service', 'Telephone answering service', 'Virtual office rental']",601 S Harbour Island Blvd Suite 109,17.0,27.938723699999997,-82.4548811,"['Onsite services'], ['Wheelchair accessible entrance']",4.8,4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c51d05c69497:0xf56a53194498c252?authuser=-1&hl=en&gl=us,2
0x88c2c45418ed3bd3:0xfbbbcce3e476bf97,Cabinets To Go,"['Cabinet store', 'Bathroom remodeler', 'Countertop store', 'Flooring store', 'Kitchen remodeler']",1951 Adamo Dr,17.0,27.9552771,-82.4370177,"['In-store shopping'], ['Wheelchair accessible entrance']",3.7,55,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c45418ed3bd3:0xfbbbcce3e476bf97?authuser=-1&hl=en&gl=us,2
0x88c2c76f3d9b5955:0x731142c7681886dd,The hip hop hotels,['Hotel'],1901 E Sligh Ave,17.0,28.0101297,-82.43897799999999,,5.0,6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c76f3d9b5955:0x731142c7681886dd?authuser=-1&hl=en&gl=us,2
0x88c2c4174e1ca955:0x8cf4f210a7cbabe3,The Warehouse Lofts,['Apartment complex'],4513 N Florida Ave,17.0,27.9866842,-82.4590089,['Wheelchair accessible entrance'],3.8,28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2c4174e1ca955:0x8cf4f210a7cbabe3?authuser=-1&hl=en&gl=us,2
0x88c2cef8512e0db9:0x58d32f3d7e17b802,Faulkenburg Centre,"['Warehouse', 'Moving and storage service', 'Office space rental agency', 'Self-storage facility']",501 S Falkenburg Rd,17.0,27.9482155,-82.3365682,['Wheelchair accessible entrance'],4.7,13,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2cef8512e0db9:0x58d32f3d7e17b802?authuser=-1&hl=en&gl=us,2
