business_id,categories,name,address,post_code,city,state,latitude,longitude,url,attributes,avg_rating,num_of_reviews,source
0x8834d1df020b99bd:0xd62e1712ee98558f, boutique,Phantom Fireworks of Greensburg,135 Donohoe Rd,15601,Greensburg,PA,40.3056449,-79.5080337,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8834d1df020b99bd:0xd62e1712ee98558f?authuser=-1&hl=en&gl=us,"In-store shopping, Delivery, Mask required, Staff required to disinfect surfaces between visits, Wheelchair accessible entrance",4.3,38,google_maps
0x89e7c12d5890efb3:0xfbbdf5a9848f4abc,boutique,Dazzle Boutique,300 Oxford Rd,06478,Oxford,CT,41.4246553,-73.10732689999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e7c12d5890efb3:0xfbbdf5a9848f4abc?authuser=-1&hl=en&gl=us,"In-store pickup, In-store shopping, Appointment required, Wheelchair accessible entrance, Quick visit",4.6,18,google_maps
0x887a58696143ed63:0xef0577a8fdca671c,resort hotel,High Ridge Resort,40 Ridge Loop,42025,Benton,KY,36.7952651,-88.18426989999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x887a58696143ed63:0xef0577a8fdca671c?authuser=-1&hl=en&gl=us,,5.0,6,google_maps
0x89c6c7a9a6db41d5:0x38a4c9c2c3d73c44,hotel,W Philadelphia,1439 Chestnut St,19102,Philadelphia,PA,39.9511079,-75.1646962,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c6c7a9a6db41d5:0x38a4c9c2c3d73c44?authuser=-1&hl=en&gl=us,,4.2,6,google_maps
0x89b387b76786d9cf:0xa0341cd67c492439,boutique,Penelope - Barracks Road,1117 Emmet St N,22903,Charlottesville,VA,38.0534257,-78.5008545,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89b387b76786d9cf:0xa0341cd67c492439?authuser=-1&hl=en&gl=us,"Curbside pickup, In-store pickup, In-store shopping, Delivery, Wheelchair accessible entrance, Quick visit, Checks, Debit cards, NFC mobile payments",4.6,25,google_maps
0x53664cdcecf5ab15:0x681887399ab7b2f7, retreat center,Big Sky Bible Camp and Conference Center,501 McCaffery Rd,59911,Bigfork,MT,48.119323,-114.069092,https://www.google.com/maps/place//data=!4m2!3m1!1s0x53664cdcecf5ab15:0x681887399ab7b2f7?authuser=-1&hl=en&gl=us,Wheelchair accessible entrance,5.0,2,google_maps
0x535d00a7b2cc6f29:0x4092e322ba0e38dd, retreat center,Camp Utmost,12901 Camp Utmost Way,59823,Greenough,MT,46.9919254,-113.4009453,https://www.google.com/maps/place//data=!4m2!3m1!1s0x535d00a7b2cc6f29:0x4092e322ba0e38dd?authuser=-1&hl=en&gl=us,Wheelchair accessible entrance,4.7,13,google_maps
0x89c259a884c64db7:0x1e66b1d8bb07f86c,retreat center,Shalom & Co Inc,284 5th Ave,10001,New York,NY,40.7461485,-73.9865416,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259a884c64db7:0x1e66b1d8bb07f86c?authuser=-1&hl=en&gl=us,,5.0,2,google_maps
0x89b64d4046dc6ed3:0x4a5f5ecb1d399d74,hotel,Marriot,3111 Fairview Park Dr,22042,Falls Church,VA,38.8610432,-77.2160699,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89b64d4046dc6ed3:0x4a5f5ecb1d399d74?authuser=-1&hl=en&gl=us,,4.0,4,google_maps
0x862cce2bea15f717:0x1f48ee645498cbc4,retreat center,Cross Heirs Retreat Center,140 Pintail Ln,72073,Humphrey,AR,34.3674051,-91.6756225,https://www.google.com/maps/place//data=!4m2!3m1!1s0x862cce2bea15f717:0x1f48ee645498cbc4?authuser=-1&hl=en&gl=us,Wheelchair accessible entrance,5.0,6,google_maps
0x87c87ca72f0b0ea7:0x786497ba23f5250c,motel,Super 7 INN,3031 S Rangeline Rd,64804,Joplin,MO,37.0570928,-94.4778574,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87c87ca72f0b0ea7:0x786497ba23f5250c?authuser=-1&hl=en&gl=us,,1.0,8,google_maps
0x88531a9b5e916397:0xbc751914cdd2cf2d,hotel,Wyndham Championship,3201 Forsyth Dr,27407,Greensboro,NC,36.0138843,-79.88713539999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88531a9b5e916397:0xbc751914cdd2cf2d?authuser=-1&hl=en&gl=us,,4.7,35,google_maps
0x7c006f52c9a28297:0x19c18b2cb17036b2, boutique,Hnlax By Dre Empire,98-1005 Moanalua Rd,96701,Aiea,HI,21.3845397,-157.9397945,https://www.google.com/maps/place//data=!4m2!3m1!1s0x7c006f52c9a28297:0x19c18b2cb17036b2?authuser=-1&hl=en&gl=us,"Wheelchair accessible elevator, Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Appointments recommended, Debit cards, NFC mobile payments, Credit cards, LGBTQ friendly, Restroom, Wi-Fi",4.3,38,google_maps
0x89e05fcf2bc0a0fd:0x637b6b6e94383366,resort hotel,Equinox Country Club Pro Shop,108 Union St,05254,Manchester,VT,43.1617884,-73.0718144,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e05fcf2bc0a0fd:0x637b6b6e94383366?authuser=-1&hl=en&gl=us,,4.4,14,google_maps
0x88fe7b353dcf6889:0x302cda8dd21bc994,hotel,"Harborside Resort ,charleston,sc",charleston,Meeting,sc,3601,32.8552855,-79.9846001,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88fe7b353dcf6889:0x302cda8dd21bc994?authuser=-1&hl=en&gl=us,,3.8,6,google_maps
0x8839fb4cf9003bb9:0x766ec14eaeeb2c61,boutique,Madame Bagnabit,105 W Main St a,44805,Ashland,OH,40.868571,-82.3165824,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8839fb4cf9003bb9:0x766ec14eaeeb2c61?authuser=-1&hl=en&gl=us,"Curbside pickup, In-store pickup, In-store shopping, Delivery, Quick visit, Checks, Debit cards, Credit cards, LGBTQ friendly, Transgender safespace, Identifies as women-led",4.9,37,google_maps
0x88f37ee93e20396d:0xecbb2b07db7fe4f8,boutique,French Kiss Boutique,115 W Gordon St,30286,Thomaston,GA,32.8869665,-84.3268829,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f37ee93e20396d:0xecbb2b07db7fe4f8?authuser=-1&hl=en&gl=us,"Curbside pickup, In-store pickup, In-store shopping, Wheelchair accessible entrance, Quick visit, Debit cards, Credit cards",4.9,8,google_maps
0x88582f59198b0583:0x95febc8f50cc578d, boutique,Nicholes Adult Boutique,409 N Main St,29662,Mauldin,SC,34.7837828,-82.313688,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88582f59198b0583:0x95febc8f50cc578d?authuser=-1&hl=en&gl=us,"In-store shopping, Wheelchair accessible entrance",4.0,28,google_maps
0x89c80498d81b03a7:0x2e9f795cd82c7459, boutique,Charles St Barre,113 N Charles St,21201,Baltimore,MD,39.290783,-76.614999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c80498d81b03a7:0x2e9f795cd82c7459?authuser=-1&hl=en&gl=us,,4.1,8,google_maps
0x7c006d8a74c5c1a3:0xd89ec3b5ec093f7,boutique,Salvatore Ferragamo,330 Royal Hawaiian Ave,96815,Honolulu,HI,21.2805225,-157.8289178,https://www.google.com/maps/place//data=!4m2!3m1!1s0x7c006d8a74c5c1a3:0xd89ec3b5ec093f7?authuser=-1&hl=en&gl=us,Cash-only,3.7,3,google_maps
0x88409b684073b8f5:0x6ccfa60206bf3a23,boutique,La Crique Boutique,3880 Dayton Xenia Rd,45432,Beavercreek,OH,39.7366389,-84.078813,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88409b684073b8f5:0x6ccfa60206bf3a23?authuser=-1&hl=en&gl=us,"In-store pickup, In-store shopping, Delivery, Wheelchair accessible entrance, Quick visit",5.0,34,google_maps
0x89c2575ce43322ab:0x2f7e20d494fe83ca, boutique,Hoboken Hot House,200 Monroe St,07030,Hoboken,NJ,40.7404765,-74.0398333,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2575ce43322ab:0x2f7e20d494fe83ca?authuser=-1&hl=en&gl=us,"Delivery, Healthy options, Good for kids",4.4,38,google_maps
0x86fe3f795411f645:0x24184bd0f5240c95,boutique,"Southern Angel Boutique, LLC",,,,,33.6820046,-101.6850719,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86fe3f795411f645:0x24184bd0f5240c95?authuser=-1&hl=en&gl=us,"In-store shopping, Quick visit",5.0,2,google_maps
0x80db1b74eb641373:0xed6be433cf747489,resort hotel,Pura Vida Palm Springs,589 S Grenfall Rd,92264,Palm Springs,CA,33.814355,-116.5355896,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80db1b74eb641373:0xed6be433cf747489?authuser=-1&hl=en&gl=us,,4.7,3,google_maps
0x87f8bc585e5953c5:0x6feadd18382f1877, boutique,Pink Orchid Salon & Boutique,1510 S Hastings Way,54701,Eau Claire,WI,44.8024289,-91.4704023,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87f8bc585e5953c5:0x6feadd18382f1877?authuser=-1&hl=en&gl=us,"Wheelchair accessible entrance, Appointments recommended, NFC mobile payments, LGBTQ friendly, Restroom, Identifies as women-led",5.0,25,google_maps
0x80c2c0ff99337589:0x678094326aa8697d,boutique,Gucci at Bloomingdales,103 S Brand Blvd,91210,Glendale,CA,34.145966,-118.2555648,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c0ff99337589:0x678094326aa8697d?authuser=-1&hl=en&gl=us,"In-store pickup, In-store shopping, Wheelchair accessible entrance",3.7,54,google_maps
0x80c2b770a2d7b4fd:0x3d24e4e2c65085a7, boutique,Kutula by Africana,4438 W Slauson Ave,90043,Los Angeles,CA,33.98866,-118.353214,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b770a2d7b4fd:0x3d24e4e2c65085a7?authuser=-1&hl=en&gl=us,"Curbside pickup, In-store pickup, In-store shopping, Mask required, Temperature check required, Wheelchair accessible entrance, Quick visit, Debit cards, Credit cards, Identifies as Black-owned, Identifies as women-led",4.7,47,google_maps
0x865c5d96eb949577:0x80aa40421b5bce8e,hotel,Luxury Indian suits,7322 Marbach Rd,78227,San Antonio,TX,29.4168521,-98.6354608,https://www.google.com/maps/place//data=!4m2!3m1!1s0x865c5d96eb949577:0x80aa40421b5bce8e?authuser=-1&hl=en&gl=us,,4.4,8,google_maps
0x875ea5a5faed7713:0xfa93b6cf36173843,hotel,Green Mountain Motel,2271 WY-789,82310,Jeffrey City,WY,42.4925193,-107.8202285,https://www.google.com/maps/place//data=!4m2!3m1!1s0x875ea5a5faed7713:0xfa93b6cf36173843?authuser=-1&hl=en&gl=us,,4.6,28,google_maps
0x886e583d2454cc77:0x776596e8fe89d4f3,boutique,Evergreen Boutique & Christmas Shop,8 Kringle Place,47579,Santa Claus,IN,38.1190536,-86.9244243,https://www.google.com/maps/place//data=!4m2!3m1!1s0x886e583d2454cc77:0x776596e8fe89d4f3?authuser=-1&hl=en&gl=us,"Curbside pickup, Delivery, In-store pickup, In-store shopping, Same-day delivery, Wheelchair accessible entrance, Wheelchair accessible parking lot, Quick visit, Checks, Debit cards, Credit cards, LGBTQ friendly, Transgender safespace, Identifies as women-led",4.4,18,google_maps
0x89c3401198126357:0x3d42ae00b244879,hotel,Fountain Square Inn,82 Fountain Sq,07461,Sussex,NJ,41.2100414,-74.607354,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c3401198126357:0x3d42ae00b244879?authuser=-1&hl=en&gl=us,,3.5,8,google_maps
0x864e946cd92cf19d:0x6937c1f6ff9b5761,motel,Hiway,930 North I-35 E,75146,Lancaster,TX,32.5997815,-96.8217138,https://www.google.com/maps/place//data=!4m2!3m1!1s0x864e946cd92cf19d:0x6937c1f6ff9b5761?authuser=-1&hl=en&gl=us,,3.2,8,google_maps
0x883bb25bff045b23:0xf167f893870d2e76,lodge,Moose Lodge,124 Buckeye Blvd,43452,Port Clinton,OH,41.5135238,-82.9138086,https://www.google.com/maps/place//data=!4m2!3m1!1s0x883bb25bff045b23:0xf167f893870d2e76?authuser=-1&hl=en&gl=us,,4.0,38,google_maps
0x5493094ad3033fd1:0x92fb41523dc86f32,hotel,Sea Pines,21909 Pacific Way,98631,Long Beach,WA,46.4610035,-124.0541282,https://www.google.com/maps/place//data=!4m2!3m1!1s0x5493094ad3033fd1:0x92fb41523dc86f32?authuser=-1&hl=en&gl=us,,4.3,4,google_maps
0x8640c1144dc08e97:0x73ceaa73ec26b5f4, boutique,Jo Malone London,4444 Westheimer Rd e115,77027,Houston,TX,29.7431155,-95.4534861,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8640c1144dc08e97:0x73ceaa73ec26b5f4?authuser=-1&hl=en&gl=us,"Curbside pickup, Delivery, In-store pickup, In-store shopping, Same-day delivery, Mask required, Staff wear masks, Safety dividers at checkout, Wheelchair accessible entrance, Quick visit, Checks, Debit cards, NFC mobile payments, Credit cards",4.1,18,google_maps
0x5351734d98b03351:0x674a4b17831e9597,hotel,Bears Den Cabin,,,,,44.4578751,-111.4504372,https://www.google.com/maps/place//data=!4m2!3m1!1s0x5351734d98b03351:0x674a4b17831e9597?authuser=-1&hl=en&gl=us,,5.0,4,google_maps
0x56c8fd1fc68e774d:0x631f9f04ace0a0e,lodge,Alaska Pioneer Peak Lodge,18074 E Knik River Rd,99645,Palmer,AK,61.507093,-148.997938,https://www.google.com/maps/place//data=!4m2!3m1!1s0x56c8fd1fc68e774d:0x631f9f04ace0a0e?authuser=-1&hl=en&gl=us,,3.9,8,google_maps
0x883e4af42d327cff:0x68f887497b59a933,boutique,Trendz Boutique & Hair Salon,715 W Logan St,45822,Celina,OH,40.5458911,-84.5803962,https://www.google.com/maps/place//data=!4m2!3m1!1s0x883e4af42d327cff:0x68f887497b59a933?authuser=-1&hl=en&gl=us,"In-store shopping, Delivery, Wheelchair accessible entrance, Quick visit",4.8,24,google_maps
0x88183de6c36587a3:0x3065f5e23448576c, hotel,Leach Lake Cabins & Resort,2088 N Broadway,49058,Hastings,MI,42.6835973,-85.29024199999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88183de6c36587a3:0x3065f5e23448576c?authuser=-1&hl=en&gl=us,,4.1,25,google_maps
0x5127fb77ade3bf03:0x2c53938cc7bad3e1,hotel,Nunamiut Corporation,1038 Summer St,99721,Anaktuvuk Pass,AK,68.1392687,-151.73775039999998,https://www.google.com/maps/place//data=!4m2!3m1!1s0x5127fb77ade3bf03:0x2c53938cc7bad3e1?authuser=-1&hl=en&gl=us,,4.3,8,google_maps
0x862adf74883cc367:0x8d5c193fee5cbf35,hotel,Clarksdale White House,325 W 2nd St,38614,Clarksdale,MS,34.2010647,-90.5848618,https://www.google.com/maps/place//data=!4m2!3m1!1s0x862adf74883cc367:0x8d5c193fee5cbf35?authuser=-1&hl=en&gl=us,,4.5,18,google_maps
0x884f8162c7759663:0x57933d558ac957b8,boutique,Nicoles this and thats,2025 WV-65,25670,Delbarton,WV,37.7114083,-82.18393429999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x884f8162c7759663:0x57933d558ac957b8?authuser=-1&hl=en&gl=us,"In-store pickup, In-store shopping, Delivery, Mask required, Quick visit",4.5,2,google_maps
0x89e05751e6116787:0xc3e7d41014958562, ski resort,Swedish Ski Club,264 Winhall Hollow Rd,05340,Winhall,VT,43.1663163,-72.8932652,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e05751e6116787:0xc3e7d41014958562?authuser=-1&hl=en&gl=us,,5.0,1,google_maps
0x871493d4fecec69b:0x66e2ac1458edf66,resort hotel,Royal Gorge Yurts,41746 US-50,81212,Cañon City,CO,38.484988,-105.3744513,https://www.google.com/maps/place//data=!4m2!3m1!1s0x871493d4fecec69b:0x66e2ac1458edf66?authuser=-1&hl=en&gl=us,,4.3,16,google_maps
0x4cb34a4661fcf595:0x137590047964f513,hotel,Path Resorts,Sanbornton,Resorts邮政编码:,Steele Hill Rd,Path,43.5463981,-71.5748977,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb34a4661fcf595:0x137590047964f513?authuser=-1&hl=en&gl=us,,4.6,8,google_maps
0x88fe7a13a971c5b7:0xf359b465a33ed8bd, boutique,Rangoni of Florence Shoes,237 King St,29401,Charleston,SC,32.7811143,-79.9334025,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88fe7a13a971c5b7:0xf359b465a33ed8bd?authuser=-1&hl=en&gl=us,"In-store pickup, In-store shopping, Delivery, Wheelchair accessible entrance, Quick visit, Debit cards, Credit cards, LGBTQ friendly",4.6,8,google_maps
0x8816ce701aaaaaab:0x10762272d4868d05,lodge,Castle Manor at Merrifield Park,801 N Indiana Ave,46544,Mishawaka,IN,41.6693483,-86.1650526,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8816ce701aaaaaab:0x10762272d4868d05?authuser=-1&hl=en&gl=us,,4.5,13,google_maps
0x88d8df048ac69c39:0xed7063ba76c69055,motel,Atlantic Lodge,2607 S Federal Hwy,33435,Boynton Beach,FL,26.5050949,-80.0601477,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8df048ac69c39:0xed7063ba76c69055?authuser=-1&hl=en&gl=us,,3.4,8,google_maps
0x88d9263573f38df9:0x3b090441a2bf1b5d, retreat center,11th Hour Trauma Retreat,6415 Lake Worth Rd STE 301,33463,Greenacres,FL,26.620187,-80.145276,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9263573f38df9:0x3b090441a2bf1b5d?authuser=-1&hl=en&gl=us,"Online care, Wheelchair accessible entrance, Wheelchair accessible restroom, Appointments recommended, Restroom",5.0,2,google_maps
0x8706258458c0476b:0x7b573a6d1c5a0527,hotel,Golden mesa casino.,Rd 28,73942,Guymon,OK,36.6487896,-101.5253419,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8706258458c0476b:0x7b573a6d1c5a0527?authuser=-1&hl=en&gl=us,,4.0,8,google_maps
0x8811eee96c8cc42b:0x85803a36bfb9d67e,hotel,White Lodging Services,701 83rd Ave #17,46410,Merrillville,IN,41.4671808,-87.327772,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8811eee96c8cc42b:0x85803a36bfb9d67e?authuser=-1&hl=en&gl=us,,3.9,18,google_maps
0x4cb4cb47a522f51f:0xa319076ea5d2f912,boutique,Whisper Hill,5967 Woodstock Rd,05059,Quechee,VT,43.6373574,-72.4064025,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb4cb47a522f51f:0xa319076ea5d2f912?authuser=-1&hl=en&gl=us,"In-store shopping, Quick visit, Checks, Debit cards, Credit cards",5.0,8,google_maps
0x88f5abaf69edbfdb:0x6fa235f274a00d16,hotel,OYO Hotel Decatur I20 East & Wesley Chapel Rd,2565 Wesley Chapel Rd,30035,Decatur,GA,33.7133906,-84.21782209999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f5abaf69edbfdb:0x6fa235f274a00d16?authuser=-1&hl=en&gl=us,,2.7,118,google_maps
0x4cb3cf4494c586db:0x38e7f322123e68d4,resort hotel,West Side Mount Abram,486 Howe Hill Rd,04255,Greenwood,ME,44.3825779,-70.715014,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb3cf4494c586db:0x38e7f322123e68d4?authuser=-1&hl=en&gl=us,,4.8,28,google_maps
0x886469c5b68a2d3b:0x59c7dba2367f0b33,boutique,Top Buttons Nashville,208 McGavock Pk,37214,Nashville,TN,36.1676994,-86.68025519999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x886469c5b68a2d3b:0x59c7dba2367f0b33?authuser=-1&hl=en&gl=us,"In-store shopping, Delivery, Quick visit",5.0,3,google_maps
0x88d9b36d51d39211:0x482f151715484a2,hotel,The Altair Hotel Bay Harbor,9540 W Bay Harbor Dr,33154,Bay Harbor Islands,FL,25.8862498,-80.1335683,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b36d51d39211:0x482f151715484a2?authuser=-1&hl=en&gl=us,,5.0,2,google_maps
0x87c0196bd9cfffff:0x4f6a11b8986e7529,hotel,Fair Inn,4024 Frederick Ave,64506,St Joseph,MO,39.7764301,-94.7948507,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87c0196bd9cfffff:0x4f6a11b8986e7529?authuser=-1&hl=en&gl=us,,3.1,44,google_maps
0x864e992eb96923cd:0x7d444674c7bbcb2e, boutique,White Gown Workroom,,,,,32.798843,-96.796459,https://www.google.com/maps/place//data=!4m2!3m1!1s0x864e992eb96923cd:0x7d444674c7bbcb2e?authuser=-1&hl=en&gl=us,"Online appointments, In-store shopping, Delivery, Wheelchair accessible entrance, Checks, Debit cards, NFC mobile payments, Credit cards, LGBTQ friendly, Identifies as Black-owned",4.4,18,google_maps
0x8620a60ad4fae0e1:0xe35da5ef6c53733c,hotel,Baronne Inn & Suites,346 Baronne St,70112,New Orleans,LA,29.9512035,-90.0726075,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8620a60ad4fae0e1:0xe35da5ef6c53733c?authuser=-1&hl=en&gl=us,,3.1,13,google_maps
0x8869a187e9132b11:0x9e35f16985521c52, boutique,Vinyl & Embroidery Boutique,10110 Taylorsville Rd,40299,Louisville,KY,38.1976057,-85.56971109999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8869a187e9132b11:0x9e35f16985521c52?authuser=-1&hl=en&gl=us,"Wheelchair accessible entrance, Wheelchair accessible parking lot, Debit cards, Credit cards, Identifies as women-led",5.0,38,google_maps
0x80c8c022a436cb27:0x899b31e4fefe80e, resort hotel,Dolphin Court Salon & Day Spa,7581 W Lake Mead Blvd #130,89128,Las Vegas,NV,36.194575,-115.2589805,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c022a436cb27:0x899b31e4fefe80e?authuser=-1&hl=en&gl=us,"Wheelchair accessible restroom, Appointments recommended",4.4,58,google_maps
0x88f4e3dc5586d0f9:0x4b57501ac1e4cb0b,hotel,Regency Inn,4427 S Commerce Dr,30344,East Point,GA,33.635338,-84.493479,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f4e3dc5586d0f9:0x4b57501ac1e4cb0b?authuser=-1&hl=en&gl=us,,3.8,8,google_maps
0x5345445a17c7646b:0xefe94a491f899003, lodge,Mountain Home Montana Vacation Rentals,1102 W Babcock St,59715,Bozeman,MT,45.6782515,-111.0521721,https://www.google.com/maps/place//data=!4m2!3m1!1s0x5345445a17c7646b:0xefe94a491f899003?authuser=-1&hl=en&gl=us,,4.1,18,google_maps
0x88df2a97e5e9b855:0xceed4e42ae16e1f5,boutique,Salvatore Ferragamo,3101 PGA Boulevard Space Q - 217,33410,Palm Beach Gardens,FL,26.8484504,-80.0860482,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88df2a97e5e9b855:0xceed4e42ae16e1f5?authuser=-1&hl=en&gl=us,"Curbside pickup, In-store pickup, In-store shopping, Delivery, Wheelchair accessible entrance, Quick visit",4.6,8,google_maps
0x883e4b48b11b7a97:0x22ec9e835d872035,boutique,olive + ASH,215 S Main St #2202,45822,Celina,OH,40.5474995,-84.5710232,https://www.google.com/maps/place//data=!4m2!3m1!1s0x883e4b48b11b7a97:0x22ec9e835d872035?authuser=-1&hl=en&gl=us,"In-store pickup, In-store shopping, Quick visit",4.5,6,google_maps
0x88005ba61f723761:0x7de30d5ed5952f10, boutique,Fall Line Outfitters,904 Main St,54481,Stevens Point,WI,44.5235425,-89.58540339999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88005ba61f723761:0x7de30d5ed5952f10?authuser=-1&hl=en&gl=us,"Curbside pickup, Delivery, In-store pickup, In-store shopping, Mask required, Staff wear masks, Staff get temperature checks, Wheelchair accessible entrance, Wheelchair accessible parking lot, Quick visit, Checks, Debit cards, NFC mobile payments, Credit cards, LGBTQ friendly, Wi-Fi, Identifies as veteran-led",5.0,18,google_maps
0x883eabcc486e4ba3:0x42443b97d171a8ca,hotel,Red Roof Inn Findlay,1951 Broad Ave,45840,Findlay,OH,41.0628778,-83.6634021,https://www.google.com/maps/place//data=!4m2!3m1!1s0x883eabcc486e4ba3:0x42443b97d171a8ca?authuser=-1&hl=en&gl=us,,3.0,58,google_maps
0x87403df9b477daad:0x7552b9089d91d2e0,ski resort,Ashcroft Ski Touring,11399 Castle Creek Rd,81611,Aspen,CO,39.0377605,-106.8073787,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87403df9b477daad:0x7552b9089d91d2e0?authuser=-1&hl=en&gl=us,"Good for kids, Restaurant",4.4,8,google_maps
0x88345933b97c2c69:0x453855c125f64d81,boutique,francescas,100 Robinson Centre Dr #1790,15205,Pittsburgh,PA,40.4547052,-80.1571838,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88345933b97c2c69:0x453855c125f64d81?authuser=-1&hl=en&gl=us,"In-store pickup, In-store shopping, Delivery, Mask required, Staff wear masks, Wheelchair accessible entrance, Quick visit, Debit cards, Credit cards",3.8,4,google_maps
0x88dd6b6dffe097a9:0x44ce351a16b8859e,hotel,Little Lake Nest 2250 Hwy 92,1614 Lake Ariana Blvd,33823,Auburndale,FL,28.0656496,-81.7572354,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd6b6dffe097a9:0x44ce351a16b8859e?authuser=-1&hl=en&gl=us,,3.5,4,google_maps
0x873ea812be23c91f:0x4e57cf6df9262d15,hotel,Ramada Limited Durango,3030 Main Ave,81301,Durango,CO,37.2980169,-107.8713169,https://www.google.com/maps/place//data=!4m2!3m1!1s0x873ea812be23c91f:0x4e57cf6df9262d15?authuser=-1&hl=en&gl=us,,4.0,1,google_maps
0x89dc26e7a8588261:0xaad64d086e21d209,hotel,Inn & Suites,121 Burgin Dr,12043,Cobleskill,NY,42.6826168,-74.47401169999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89dc26e7a8588261:0xaad64d086e21d209?authuser=-1&hl=en&gl=us,,2.6,56,google_maps
0x808e1b23e86d269b:0x84715e931f06fc95,hotel,Resetar Residential Hotel,15 W Lake Ave,95076,Watsonville,CA,36.9113065,-121.7585926,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808e1b23e86d269b:0x84715e931f06fc95?authuser=-1&hl=en&gl=us,,3.9,8,google_maps
0x88d9b384a87ad13b:0x58123eda5ef36ee7,boutique,Samiya Boutique,1942 NE 123rd St,33181,North Miami,FL,25.8891001,-80.15948449999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b384a87ad13b:0x58123eda5ef36ee7?authuser=-1&hl=en&gl=us,"In-store pickup, In-store shopping, Wheelchair accessible entrance, Quick visit",4.1,8,google_maps
0x89d31b4cde5e22e1:0x4b54485ca06e1fb3,boutique,Boots or Hearts Salon,84 Lake St,14075,Hamburg,NY,42.7189657,-78.8395149,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d31b4cde5e22e1:0x4b54485ca06e1fb3?authuser=-1&hl=en&gl=us,,4.7,16,google_maps
0x87debf9f17c8f165:0xc5f04bdb64356923, boutique,The Mill House,130 Hwy C Plaza,63362,Moscow Mills,MO,38.9463691,-90.9230117,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87debf9f17c8f165:0xc5f04bdb64356923?authuser=-1&hl=en&gl=us,"Curbside pickup, In-store pickup, In-store shopping, Delivery, Wheelchair accessible entrance, Wheelchair accessible parking lot, Quick visit, Checks, Debit cards, Credit cards, Identifies as women-led",4.9,34,google_maps
0x86473110d1cbb1bb:0xa85ec2333b99a1f5, boutique,Martas Boutique,4775 W Panther Creek Dr #210,77381,The Woodlands,TX,30.16803,-95.503629,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86473110d1cbb1bb:0xa85ec2333b99a1f5?authuser=-1&hl=en&gl=us,,3.7,8,google_maps
