user_id,name,review_count,useful
AD-vtRX43vx0IYlYNTopzA,Kendall,53,94
zEjXhv8rBfxnJhJZb1Tt8Q,Amanda,13,6
4sWiZfU0am5sDds9WXrOIA,Matt,11,14
uv-7GbeqXy-3AJOd9Nbagw,Roxanne,133,150
1wcZC44UwXcWPMyuJ5xuzg,Tom,157,118
K_nuD0eDQKMZzAIO8iG8xg,Jamie,9,9
KH74roxYjTl1GaXZCG-G0A,Adam,80,68
mRzBb0ua2OT3CrR1cGYLcA,Colleen,11,6
htTtXDiWnfWns8dEnqPK-A,Ryan,79,39
flM76VkEKEzRu0CzqdyBKw,Rachel,1,0
cp4KK1WzziduX6yKedpcyQ,Ryan,364,931
HDGoGYs8pQAmiyp-2J0PzQ,Heidi,51,43
28y9YLyQBPPFfTI8yNuGIA,Kim,61,47
iODLQn7iD7oAVzvt50ixcQ,Laura,2,1
DZRrpT2Eh2pPuqg_3jTyqg,Jennifer,10,3
TrgS0XlD250YEf281vXN0w,Lita,473,818
1Y6JyxClyJyJoEqn2Goi_Q,S,6,16
3IH8qG5FNKZuMRY5TSlgYA,Bianli,280,343
UVBikm1qYA9nBVnPfz12jw,Abby,10,3
3wz9hI4OaOUJFgv1Jwk0Uw,Kathryn,159,182
hfiNiU4Qc6lW01HpXouubA,Gina,4,0
LvNwDfx905uSeFBpOidKuw,Morgan,39,49
vsYzJgUK6QV9m0bexiV2aQ,Asia,422,490
NNRVUjU3lO2Rh14V2iCqBg,Vee,10,8
qhlI9CX7a2VkN0C1isXFEw,Hannah,64,64
WO6L5yMX5LEeJuMNMjerRQ,Jenny,881,1867
JW3s9ywVjPb_TJg_WjyT6A,Rob,437,927
7zEMDEvmsFEBWKoJPgi8Yw,Lisa,97,70
Sp9etOpTTIDWKIYYRRNG3A,Jack,444,407
m17cbQ5vdAgk9HgG50sqhg,Ron,11,0
vnqehTQ2kPv-oWb-9hcNfQ,Sara,54,60
kmyO80BMdVGG3kJpr_fymA,Ali,162,136
HyU35rUgH_SxsIb0CwTdww,Randy,631,241
YVBB9g23nuVJ0u44zK0pSA,matt,210,322
Sp2GV7D-_JLZMPQmDanzPQ,Brigitte,1015,3844
NkkB-2YYZZCOKfbcGoKngA,Penny,185,160
_hsDviIkedAnVcDqnVZE5w,Danielle,38,153
5qm2KXHqvR3JjEaU4bR5FQ,Autumn,300,248
_cnJAOqcyBAN_ZuhcgrhCg,Christopher,156,210
k9BCIgi9UdGaNkDxBkIR7A,Lori,55,38
j_DWaYRCXBrrVbOVlvKr5Q,Samantha,47,15
PnQdnMneO4ad2bC14TEkKQ,Taylor,41,124
8DIaWV3bvbUyLRGIWBydQA,Kayla,468,852
xB6lIUpnP1A5VSWhlYr23Q,Carla,97,60
Gx7UBwju-qLxxV1SeoGsew,Kristyn,35,12
of4UAym_NqVh5ZPH-0c56g,J,19,63
SppAigwED4uq7OwsROvhNQ,David,277,162
KkH1PTPvhwH_oQzPBgWZVQ,Mark,13,6
ncQmZuQBP8S_fxC92g_hRg,Tanika,52,44
M-ltW9EO_ZjiFtUl4HYoNw,Barbara,56,61
pSgXrtF35AYfCoZcvIExLQ,Jenny,39,54
HQ8cSibaSBFs5avCcKgGdA,Jaclyn,7,5
jEcSGHkE31zEGt7p_8Mbkw,Suzanne,326,337
Y0MzRiIzdvj-wlMEUt4C_Q,Joyce,427,521
0xKEd3EArYyZo9K7KkqIFA,Cian,247,462
vtfbJ50JetkS7aQOqj1PLw,JC,22,14
SPuzzZ0VZ1yyD3s9ObLnaw,Lizabeth,258,543
BLKogkhsBC6aJyPbhw72NA,Josh,5,3
Y5xUWzMa-ZzQDK3tyQ4Vpw,Sydni,17,8
BAM_E_RPickfjtyIAI0qWQ,Anuj,41,21
GyXx3tZssGKLNX8cHuR4Xg,Tamara,37,24
vtK7LUp7ukSxVi_EymYcKQ,Kadian,167,234
vkY0679bPtTo_N6Uu_D8Dw,Michael,19,31
E9ECFJOL4YSM916bBbgC6w,Rachelle,2,0
UnAMVBwND8t3VDfYnyLkDQ,Stephanie,30,19
V_F-cmMzGOBRVoUBbgVSHQ,Mike,105,77
sxBTwhwf2mbsYnQ2OogPsg,Joe,107,69
F4iKD8mDPmh296uapa01Jw,Mike,245,300
jlVyOMVgsIWe8LQaZIoO-A,Nic,6,13
qcQMmbLO0nhNsJTC4DLX_g,G,4,3
uTq-HXcHF33FXXhGMZcWkg,Egg,87,68
f1nfIm1UTkYcwid72TTjhA,Butterfly,46,32
-xx1NgbpqVoC3o2b5dc-HA,Helena,10,4
ccboyo-sSWqEZDVfBSY6nw,David,416,560
u8AcAUFopJaWnjoL7aR22A,Alexandra,19,8
xU6A5JkB_K9K2LAzQKBLyg,Jessica,421,1073
K9XPTww9oRh89Db2P5rhxw,Lauren,253,346
OxTyCHf7XnTq_5wCyzTUEg,Sarah,221,145
KZXdbIgrNQ9j6-DMI1_1rA,Alex,466,865
PwqpfSOPTVrDmOuOZYG_pA,Rocco,25,25
uQY03sjjoHSBGb0bIUR9Vw,Suzan,1354,1182
cWLQB3dC1t-hOr0SrdPwhA,Eboni,27,63
5Ih7YcRrIk1T-Od7P5S9Fw,Christopher,168,289
ht9gDGO5XTZ8TC2aK0lvDg,Brent,7,21
3aYeG-x5A44GIgmBHrwyAA,Céline,776,1341
7zq1qhACzE8QGnVAfTbH_w,Petrice,112,144
UgElEvhLqyydpzj3_DRXKQ,Anne,70,56
ghiTKjYicYZdxAtA0pQPSQ,Angela,177,311
qpHcaQpmRVbngq1-7n_ViA,Angie,248,909
DwyevLE3RWfuBzgcJtRFyg,Melissa,367,246
S3KfFiU5bNF3Bn85vCtc0Q,May,76,100
0NM3Nm4n0ftZsh2xBOLVjQ,Kristel,254,365
EbTcQEy1NT7ZY9WZSkhLWA,Elena,230,254
BlNphuPfk6PyRNiK-cAhbQ,Stefani,219,156
p9vAOd-h58DhUBgIVwSqKg,Tricia,680,1962
PlyS9qWGtDlPM2ZPiGz_aw,Alissa,56,82
LhB4pLBijdV5nrSKN6pbIQ,Liz,153,356
BOj9dFqZPJC3iGP2ep538g,Hallema,18,4
f4Bn-vD0Bwrtz8kZ3Th6Hg,Lance,198,138
xNYAYSJEuDfAJqpP4Dpn2g,Deborah,97,40
yAbq8ImPNvA1XDcSelDU9w,Dr. Richard,275,354
_IeKYOE5eSQOYHvBlaRx0g,Violette,26,26
tyOJEASerLdZJsOE3izaLw,Lidia,88,48
nt1jIMsaO6TfDYQrq5Vfkg,Kenneth,75,50
WJKFehNmT7_g49IHq4pswg,Peggy,19,18
iTJ9mUKgw9PL1LsxkCaEZg,Andi,42,36
ikZfUw8mSoiaTw6RiQNNpg,Holly,26,49
07QM7Cnq4CXH_qHqXaOgHA,Tyler,19,40
k72kN5cLWX2e57k3tVHVkA,Amanda,41,50
IMVZIi7x3d3NIQH1T5MN-Q,Ayanbu,399,1283
JlojQ9e5YqxgQm961VlDRw,Joe,179,155
OnPTpgGOBn4vq99-aP_pgQ,Veronica,9,1
aiH26OrVs6AQHSSAgv5g0Q,Robin,5,1
03jwOw3YmAb88cmwpaztGA,Torri,37,23
A03MjVYocHO-6xOuk59ssw,Karrie,4,3
2pM_pWwfC6nePD6g-HAPxw,Kathleen,18,21
twGrdwAgUVjlbVAzP6trZg,Katie,15,14
6OpgGQsBeH21vODBmSGudg,Anna,67,61
DqJrJk0PTgFhtMtBursDoQ,Kari,29,30
eEMJMedIeQ8l9acoIilc-A,Quentin,194,190
7PIk-TUPlP0QLVh2lV_iHA,David,84,115
4Qs8Ox0cFWbaQ4qgIaOScA,Dustin,58,19
VRqDUWTXh70uM6QYlzw2SA,Elizabeth,6,1
CdABMctw9Jh9xJDSzEgFHw,Bethany,20,9
1_JeDgLoAcyBL87FAT4xNA,Alicia,434,508
CwtSfxxOupTW4wFR0dLnew,Manish,175,107
jA-QL63JE24v7JKfiS3YXw,Kristen,46,32
fYWYchXCAI-ggyzb3HC_Fg,April,309,1280
cxFnPFuIO_a-qzxexCeW9Q,Mark,64,37
EEMdoht5cQR6hfZr1KGrPA,Tommy,156,101
B89cd-5UKhU_yltnm-JR5A,Ms.,33,8
yOVyyn6BqLHO3SLC8aaSbw,LA,24,19
toleFoj019OmSpvYFxcfCg,William,2,1
oRo1p0HyrlbYaIxh9FgSMw,Holly,193,191
O6e_dHvcb_UnsjmCXcQu_w,Melanie,29,56
rfrWYeLl7M8SGMP55imFNA,Robin,56,72
UuwnIpaqQqxG3QbnE0Uk8w,DeVaria,123,149
Ygi1otJvXe_RLyIAVulsEQ,Phil,146,115
UR-rSK4D2vk-4gYpHjfgyw,Bob,7,1
yYi6BQanJkwSiLgxN9wGHA,Brian,6,5
vng5HTtqJ6MZJHqJ18qFQw,Sonal,208,151
W7MbpQ-tMeRoOjo-USG4mw,Jonathan,79,76
WQwjDbHRrv3qqUH67TYVKw,Hannah,28,26
Bvl5vYeNM-Q9N45TY34VrQ,Emily,1326,16762
S9qtoOwKsAp2Dj2VqSh4Kw,Scott,236,55
cHcQMe0Sg1JxXG6Dg63-AQ,Andrea,81,170
b_DWfyMEpeqXYaDYycuisQ,Everett,176,128
bbq8JmR-7na5TdMvPaoQMQ,Kyle,85,20
r_dKh4X6WQZDvvcXOy2Yiw,Rachael,70,63
T24rUmPKMD5iCIoKzPRBag,Samantha,51,28
T3-RdDRjWkkO-6YAH1gXSg,Lauren,29,28
ywcp474QJH2Vkl2g_tqZzw,Mary Kate,2,0
I6cqTgHlQHV0uYDzFOUlpw,Ryan,318,1224
C7hvShEj1G--Rc0exx6seQ,Willie,153,144
oZC6XSp9l29EL30RUJNfbA,Suann,245,430
4ejlbjHaw_3ENERTn0llMw,Amy,37,27
-CK8NUJGjLJWdJvQ5EFROQ,Kim,2,0
HDhwkg5y-lPIsLVjzISqhQ,J,142,380
lUDVpob-VhNF_6Il8sgY1g,Laine,21,50
RFn54B7DHfdJsvfnJpK2Ug,Grant,17,7
vSoc7b6bubAf1P2YnbtBYg,Jim,12,9
vHVQC7ZrW7cY4mZQELJ0yw,Kamille,32,20
h7rH7kauWYpMvSf_ztY4Yw,Lon,68,30
qFemwXr8FMzpubNjC-S0gw,James,296,150
TcJvptOC56hZZGwWM9QSZA,Charles,185,368
JQ7ocDJ_VzIQqZE-4RF15w,Amy,15,29
Ppf_Bguq0sE8aYbgPjF3bQ,Brandi,6,21
npaqVmBLp_bRk4DcraZYww,Gill,1062,1025
kkv-UfvOzbJzigDPlwKrTg,Jennifer,12,3
3310ONFwWDOskab3qXW3eQ,Larry,210,58
C_GWFZ1Tw7l-m2wv9xvynw,Donna,42,10
TpjZtUsMDNs6ZsFRNCHNWA,Ebony Da'na,83,110
FDd97VifmMvVJ6CLHBGBwA,Curt,56,43
bcnaB0Ic1b6zZolNiIAO9A,Ashley,121,173
7LZs869-Y_dOlYWqRQotdQ,Shari,13,9
M-dAPAXxbnnwtS6bPNZwJQ,Kate,47,24
LZHEQ-6zx7XicnXP4vBcFw,Karen,72,64
FeQvjWcYZD1uaTotasFNKQ,Lori,42,13
YoBgMDU5vHBBdpfIHgpGAA,Nancy,426,187
BFrU4Ov71qTt5CKk_Duq_A,Valerie,7,7
QOWI2KaWjlYUsfFUVgAvbQ,Alejandra,83,93
MhlYHb_ly6PAs2C21NHH6g,Kelsey,7,8
Pm_Ogd6Po0NVTgwz-fT5ZA,Jesse,5,4
Tw5OipfaR-I743D7XsgjSA,Jacquelyn,30,15
Zi8JJ10DFlCDTXX1nN3AuA,Wendel,90,83
sEvmw09ej2o0TPQq1TtJ5A,Robert,12,5
sLXorQu9dLJMR-0Y0umsWg,Lu,101,72
_FI9YotW-KyZ_Izz3IZmsA,Ashley,15,13
8I7Z86B31fJohmhTwYm-7A,Tito,114,52
f1CWR_LCMT4jcNUdXCtn9Q,Angel,221,318
AgaRA1LydIlRwrDe295xLQ,Vin,113,101
uznyG_kEIFl5wJfPbd4E3Q,Paula,18,18
WaH25kk8oiC94aaSU8YXfQ,Roger,86,93
ux0GjP409tqVqGimiXsJ3g,Rachel,35,7
hma5bNqVMRYVJQU0PTeR1Q,Katie,19,7
25AgPzbn29HfY0ZLtoHJFw,Kandace,27,17
NFXHzIUa-T5HS8IMJUYdgg,Karen,193,149
uexfG0rFUVAwR7PNHudCVA,Victor,99,38
DuFys0OONHmz1VwCOgsbMA,Jessica,5,0
zZV0NpSoWe4pBoyRzhZRJA,Camille,54,43
EuJP48Q8eU6kmVUy7phnEg,Carson,19,16
ymLGW_JXL04Y95pxF13uwg,William,508,336
f1yahyIit4E0R0c6bioZYw,Lois,37,62
NXnG8qy-4kg2Mo-UuEs4-g,Tiffany,18,7
_M81VNf_scBg34VdjViEAg,Shannon,324,259
mejJcOYF47KhN8JOmsWyxw,G.D.,548,95
BnGCmZR42UdiZLV7Tngj9A,Jay,409,227
nmhSkdOquzxgX1RMlRQG8g,Mei Mei,18,5
_paclj39JIG8yWCHxwf2ag,Marissa,263,42
XgCIyHjoL3DC3VyLcffbQw,Daniel,121,51
Xei0HPVNM4_3AtYaWd-8YA,Nicole,4,4
O0uT_JiOafvxyUUqlp240Q,Carey,375,852
lFWthr6uBqdcHaFVRBeWYw,Cory,217,138
vtt5ThiQtgiFDg7eWOPWJQ,Stephen,601,181
M8mmAkEzM7TqyIQfiDgxrA,Melissa,3,0
citTKMQqjrBePwWWMv1e6A,Ruth,33,14
iUtXel4T_Z-ozOi0IY0aEg,J,37,17
rd0J9qgJsrU7YnfzLb1eQw,Elizabeth,294,545
NDFANqESRqaChoiWKsepMQ,Pedro,18,21
bQCTHiz5LpZuDFS5DYl2bw,Kyle,601,1175
_5kUxS29AQFhvc47PtykMQ,Michelle,23,14
f2qDQ8KnU6szwpTiaz9tVg,Alyse,181,190
Apj3Q6H0-B9IlAu-IuOEgw,Ruth Shandale,165,159
WLDdYTrLntFv11e43wBDtQ,Joy,31,21
HaEfIiNslDHBM6ddRELjaA,Will,224,317
Hyx7yCz0sdcxJJa4Qm7DYg,Grace,32,34
4nXh7DCbYhnbDcj8BXbSIw,Sandra,26,43
PeIFSmI0I1ILYjUjjUSZdA,Hannah,696,1041
JDDQJHqUgfJZiFj6CUgkfQ,Melissa,176,254
y0MwqMMYGt9lvQQsFVB-ug,Kristin,415,690
wb1rCDV-4lGX1ro7eC1pXQ,Olga,28,2
wBpWJns4GPNMfe_0cZT7mg,Faith,3,9
0U31v3moBGuhhlMkdL9owQ,Megan,105,52
YFjhpiXIC6r4lQNQHXq2aA,Ray,100,34
ly25BfsjRoWLJOJrbcTLcg,Kelley,123,272
OKsj1wle2qij2ap6sYKw1g,John,110,71
B4FtM0j4j0cHUu4FMyyO5w,Jason,19,7
zaY_2idt1iaa_T__5VMgVw,D,66,23
JtV6pkzT2bAJN6C0kyT5Ww,Han,14,14
Owgz62rjpk-LH_I_ALK4qw,Greg,122,70
HL7Z73okckTsfuE8iRdUPQ,Kevin,13,13
wTSpDMRnTF7hG224BVSjng,Meg,236,180
E5sFQlmcBZZe1Q1YdX8PJQ,Valerie,21,4
gG72cpEKEV0UMhchXudHIg,Jeffrey,26,29
XGBa1dKLGQh1QSqMtANzYw,Melissa,577,583
2IICjXjdzTQYY38i8aeSMg,Colleen,172,268
j33oNmDKsuicerZUp9w2Rg,Christine,197,300
kia3bMrZ5hePmjo8aZtdxg,Kelly,29,10
SeHCNZeTtVvL1HmKFOLSkQ,brev,231,111
5kaZNcYIbS0I5ToN8OTaVQ,Caitlin,477,937
_AvNOyGJYVI-lnKmITpvmg,Maritza,28,14
uaLJZJ0zfPgrpIciKqaLQQ,Chris,81,230
9o2YdY4Z3568fFJLQe0c_w,Cheyenne,4,1
6iIqAEfvgfjGFk2C3JTf8Q,eden,64,51
qUfeXfih4M8rEwtunLdnrA,Don,70,36
woC2EOOoq3l2JoKgoSrgOg,Anne,207,35
p7zk0UiuwCk0qpqPwh7zsQ,Scott,326,446
1fFftbdySAYXs02CCnI-9w,David,33,29
ZiKaXgGcDv9eHlCKwuugoA,Jannette,38,37
NzkMGkDiarCQKLRam2DpXQ,Saba,321,404
FDLKt8fZRq1Ug4f67-nCbg,Colleen,260,243
VcIo6Fz06MpGEg6JF2hnIg,Sheila,179,92
v6oys-uYpjnIvbOOAlzEyQ,Ashley,78,124
Qy4qBiz_ZjNaEl8-uNmhwQ,Douglas,403,410
OzNyTvJN7fti8OZZaWlKbA,Dina,65,46
KX4vdSzKO8wb9d3j56Rf5w,howard,213,122
50VP943U6mq5ugQ8MlqJGg,David,8,2
k235Y029S4gFlM5w6E8TgA,Dayle,50,69
5EoVgnGN5XMvoBT6G63y8g,Julie,123,99
51ip_uj_lbFb34ZuERDgUw,Marlene,7,4
2q2sfutoX4RmiMhqAQuAeg,Lori,27,21
uN1LggZnxKs9tGH2vbqy7Q,Arthy,86,116
1GaVs-91RY_Bt_Q-UzhD5Q,Kymberli,21,9
fJM_1YrTqlVPjgq2_ObDOA,Elizabeth,165,186
-BdlyvvP0x2QDmlTCqkHBg,Adrienne,38,43
Ur4u9wfVtacMnYGbo29ZpQ,Jacqui,383,229
OhsanUCHX4JGg7MAiYeUjA,Dana,16,9
o5hCgO5zRyh_lf_q0YGHAg,Kurt,78,106
FMXBbottjIZ5_b783zX1Jg,Ralphie,1113,2357
OF_3GY_Ys2SEIRrzefYI5Q,Kerry,227,378
FEYE9C4jj5QTf5SNlkUpow,Megan,190,393
RXHDqRPD5cDsQlcSO_-9Xg,Heather,33,31
BmRgnDrHFAQGcClwJbldrg,Shardai,301,1361
U9918Tstod9ET2RA_UkeSw,Emily,239,235
gjF4VU8zUj9ImKpgZNhG1w,Kelli,26,19
A_TznMSVvVb6tbiGSvRQ_Q,A,101,96
ukarYGS1pdSxldkklIqq0g,Christine,56,30
MrLbp916jCC-sXkdQp0KNw,Chris,22,41
I9xXZNLQtcYDlORRA0oMMg,JC,436,359
3cdaC7nzOFKNuIy--iI0cw,Ashley,29,14
xclE2za5Dp6E5V0IjXpK1Q,Khevin,252,215
Q3vR_w-UY8xjQfJXgtR6fg,Yohanis,103,137
_SoUBkOHsToeOM14bjnraA,Amy,26,47
pg3CheVM2NWPYYUV6G-j4g,Kent,144,42
6hfp57rWsRhmKL79EyTshw,Markus,107,100
G43cwqkKqmXWucyBT4Q5Mg,Mia,15,0
5nd9UFG5AY_PEsUYZoCKJg,Dave,359,607
OFcgFIzB6HoE7ydWD2zo-A,David,25,32
9Eh_PuyF-Wwwe_XBgjMJsQ,Lauren,12,0
mNlMeUzO0hrOtmuMr2BQfg,Alycia,105,196
NajX5fDsuIVzbRCKMh24Mw,Harriett,429,644
L7kl-cHM2044dW6pvzgYzw,Joseph,158,78
Nd9V0NC_FKC4sWP_Oxuuhw,Garrett,228,215
kpv8n7bZBAjrp_Uv9AnF0Q,Belinda,57,47
TExj5cyhpYqe-zPKWGQaNA,Eddie,588,1223
8oACfWPRXqW6MfY9HfLsxg,Chris,26,29
t8ZnKvPt9PKWbciHfU_QEQ,Bree,97,267
TkFfkUhNLczx5LB-uR9qaw,Tina,453,3094
WiTmfps0NhG_K_3QmQHFCg,Hollywood,9,15
TD3GzSvbyDy1uPG2-Odppw,Jason,85,29
oKtSqgtOHP2gSjQKWUH3Rw,Andrea,179,162
zWCCqajK9iVftpjrIVAwMw,Liz,119,216
ZCSf8kiwhukgfoTkNA6P2w,L,35,17
vvh18FG3-Cm65VTASO_MiQ,Zachary,51,14
2WdhJ-JxtH2zkOIFXTTXdQ,Suna,81,52
8GQx0QHZLQYs6TZm0Mrrzg,Shelby,11,1
Xni_2Wzy4yAuPnu8uum0sQ,Robert,28,16
pHBa2P8aSaisQFwTjniPBA,Matthew,250,401
uYIJvyzo66W2JpKnGym5rg,Urban,38,37
RnPosmsZyoq2qe8oOyh-kw,Patricia,168,253
FrP2Y6l_UmvC-8Q9OFn26g,Camela,14,6
cvY0Eafm0tzpdEnq82vuwg,Rick,26,16
o3fCf2neL4flcvUoi9z3sQ,Anita,6,2
wduLHPvOH17-9JRnoIMCqQ,Shrelle,631,282
-RXXJeHviyE3kdZFtT3r7g,Suzanne,80,33
_bX-EOIcZw3FansuaNNAww,Brenda,32,32
VrOx2X7VCzkifwIsoDHE1g,Susan,3,0
ZLE5SD8XTQgj1Tfo586XiQ,Jill,4,1
mxmeRjSb7iRJF5zqm4SVaw,Respectisearned,17,29
pCpZ6KF0vCOF3fyj9W8iMg,Ryan,166,623
m1k4szd2Z2IdMXDCI0O3-Q,D,61,34
9wP7ky1wjhMZnbiWF_eKBA,Maya,109,170
ntIEKZMy6l0TQztTyU2YSw,Nan,105,136
J_dLQsYGJIrN2P_sB8DYmg,Tracie,107,148
4xcjS_64MEHfO4sngneFEQ,Annah,287,626
EJHrSftjaB5ibE5MgwSIIA,Heather,30,10
jYgmqVSIb2A-Qg0HSRYn5A,Mary,29,15
Btl04cbXgFCD86AuJQLfpA,Annie,23,22
AeiwVofjT08y0OXwqo1tzw,Nat,329,397
4JTjkCUQaMxQA5owLmPuNQ,Rocio,15,6
fbYxoYZzSCNjKv8sf1AYtw,Ryan,72,87
-x0U0dtkEcrf1i1myl7_XQ,Ghes,44,57
yfl8eD7wX4FTlIK2cW77Rw,Marla,236,305
oNV8BioH_iLwIxCACzhDtg,Jill,33,126
23L6Ua1w15AFE3rK50jh9g,Cookie,104,105
_bZ0fZPl1StkIzMtYmtm1g,RL,68,60
kwBx3hP9GD4AEjwAvhNOug,Elisabeth,20,12
o68ovevfVXbeNcSWIitqgg,Laura,13,24
MesW6PDuZ6yt23C25MWe0g,Cara,15,8
AyC3DSRkPwmq2je440nqbQ,Mike,35,88
cSRkhssqZYtbY38W9FfH6g,Joe,12,2
JFsTb1SZzML-C8Tez_v55Q,B,36,21
z4J8mSs1A0oPSLbuPyrxEw,George,115,67
rp1UrxrNH1gs_Z-jCvnXmA,Mark,65,33
-EVDZncleFAC7ZytyGRufg,Trella,18,9
unof6gSLKeSYDALVG7fm8w,Clanege,18,16
Q7CLP46RrFglHQEte6x2lQ,Melissa,902,3018
f1I3wxxzB_3aNoIrJ-IHRQ,Serena,180,141
HsDWxlCc0jXHTOjrCy7kCQ,Sar,17,26
tzqadc9uGkYHDK-Gcm4Yaw,Loubna,42,13
mUgXzJdVRZjVQlHiCM0CqA,Eric,15,22
gTvzwMDowE7ZJOtRxGorBg,Barrett,10,5
6hxp1jPV2budM9uBwfhxhg,Josie,66,55
Qt_D7AiwdgOLyONVXWOZ7g,Carmen,49,67
C6wjWxY3L-loTihlkhm3dg,Megan,10,132
JbEhTf-smujTggj9yFAlqw,Morgan,50,20
jeoUxQHWaQElgOn1-6o-Yg,Anna,10,6
54s6FuSZNI2k8t5WqyGr1g,Michael,161,155
bJIW7lre1GIBBFpUGYK-Rg,Vanessa,10,27
rZaGB0K1JSiZL1PNsytaxA,Lindsay,28,106
TmlzLk7n4HgLhcLVfzwaOQ,Jaycee,37,84
7xC_p4iLzzPubbONDcyEKA,ELP,27,44
xt5nBg5ci4RHUg00HjjERQ,Hannah,128,67
7mUnT6S1avgHuO-3n4A5Jg,Petrea,215,51
41nBEvlvexWKhgPzs8Hn2A,Jeff,47,25
2nB8pZtXymfMYhbnWetzxg,Jennifer,14,29
AM32RSSBbhQjC9KkQiiVhw,Amber,15,7
TFWTfVAIWn25I_t3qYWA2A,Wende',310,363
ts3PXAL80WgUNlsVGOkR4Q,Taylor,337,736
79i68GqE7NY8eP2LVQWJBg,Miki,136,84
Uf_W7QGGN4V3lLTR3lrdHQ,Kate,7,1
D9DG0nnQdGd-PD602q2G3A,Gale,17,39
2eN4NRcL3b3mTqGktCpysg,J. Karim,872,437
qrMhXQYgc5eqX41uMt6d-w,Kevin,39,65
zJkP7ES5K0zn6YDQ93Mz7g,Josh,27,16
1OfkI2t7vwTDTrUlFmpQqw,frank,107,68
MjddQ0C_Bc0ARSdkYzfu3Q,Joan,21,15
47IaQUtyjSn_WVwWRO2dDw,Jamie,65,82
Jk1OtgRJV1lGLCmilw2NMw,Gina,36,14
cyYlAXFMxwg97f0JrYk0kA,Kathleen,11,18
dkuVctZtUCipqLjFoKx_oA,Nina,68,56
jMU_PZBLlzGXJAV-nSoLlw,Lex,20,14
jzHWZBkSRJVGVb2w-GEVug,Tina,246,193
TAQE8F7s0M6XcS6m2gHv7g,Emil,37,16
S-lkkYxY0YHosxbKxGLXhQ,Erin,24,13
P26kA3RkuppvVrxpaAB84A,Maria,335,456
pGGSYLckwbHKWD9XISe2qw,Eboni,44,30
7DqCpxkJHovQMC4gssGqpQ,Alexandra,83,291
S5c-PnIANrrtpcBo0icVRw,Ed,154,195
9krsEUzz1lBFAkKs12jjqA,Kevin,44,36
rHP3q9Ok1qu9_tJmIy4i9w,Kelly,575,314
hYidMeEOmQfwwUto6bffkA,Scott,61,27
GrudeQIfX7pHXgln5jyQxg,Shannon,6,0
ITFIDrgc__wdjnfTK6yM_A,Holt,11,5
711gsmiQOjOAHZP_0uJabw,Naveen,551,124
Hdv7yt2NKemm2MLRtxEF7A,Annie,13,7
QwJvkgjfaAMp89d5v-D3wQ,Maren,65,47
693P9Mam6mPncjeNU_hC1Q,Mona,86,47
YAN5IxfVXPHYcgE5rdcCNQ,Jennifer,27,31
zDVnGK9bvFXf_W3oxPaCCQ,Rick,4,2
Oye9oFI2FFDqUSabsCIwYg,Randy,37,43
Wg6pLUsK1wUZ8YyXKDBzww,Katie,202,168
oqQxCJ2nYOfkBidxSqMkXg,Enas,44,22
bzrd_AtdzX6OJc8JwuerHQ,Marcus Erik,13,12
okmfkKuGXxq18nvmK6u16g,Angel,121,117
4EgXI2bXwlvBArq4SfKN_Q,Ivana,23,58
y2EVYmz3txcLq-ViHe-6HQ,Mike,368,313
yRR1l1Lyq5a-WP19EMVgUw,Michael,29,19
-STTav3LzAbTumgncDdMVg,Sarah,115,91
JR5w4__iJMneEvxZDIFdGg,Ruth,15,9
rhlhPmw7nMvuXrBIg-e21w,Holly,100,51
ohJZdQHDdTIiGGjXmswyAQ,Jonathan,128,134
9lz-OwUL_p_46l-EDpXwrg,Jess,63,48
alM_6wY2tHZSziuwTUEh2w,Carolyn,34,21
fJ-3c9RRasyoGP2ke65_Rw,Bill,88,92
g1NVX2DDZ6cHEJn1pw8ibQ,Marlene,177,599
awCwnO1sgdserYXxKyoV2A,Min,13,18
zzDtNDtESTyAXX3glz4MWQ,Cynthia,62,85
LBr6x8AUBYPibZ4TvBh0JA,Cam,64,11
6-BHgYL39HDnDn0mD1VKrQ,Stella,9,36
MrV_Dvo6BxpX-KnuiDoYnQ,Maggie,301,137
RPpehiNLoXX4WESBcMzPQg,Mike,59,51
y2sLy8wfWqhkK1-11oShgg,Britt,11,12
fUSMgBdZnrphKdcfpyIuHg,Diron,478,298
ibZ7Aali2FZNc5dMYsKhNA,Jonathan,591,760
nIpPG8qG0JZrTgQerlaO6A,Rob,147,83
0nR_ATANFFsdf3pqYOkOLA,Endia,48,61
kwnF5BRPUrSrQC_TyOn-pQ,Jenny,16,5
Nty-goMhglzWhZf6GTktmQ,Eli,452,288
yqEeCDu5YEw3MI6HtsAT_w,Rich,17,5
m5r0uvb2yp3v1jXfUW65qw,Maggie,6,5
CfPzRSndI5oEBdyPXqYCxQ,Rachel,13,3
yfgdEbM1n2aq7guzsweJAw,Teresa,12,12
CrtM_nksE0dJWAUPx2CPCA,Jaci,9,8
TUrTnoXPx3U_36FeW57FCw,Theodore,34,60
XTjEO4cQL2tsM2mJ1FkG7g,Mandy,15,9
23ueRrSWWtrEyT2ViGWKMg,Vk,46,10
MZzk_BkMjkRuyzvcyE-22g,Sangeeta,16,25
svQNvrfilGddy07U5v5YzA,Thomas,357,159
JdlMsCVHy-0IWD8hEk-I4Q,Nicole,7,6
4QaSsUUbeH_tkfWmKa7D4w,Jessica,3,5
