hotel_id,hotel,stars,address,city_id,latitude,longitude,categories,attributes,source_id
c7JyGysafmch_P0XZ8dAdQ,Holiday Inn Express & Suites St. Petersburg North,3.0,2171 54th Ave North,166.0,27.8223936,-82.6625743,"['Hotels & Travel', ' Hotels', ' Venues & Event Spaces', ' Event Planning & Services']","{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}",1
GzLPa4mhmi5nf0Qyker6EQ,Palm Bay Hotel,2.0,711 3rd Ave S,166.0,27.7686934,-82.6435333,['Hotels & Travel'],None,1
s6bVg8O4OUumsFn1RCS66g,Flamingo Resort,2.0,4601 34th St S,166.0,27.7259393,-82.6800814,"['Hostels', ' Gay Bars', ' Bars', ' Nightlife', ' Hotels', ' Hotels & Travel', ' Event Planning & Services', ' Restaurants', ' Resorts']","{'HappyHour': 'True', 'HasTV': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'Smoking': ""u'outdoor'"", 'RestaurantsPriceRange2': '1', 'CoatCheck': 'False', 'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",1
HceUB5Trzv_RJzCXcfJ6Uw,Spa Oceana,3.5,3400 Gulf Blvd,166.0,27.7088258986,-82.7376207461,"['Day Spas', ' Skin Care', ' Beauty & Spas', ' Massage', ' Hair Salons']","{'BikeParking': 'True', 'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': True, 'valet': True}"", 'RestaurantsPriceRange2': '3'}",1
zuiHD4jjJoutG4aOXxJPAw,Laniakea Salon & Spa,3.0,9059 4th St N,166.0,27.8545725,-82.6383105,"['Day Spas', ' Massage', ' Beauty & Spas', ' Nail Salons', ' Hair Salons']","{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'AcceptsInsurance': 'False', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2'}",1
EMjC_SpCgx8-UnjrBVRylQ,Enterprise Car Share,2.0,1226 Chestnut St,7.0,39.9503525,-75.1614904,"['Hotels & Travel', ' Car Rental']",None,1
rOQ6I3QglJeXev8Wsx9hkw,Hyatt Regency Philadelphia,3.5,"Penn's Landing, 201 S Columbus Blvd",7.0,39.9453341,-75.1414441,"['Hotels & Travel', ' Event Planning & Services', ' Hotels']","{'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'paid'""}",1
zsHuf8OY7TDKqZ2e307Hzw,Avis Rent A Car,2.0,2000 Arch St,7.0,39.9555186,-75.1733289,"['Hotels & Travel', ' Car Rental']",None,1
cdZf-iYQRy5D18gTM95aew,The Bellevue Hotel,3.5,200 S Broad St,7.0,39.9491188,-75.1648441,"['Hotels & Travel', ' Event Planning & Services', ' Restaurants', ' Hotels']","{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '3', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'RestaurantsAttire': ""u'dressy'"", 'DogsAllowed': 'True', 'RestaurantsDelivery': 'False'}",1
sYlexNuXRw7L1UDn3P-EkA,Spirit Airlines,1.5,8000 Essington Ave,7.0,39.8743959,-75.2424229,"['Hotels & Travel', ' Airlines', ' Transportation']",None,1
NvaHGU03m-hvXIGScPe6WQ,Holiday Inn Express Philadelphia-Midtown,3.5,1305 Walnut St,7.0,39.9493353797,-75.1626115157,"['Hotels & Travel', ' Event Planning & Services', ' Hotels', ' Venues & Event Spaces']","{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}",1
469cDiOBw6Hs0dUdFQrEmg,Philadelphia Passport Agency,4.0,"200 Chestnut St, Room 103",7.0,39.9478166235,-75.1451435,"['Hotels & Travel', ' Travel Services', ' Passport & Visa Services', ' Public Services & Government', ' Embassy']",None,1
5CCWbCvlxPCX3kLSSFTfEA,Chestnut Hill Tower Apartments,2.0,7600 Stenton Ave,7.0,40.0732581,-75.1906974,"['Hotels & Travel', ' Event Planning & Services', ' Apartments', ' Hotels', ' Home Services', ' Real Estate']","{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}",1
G5rmqJ7nPv04Jm1slaDYsA,Yellow Cab,1.0,8125 Frankford Ave,7.0,40.042053,-75.024137,"['Hotels & Travel', ' Transportation', ' Taxis']",None,1
6VPD2WrgtD8h5UzjqaUnFA,Delmonico's Steakhouse,3.0,4200 City Ave,7.0,40.004379,-75.218198,"['Hotels & Travel', ' Restaurants', ' Event Planning & Services', ' Bars', ' Nightlife', ' American (Traditional)', ' Hotels', ' Steakhouses', ' Lounges']","{'OutdoorSeating': 'False', 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""'paid'"", 'RestaurantsPriceRange2': '3', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'dressy'"", 'NoiseLevel': ""u'quiet'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'True', 'BikeParking': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': None, 'classy': False, 'casual': None}""}",1
2yLeUev-KhtxTPOEmTLaYQ,"The Yo, Philly! Rocky Film Tour LLC",5.0,,7.0,39.9556241,-75.1647529,"['Hotels & Travel', ' Bus Tours', ' Tours']",None,1
hh6t95hiS-RqRt6bEz1SPw,Union League of Philadelphia,4.0,140 S Broad St,7.0,39.949988,-75.1645963,"['Hotels & Travel', ' Restaurants', ' Arts & Entertainment', ' American (Traditional)', ' Hotels', ' American (New)', ' Venues & Event Spaces', ' Social Clubs', ' Event Planning & Services']","{'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '4', 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""'formal'"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'HasTV': 'True', 'GoodForKids': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'RestaurantsTakeOut': 'False', 'NoiseLevel': ""'quiet'"", 'BikeParking': 'False', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'HappyHour': 'True', 'DogsAllowed': 'False', 'RestaurantsTableService': 'True'}",1
-zsr3CEpjUKWvRNl9c7ecw,Beyond the Bell Tours,5.0,,7.0,39.9493801,-75.145782,"['Hotels & Travel', ' Historical Tours', ' Walking Tours', ' Tours']","{'WiFi': ""u'no'""}",1
E9oGqbo7KWr_NKZTsmzqaQ,Hertz Rent A Car,1.5,4100 Presidential Blvd,7.0,40.0069291,-75.2106659,"['Hotels & Travel', ' Car Rental']",None,1
MhyQpGPcR1Nnv5U4EXpr3w,Founding Footsteps,5.0,302 Arch St,7.0,39.9520345,-75.1454345,"['Hotels & Travel', ' Tours', ' Historical Tours', ' Bus Tours']",None,1
U8GIloQDPVLV5JH3NjeUcA,Avis Rent A Car,1.5,201 S Columbus Blvd,7.0,39.9457341,-75.1413125,"['Hotels & Travel', ' Car Rental']",None,1
oUcqQ_WgA2kZtHfa1Vu2Ug,8th & Market Patco High Speed Line,3.5,8TH And Market,7.0,39.9511521251,-75.1535868645,"['Hotels & Travel', ' Public Transportation', ' Train Stations', ' Transportation']",None,1
SmX1YLOOAGWOIArWi5ZFgQ,SEPTA Green Line,2.5,West Philly Univ City And Center City,7.0,39.9536418,-75.1987107,"['Hotels & Travel', ' Transportation', ' Public Transportation']",None,1
RsV2OtsZhoGcL1hDQ80ebQ,Enterprise Rent-A-Car,4.0,7001 Essington Ave,7.0,39.9010336821,-75.2269565463,"['Hotels & Travel', ' Car Rental']",None,1
5T-jq06UkT4Z1DJwityUmg,Campus Park & Ride,3.5,1600 S Warfield St,7.0,39.9342093252,-75.2018901365,"['Hotels & Travel', ' Parking', ' RV Parks', ' Automotive']",None,1
6UTCtOa2oit07DePqqCe1w,American Airlines,1.5,8000 Essington Ave,7.0,39.8758573235,-75.2439795292,"['Hotels & Travel', ' Transportation', ' Airlines']",None,1
KGvGSfvlWzurRu247ckEPw,Four Points by Sheraton Philadelphia City Center,3.0,1201 Race St,7.0,39.9560366,-75.1591784,"['Hotels & Travel', ' Hotels', ' Event Planning & Services', ' Venues & Event Spaces']","{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True'}",1
fJhOwBljOz3VJV-BhCB3hg,"Home2 Suites by Hilton Philadelphia - Convention Center, PA",3.5,1200 Arch St,7.0,39.9536826978,-75.159804225,"['Hotels & Travel', ' Hotels', ' Event Planning & Services']","{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}",1
kH2bJtlej-8oDv8KjsEzCg,Holiday Inn Philadelphia Stadium,2.5,900 Packer Ave,7.0,39.9093697,-75.1646366,"['Hotels & Travel', ' Venues & Event Spaces', ' Hotels', ' Event Planning & Services']","{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}",1
0bvtIbpsqBJZpRKSPwIfNw,Panorama,4.0,14 N Front St,7.0,39.950201,-75.142285,"['Hotels & Travel', ' Bars', ' Food', ' Wine Bars', ' Beer', ' Wine & Spirits', ' Event Planning & Services', ' Nightlife', ' Hotels', ' Gluten-Free', ' Restaurants', ' Italian']","{'RestaurantsPriceRange2': '3', 'Alcohol': ""'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'GoodForKids': 'False', 'RestaurantsAttire': ""'dressy'"", 'HasTV': 'True', 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForDancing': 'False', 'DriveThru': 'False', 'Smoking': ""u'no'"", 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'Caters': 'False', 'OutdoorSeating': 'True', 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'RestaurantsDelivery': 'True', 'HappyHour': 'True', 'CoatCheck': 'True', 'NoiseLevel': ""u'quiet'""}",1
oDUOu3W3pO2PG4QzzlxUfg,Enterprise Rent-A-Car,3.5,727 Chestnut St,7.0,39.9497084,-75.1535006,"['Hotels & Travel', ' Car Rental']",None,1
MdxSCDMlOPZ2peHIDUZSFg,Courtyard by Marriott Philadelphia Airport,3.5,8900 Bartram Ave,7.0,39.8849770662,-75.2513694763,"['Hotels & Travel', ' Event Planning & Services', ' Hotels', ' Venues & Event Spaces']","{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'WiFi': ""u'free'""}",1
4Peac-dIOM80hSw9iqEAJw,Hertz,1.5,1201 Market St,7.0,39.952297,-75.160785,"['Hotels & Travel', ' Car Rental']",None,1
yjVqm4shWfOriY8wakOB5Q,Ali Baba Limo,4.0,4701 Ridge Ave,7.0,40.0138774,-75.202729,"['Hotels & Travel', ' Transportation', ' Limos']",None,1
4hM6GbEq5Jt-YZ0vRN1-Lw,The Gables,5.0,4520 Chester Ave,7.0,39.9468926,-75.2121474,"['Hotels & Travel', ' Bed & Breakfast', ' Hotels', ' Event Planning & Services']","{'RestaurantsPriceRange2': '3', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'True'}",1
TZhCpOoo4TIg7dgftWNKyQ,W Philadelphia,3.5,1439 Chestnut St,7.0,39.9515202,-75.1650621,"['Hotels', ' Hotels & Travel', ' Event Planning & Services']","{'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'"", 'DogsAllowed': 'True'}",1
xcySfsPDols3EdtFC6b76g,Sheraton Philadelphia University City Hotel,2.5,3549 Chestnut St,7.0,39.954872,-75.194173,"['Hotels', ' Hotels & Travel', ' Venues & Event Spaces', ' Event Planning & Services']","{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'True', 'ByAppointmentOnly': 'True'}",1
TDLkD6gOkn1jJ93go1ZySQ,Sheraton Philadelphia Downtown,2.5,201 North 17th Street,7.0,39.9570991,-75.1670329,"['Hotels', ' Hotels & Travel', ' Event Planning & Services']",None,1
jMqEQYBIztLtcvnTujfHUA,Hyatt Centric Center City Philadelphia,4.0,1620 Chancellor St,7.0,39.9493052,-75.1689368,"['Hotels', ' Event Planning & Services', ' Venues & Event Spaces', ' Hotels & Travel']","{'DogsAllowed': 'True', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}",1
4UZgIeaRWuOj3Z6LNMyaDA,Morris House Hotel,4.0,225 S 8th St,7.0,39.9473689,-75.1542873,"['Hotels', ' Hotels & Travel', ' Event Planning & Services', ' Bed & Breakfast']","{'RestaurantsPriceRange2': '3', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}",1
xKyIOJsQdB387ESxUJhWxw,Rittenhouse 1715,4.0,1715 Rittenhouse Sq,7.0,39.9484448,-75.1700653,"['Hotels', ' Hotels & Travel', ' Event Planning & Services', ' Bed & Breakfast']","{'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}",1
pFMGXlE1NwEXYPBgw3kRnA,Southern Inn,4.0,5741 Woodland Ave,7.0,39.9326866,-75.2245579,"['Hotels', ' Event Planning & Services', ' Restaurants', ' Hotels & Travel', ' Breakfast & Brunch']","{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'Alcohol': ""'none'"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'BikeParking': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'None'}",1
nruMoZnp3NfbDdBgbtS3LQ,Clinton Street Bed & Breakfast,4.5,1024 Clinton St,7.0,39.9451374,-75.1592598,"['Bed & Breakfast', ' Hotels & Travel']","{'WiFi': ""u'free'""}",1
CT7XiNIjnbx4zqjVYmtF9Q,Akwaaba Philadelphia,5.0,3709 Baring St,7.0,39.9611006,-75.1961034,"['Bed & Breakfast', ' Hotels & Travel']","{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}",1
z6AozFs7DVP8qssgdpusVQ,Trade Winds Bed and Breakfast,3.5,943 Lombard St,7.0,39.9439233,-75.1582765,"['Bed & Breakfast', ' Hotels & Travel']","{'WiFi': ""u'free'""}",1
mUWEmh14ZgOoSXp24Twntg,Manayunk Extended Stay,4.5,3937 Terrace St,7.0,40.0229532,-75.21429,"['Bed & Breakfast', ' Guest Houses', ' Hotels & Travel', ' Hotels', ' Event Planning & Services']","{'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'ByAppointmentOnly': 'False', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'False'}",1
MJL8eYCOYhvYV1QPmgFa1w,Raw Lab Spa,4.5,264 S 10th St,7.0,39.9464568,-75.1580407,"['Day Spas', ' Nail Salons', ' Beauty & Spas']","{'WheelchairAccessible': 'False', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': True}"", 'NoiseLevel': ""u'quiet'"", 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False'}",1
o1xMeeymj2rr23wWnrH8XA,Ends Hair Design And Day Spa,3.5,624 N Front St,7.0,39.961204,-75.138882,"['Day Spas', ' Eyelash Service', ' Beauty & Spas', ' Nail Salons', ' Massage', ' Hair Salons']","{'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'False', 'GoodForKids': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}",1
kxkYTD1bslb5PsRwJknZPQ,Chocolate City Hair Studio & Day Spa,3.0,6217-19 Woodland Ave,7.0,39.927952,-75.231193,"['Day Spas', ' Hair Salons', ' Beauty & Spas']","{'HairSpecializesIn': ""{'straightperms': True, 'coloring': True, 'extensions': True, 'africanamerican': True, 'curly': True, 'kids': True, 'perms': True, 'asian': True}"", 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '4', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'WiFi': ""u'free'""}",1
tezJSHevV8pHSXAJKsqzFw,Artur Kirsh Salon and Spa,4.0,200 S Broad St,7.0,39.9491188,-75.1648441,"['Day Spas', ' Blow Dry/Out Services', ' Hair Salons', ' Beauty & Spas']","{'RestaurantsPriceRange2': '3', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': True}"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True'}",1
I5ueHDysyhKzHkE5Nw4Rew,Diamond Spa,4.0,8430 Germantown Ave,7.0,40.0755313,-75.2059033,"['Day Spas', ' Nail Salons', ' Beauty & Spas']","{'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': True, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}",1
qMlco2xbB0h9CTMQxazfuQ,XpresSpa,3.5,8000 Essington Ave,7.0,39.88064,-75.23834,"['Day Spas', ' Beauty & Spas', ' Massage', ' Nail Salons']","{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'AcceptsInsurance': 'False', 'RestaurantsPriceRange2': '2'}",1
QjPqXSqb9aiBPeRJ91mgnQ,Pure Bliss Wellness Center & Spa,3.5,1704 Walnut St,7.0,39.9498377,-75.1694777,"['Day Spas', ' Beauty & Spas']","{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2'}",1
9U1Igcpe954LoWZRmNc-zg,Hand & Stone Massage And Facial Spa,3.0,"1100 S Columbus Blvd, Ste 24",7.0,39.932756,-75.144504,"['Day Spas', ' Beauty & Spas', ' Skin Care', ' Massage']","{'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'AcceptsInsurance': 'False', 'BikeParking': 'True'}",1
ltG1MkouzwoBbxaxWpTrKw,Comfort Inn & Suites Newark - Wilmington,4.5,3 Concord Lane,1365.0,39.672846,-75.6796722,"['Hotels & Travel', ' Hotels', ' Event Planning & Services']","{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'""}",1
T4dc0i0zKmshboj4bTiVSg,Arizona Shuttle Service,2.5,,51.0,32.2540946,-110.8850949,"['Hotels & Travel', ' Transportation', ' Airport Shuttles']",None,1
LGASThK7vu2gBnAKWZrnWQ,Enterprise Rent-A-Car,2.5,5285 E 22nd St,51.0,32.2072978175,-110.8797841557,"['Hotels & Travel', ' Car Rental']",None,1
AViEkPTdQR1CV3Jix3Eqzg,Pima County Fairgrounds RV Park,3.5,11300 S. Houghton Rd,51.0,32.0459151069,-110.7829692063,"['Hotels & Travel', ' RV Parks']",None,1
4Zqjjb_nsqbfoBVHuvLYnA,Varsity Club - Tucson,4.0,3855 E Speedway Blvd,51.0,32.2366532,-110.9103814,"['Hotels & Travel', ' Hotels', ' Event Planning & Services']","{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}",1
kKfwRhExL-lwLFWF3aw3nQ,Omni Tucson National Resort,3.0,2727 W Club Dr,51.0,32.3581969,-111.023356,"['Hotels & Travel', ' Restaurants', ' Beauty & Spas', ' Hotels', ' Event Planning & Services', ' Day Spas']","{'NoiseLevel': ""u'quiet'"", 'RestaurantsDelivery': 'False', 'Caters': 'False', 'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'OutdoorSeating': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': True, 'casual': False}"", 'Alcohol': ""u'full_bar'""}",1
r9Z4qa7SZfMcl1fvmBfCfw,Hampton Inn & Suites Tucson Tech Park,4.5,9095 S Rita Rd,51.0,32.086856,-110.8030197288,"['Hotels & Travel', ' Hotels', ' Event Planning & Services']",None,1
UxuFEVuGHl2yM8gMXi0JDw,United Airlines,1.5,7250 S Tucson Blvd,51.0,32.1202544,-110.937308,"['Hotels & Travel', ' Transportation', ' Airlines']",None,1
_KcupJ16B-oFAkKbA9r0ng,The Super Inn,1.0,1031 E Benson Hwy,51.0,32.1810155809,-110.9552931629,"['Hotels & Travel', ' Hotels', ' Event Planning & Services']",{'BusinessAcceptsCreditCards': 'True'},1
qQ7FHvkGEMqoPKKXPk4gjA,La Quinta by Wyndham NW Tucson Marana,2.5,6020 West Hospitality Rd,51.0,32.3585874,-111.093308,"['Hotels & Travel', ' Hotels', ' Event Planning & Services']","{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True', 'WiFi': ""u'free'""}",1
JWPaKrwH0vyDliVjIfi8jA,GLH Hotel,1.5,1365 West Grant Rd,51.0,32.249709,-110.9935476,"['Hotels', ' Hotels & Travel', ' Event Planning & Services']","{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}",1
yZVm-kuSC6AgLc4FtT45cw,Ramada Tucson,2.5,777 W Cushing St,51.0,32.216185,-110.980657,"['Hotels', ' Hotels & Travel', ' Event Planning & Services']","{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}",1
RJ4N3z_mDZy25Ul-noGkCA,Robert Markley Salon,4.0,"2905 E Skyline, Ste 160, Paloma Village Ctr",51.0,32.324883,-110.929789,"['Day Spas', ' Hair Salons', ' Hair Removal', ' Waxing', ' Massage', ' Beauty & Spas']","{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2'}",1
rr4w9-qM0Ns4CecPwMVXkA,Robert Markley Salon Spa,4.5,"5350 E Broadway Blvd, Ste 160",51.0,32.2208805,-110.8779701,"['Day Spas', ' Massage', ' Beauty & Spas', ' Hair Salons', ' Skin Care']","{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True'}",1
gqFQzFJDFl1_8o9L8D3Phg,Courtyard Franklin Cool Springs,4.0,2001 Meridian Blvd.,5932.0,35.9506307027,-86.8082302809,"['Hotels & Travel', ' Hotels', ' Event Planning & Services']","{'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}",1
07VrNqwlf2gWxPIWQlIu4w,Best Western Franklin Inn,3.0,1308 Murfreesboro Rd,5932.0,35.913882867,-86.8277536334,"['Hotels & Travel', ' Event Planning & Services', ' Hotels']","{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'""}",1
b9_JK9mLoIJlAw7zGOkcaQ,La Quinta by Wyndham Nashville Franklin,2.5,4207 Franklin Commons Ct,4873.0,35.9115091728,-86.8234614257,"['Hotels & Travel', ' Event Planning & Services', ' Hotels']","{'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True'}",1
