,user_id,name,review_count,useful,cool,source_id
46579,UWno3Mrt2OwS1OEPFNYdhQ,Stephanie,170,260,80,0
46580,NjCuRRL2FY4UClLQGsuJrg,Nathan,5,1,0,0
46672,VbMSYmImLzJOL9NJBJHqOw,Annie,140,211,53,0
46840,5Ql4E27oL5lWs61GaEuiKg,Sara,17,10,1,0
46895,7L7GL5Pi2cf8mbm2Dpw4zw,Ayesha,209,363,181,0
46945,RFufay-gbZDzwk5LOFwjTA,Rachel,262,563,160,0
46955,-G7Zkl1wIWBBmD0KRy_sCw,Gerald,3131,61899,48327,0
47054,0pgYDWcqMiiHUln2JUux3A,Adam,114,236,110,0
47065,xWEKLTw0NWgHS67oCyVp8g,Caitie,298,695,456,0
47081,yxEZbIFnJXXeZiTHl7KldQ,Kevin,249,607,345,0
47139,8-iVsgSolsG9M9vH_sro7g,Kati,16,24,0,0
47239,QSIoCtJ1emofP1My3BfmHA,Jisoo,603,1469,840,0
47358,oTFKVquDbGyBL44n2JG8Qg,Annachiara,4,3,1,0
47413,ATteiNcdLaYYs19BDususg,Tonja,302,512,173,0
47428,FVGl06f5NV3qKJEP4B1LMQ,Lolly,246,699,298,0
47439,zNyqbUCtGZOH6iDv_TsPFw,N,279,156,53,0
47476,iDf5fHeJg_9nZ9iJgDFk_g,Phuong,495,1036,766,0
47506,n4alWDh8q93Lx9UJMmuNQQ,Michael,4,0,0,0
47543,68SZpGCrih_qGxH_VO6Afw,R,606,4313,3302,0
47610,j4aYjO-yBhfLREf_uA6mCg,Erica,23,14,1,0
47669,ugsrLdSkRmZa1AUUAMOG2w,Shanita,255,653,267,0
47691,2J01ocKa0imVEJDKJc3tdA,Scott,42,19,9,0
47731,wxqxIOP9SoqKY3ZxvKchqg,Kalvin,1935,7886,5720,0
47769,s20BI3tADMwKcasvHgJQaA,Chris,49,59,16,0
47773,SSj6zQ7ApI7ZyEFpsmnJ0A,D.,56,37,4,0
47790,WJR8f_QNG1kuPq5V6RxeFA,Trina,1110,6354,3452,0
47818,K06d4RD8DT7sZgyMediVvw,Mike,42,42,13,0
47869,N-XwSVR0IEDVarXEhcXJRw,M,4,18,1,0
47891,IHdKUpqSLhk2XaXiOAtaJw,Adam,444,654,223,0
47960,MJ89yruTvnaGdNvzko0S3w,Kem,208,136,38,0
47977,j9oryKYzi10emJ0ED1_VEQ,Sherry,1576,6929,5157,0
48026,B61Zh6F2lNvkcQeDASXoJg,Angela,74,78,5,0
48060,lKtXiX-jMZWXpIh4ac1GOQ,Sarah,224,278,141,0
48143,b8SWcnxNL_czKgvRbzP0Mg,Keith,833,5591,5080,0
48161,iCiKA8xbhlKqoraocDG5xA,Ellie,11,6,1,0
48209,ae_Csk90z4AjuanqJhF0Xg,Katie,200,420,269,0
48275,40PYuoU4aFmU_NyEhxWdNg,Don,4,0,0,0
48371,Hb2RzG3b9YEBlrwBWzGtCA,Becky,609,1708,1118,0
48383,7Zk60VXzTb3ySoCkqbj6qA,Rachel,100,102,36,0
48443,jfHjcnf70TOIv2jW-MNhQQ,sara,37,68,11,0
48447,s-RGNz9i2DQO6AyNJMYSrA,Cyborg,153,249,45,0
48499,O2grx25UgWQRlI5yCFmI4Q,Doug,13,6,1,0
48500,0WoBBx-XzFD2wET6lJKVKw,Aaron,31,101,30,0
48513,09c0mUS73IRQnLV8GHzanw,Pastora Itzel,48,85,21,0
48516,yjP9MLtyD_sy4VVHmTY0DA,Jenna,24,12,2,0
48574,bC3aSG_blKqi7Ge7-vtULw,Kristie,1748,1848,909,0
48580,4lXwcTkAaoZoO17y9eOljQ,Zhen,219,1208,833,0
48592,SzAT0j2jvt6vS6TWHylMUw,Sylvia,327,465,336,0
48643,iEm4iGkgzgeDDpn5WDBQCw,Amber,237,495,269,0
48645,ywZEG0XoioEhb0z9VfLtJw,Angela,14,7,1,0
48663,cbKDSLUhfwjF9myv7jvIug,Gavin,254,369,177,0
48664,mIfdWVsKngSLGJkbXfQBUg,Lela,8,4,1,0
48670,_hxxm3_R18l01QXb_2MdAw,Steven,106,33,12,0
48672,OrG6MPgGRmWZOdQEH1YpFw,Aline,131,149,48,0
48698,IsUFTTEjl1y517wUdEq3-g,Kaili,210,172,45,0
48753,9jbPnTZIMhkAsL1vYqO0ng,Venessa,27,19,2,0
48760,28p8NK5687A5MzEOB4w2Qg,Cliff,215,144,73,0
48791,z5k5FOeVhnB6dBm1jhaY_w,Cookie,220,359,55,0
48823,NMaHUBl_u5iVCC5MYUdqXw,Emily,92,78,18,0
48826,9y1U8xphysbnssT8Vo-QOg,Toni,160,307,59,0
48872,KzI6zR5E2xJ-tX109UwgKQ,Nancy,80,56,16,0
48925,fnt7tX3_wLrcYykChahdtQ,Julie,511,1097,343,0
48933,DT2rrnOzGmBSItlotPIIKg,Barbara,99,99,70,0
49003,U_MpQN6goYXEEH06-sLTNg,Angela,41,26,4,0
49082,qZI-6_OMVlcJL4XpF8h93g,Sharon,382,724,305,0
49086,iJ97UrvPlGNttp44qsJ-4A,John,2399,4571,2273,0
49129,RyqthKShOShs32b0tW-3IA,Raymond,77,43,30,0
49133,xz5-2fSiTyAzLybdB9tU7w,Nic,148,68,31,0
49149,g34LsuGf9gj9h5wqhye-Jw,Lindsay,25,21,3,0
49151,HjyeYbnxg20fzRK7jyqPHg,Jenny,630,1526,888,0
49169,Ttl7boWCLyAWFSg709yU1w,Emma,24,13,2,0
49207,oPhrYEkqY2NglIFTzKo5Mw,Colleen,35,46,6,0
49246,-Her419l4DCjSFey7UjmtA,Tony,130,164,36,0
49290,chf32RL6DpYn3NpAZ4syRQ,Theresa,32,22,6,0
49338,EdujjnR4E41KeBWiJR8e9g,Ryan,186,249,37,0
49339,eACxj9MP12DWf4aBIPX8aQ,Nautichelle,88,32,11,0
49340,NZgYPUMeh_sEOyW9NdwB8w,Steve,165,276,57,0
49346,88R2Y0SctfnPdgYcFikk8w,Peaceful,167,465,235,0
49347,pV2P8z8eakxg4MTD_cv5OQ,Jie,79,103,32,0
49352,cKTA-iJbfrioKWFiDreghw,Tammy,2868,4817,2855,0
49357,U9akxQ79rENMB0hR5E8Wxg,Kristie,703,1311,786,0
49381,JnSlKs__M6IL_r_yet1_9g,Raina,100,99,47,0
49466,VEJAxRqKmsZ3wM163dVnpg,Jennifer,36,31,6,0
49468,c7CMZ0dInyOhojYXJv54vg,Michael,188,68,31,0
49561,cT9zjYtJRhFyfNIo7GdkXA,Sarah,335,393,121,0
49794,vlx1Vn0txmphKLtpK3L52w,Emily,238,758,475,0
49813,DrivFnvVj5gahR9i5GkU9A,Alicia Marie,315,1033,321,0
49871,urGnh8Eockw-wJ1PgzgY-g,Erica,180,230,77,0
49888,pJ5HEq6W8P1VO7nU5GKKUw,Alicia,115,187,103,0
49904,pITTFuFjFwF8psEE5N1Z2w,Samantha,58,67,6,0
49906,6pbNMgTnSYrtPHDN07IXwA,Cindy,1220,9836,6642,0
49994,fPONnSoHDkol9V4Y7vFaJw,Matt,396,321,201,0
50064,Fp4xc2a_Op2Y38vKyIreKQ,D.,102,155,22,0
50065,z1sB41CiQN_Ggks47NGmZw,Beth,48,78,25,0
50075,w0Yyvns5BCIL5s_7JuFrug,Jeremy,1257,8660,7090,0
50099,-Ag49x_Sq2TBx1S01EVD9Q,Wilfred,82,94,34,0
50116,KR1U43dwVKKdfKZesYBJUA,Rachel,109,272,150,0
50145,QiYShrXyn1wM00Qdj0KoHA,Laura,356,557,143,0
50151,0-hb63A9uWjR1YIyVMu6rg,Todd,680,2168,1303,0
50190,vZWNh7DMwYVgz3sz-JudwQ,Tori,113,292,206,0
50205,HzcqOHVzHjb1ijr3KSYR2Q,Victoria,390,710,473,0
50314,rO9ojBDK8lw0x6QVoa4DbA,Ivy,139,208,97,0
50323,KFiz7nL-lRFF-xIgOPZLkg,Richard,2314,11197,9177,0
50352,po24w58A_5YMI0_KE9lJfg,Diana,280,947,613,0
50401,cJLcKzuVnpPwZfPcl2MCgw,Elena,146,87,24,0
50437,wRq5ZTtytlyRRr0jAllklA,Rich,431,3005,2127,0
50457,qUAK_MoCq19rX_hy12g8Hw,Mike,490,392,173,0
50506,10Xfhcdi9PZiYUoNbHn3jg,Maria,2198,8997,6346,0
50512,Qijl7pW-k85rHtEIjKXFvw,Ashlye,98,202,94,0
50526,151vkMhsCv6GD30To2Rn-A,Paul,80,100,40,0
50539,4WHitFIWTTmj8gE--7GyoA,Isaac,256,210,98,0
50568,s6lIsLlPcjaHDhXxTV9kKQ,Josh,547,2347,1744,0
50702,rB9ZTSc_dVAVQpcM_FNQlg,Aws,112,229,97,0
50708,i1AI4QkmyQ4khFExwsqmMw,Ruth,6,2,1,0
50814,jxe7X8JV4kuYCiqPwjSqJw,Jessee,140,172,27,0
50844,KRS_0bUdbmhogb0Ou7LewA,Hali,258,221,83,0
50931,eYd1sygl0Thd2JRQTVgX5A,Mark,939,23803,20023,0
50969,M1jn1wVMRdZHl9m60rGzWA,Kristin,6,7,2,0
50973,wVNnQ1R1JEfFFKuy7AUuhg,Bob,25,72,7,0
51029,s-u5-fVmGmMU7tL6RhXy8Q,Jency Pallathu,156,278,260,0
51072,tywhgQd-CMbishWP-v6W2Q,Hall,587,793,202,0
51095,2cQpkp-CIiGJpvkefC5yJw,Erica,31,71,28,0
51112,Zmp9U54EP39QNQ1nEYFjzQ,Gericka,43,9,6,0
51131,8HGVC7440c5lkB0nl8Av9Q,Cheng,355,272,125,0
51168,NI4bTaEEmVwsBbFYfX_WGQ,Ashley,51,93,26,0
51169,JKQNXiM0npwvtY7nyNjzGw,Giuseppe,34,15,6,0
51256,JKknFMlpQ4jXXIIfBJ3CgQ,Rod,242,165,46,0
51257,lvg8CnKKVP5gVLyUn0yH4A,Camille,534,513,430,0
51317,0XQSjgegXqQH4DQxtyYKuw,Leori,68,126,24,0
51463,B9o318fcEgyadc1uzup6EQ,Shari,72,65,11,0
51471,mViDBgJnj34jtpOH8YXAjA,T,19,23,9,0
51477,goy1SNLNj_S976ccrzVJ1w,Bonnie,8,2,3,0
51494,ak6-rcYXQvodqY7kRcEcBw,Romulo,21,17,2,0
51568,2JuLV4QdHc1gdAllBFxeNw,Elyse,18,33,9,0
51608,rUQ0uTP4lbqbEl7PGhCugA,Mel,491,3411,2625,0
51609,K1qhL2v-5yUWch_VgpqUQg,James,134,120,49,0
51615,ufICbdVlGBGKTKkyy6uBmQ,Neluta,994,4878,4201,0
51669,6Ki3bAL0wx9ymbdJqbSWMA,Karla,1654,3402,3063,0
51733,JPBHu_3GHUymoLjCCYYlmA,Robyn,32,24,4,0
51747,MHUefrgMJHV9BrIYJf7AoA,Lynn,43,27,10,0
51748,d9cpPrIfozQ2nIniIZ4F6A,Holly,164,241,76,0
51839,FIcSqgo5wCabLI_HsI4W6A,Jasmine,2,5,2,0
51931,bNnBwW5kNO77KTgMeVhxKg,Lindsay,547,464,192,0
51943,YRrg-rXMFK6iY_xetu8Znw,Laura,11,17,8,0
51952,cIVmIJD7nIiEcVGamfBoVw,Jay,929,1460,537,0
51960,I4hf2x_Iq4gC_AirrTO1fA,Christopher,148,96,7,0
51963,67YrvmdkWqC0arqgt0obJQ,Christine,508,1656,1686,0
51967,YxyJGC5Q9zt2Ada1wavkRg,Jeff,229,442,362,0
51977,pLE9PzQ-3BNFbGjrMSxo2Q,Jonathan,330,891,493,0
51986,aYveEctPYcZiubXyEgLhTA,Erica,368,2141,1249,0
52043,9OgDh-S6dYH7xWLv5t2slA,Sarah,155,137,52,0
52079,DTNAb-1gJ6e2nyqCc3fdcQ,Sara,173,421,207,0
52110,AdPj-HkCcRKrTlF0Sc6lVg,Pam,207,166,88,0
52111,kVyOe_qIsGAlk0wo9n9_9g,Tony,52,76,37,0
52136,bCz8LgX6uX7NuCR1Sz5r6g,Steph,44,48,5,0
52152,GUaxsXnvtz7JtJBZ1D_o6w,Swati,51,56,12,0
52178,su1lu23E1F8pRiVupaLmow,Brian,146,167,53,0
52197,Ps6sO39raQVVoGnx0YTt7g,Kimberly,556,2089,1364,0
52324,t0ARpWibdz7Fo7pAlO9C5Q,Alainah,9,5,2,0
52331,QlCjZtKjqNaQ4k2VIphrew,Kaleem,11,3,1,0
52332,ksP5Fo2hYVSMS5n63oYt4g,Shawndra,31,34,8,0
52347,HFumEiV5kTQGbEVv8MlGyg,Anna,45,41,1,0
52394,FQbfKWsTLr1--n2T-LrAbQ,Whitney,114,60,29,0
52436,sSqmuTGs5Ck2ANBFcFIBGg,Xuan-Lise,217,165,57,0
52552,eRwo1yuxmejnS4_edQ68cg,Terrence,131,72,12,0
52619,L4iT9ZCNxS2YxTzc2G5ucg,Henderson,310,7346,6835,0
52636,Uimo2jeXhK2DFEz5mrV-1Q,t,43,37,11,0
52673,d37cjneNelCYv_DDrGPG7Q,Sean,275,197,90,0
52739,RBghoKYk9yzgyJah7C_w7Q,K,713,1113,220,0
52743,bPrGT59MQPMxy95ixEj0JA,Hithesh,11,27,7,0
52762,CNFJ1izXBkKFe88RdAt--w,Willie,43,22,10,0
52882,4VfR87_EkCKBCIh9UDOC4w,Albert,462,668,331,0
52901,ubAoGpDdhxJW77yRUatt8w,Thomas,24,30,11,0
52970,mIM2MksPdKXSDOegsf5ZXA,Brenda,116,200,59,0
52974,JTYqhMhp0CXhGSwHGuO4SQ,Courtney,5,2,0,0
53002,GS_B3QB7D-d0xZbe4_EX-w,David,392,722,539,0
53025,j-J8E6QO60PrXcTbqpVFkg,KC,18,4,0,0
53082,JLW2uULP_Q1KXHhToNljcQ,Tiffany,364,1685,1468,0
53146,sstwG7d4SNgrdC7c1ZNpgQ,Judith,208,155,71,0
53258,sV0UPTl3Kbz7tBiGnPzwFg,Ted,600,1250,547,0
53345,ipQvf_LrYJd3alCjOwF4Fg,Michelle,104,140,58,0
53381,rORPA-C2JxnByRUjCaqmcA,Melissa,532,563,155,0
53437,KbkoIiXYNuA0nd11pZpROg,Heather,164,161,61,0
53470,q3APTwLmgeDAMz2lXlqK3g,KC,22,18,2,0
53554,vk4smF4c8qFfrP36wxeE5w,Beryl,103,88,32,0
53636,gpFsp2giVjeHoEeBJnlR-A,Ryan,35,19,8,0
53813,vXJ7qdNJY4Rjv0zcKkdKYg,Michele,165,160,44,0
53869,Vj9mitg3TE4Sf5fiowDxaQ,Naura,127,230,53,0
53892,-rGU3wo4fgEnGRboYdMTjw,Adam,468,688,173,0
53898,3GuK2t4n1lNyqECDB2SHWQ,Alex,174,246,28,0
53920,WBlAiBpB9kMG2YbO7ngYvg,L,239,497,210,0
54026,vnG0EnQOPb9GRvPhf2ooig,Cindy,38,14,2,0
54065,8wo4SEy_ttppeUSdbAIZsQ,April,57,90,24,0
54206,Ty8k7Wj3kXMcCvOHsu-ptQ,Gregory,342,683,438,0
54211,P5hp_o83R5Uzey4xkpCmRw,Dawn,243,1339,800,0
54378,kzsRBXQVYJusStCorRztOg,Jerry,633,4659,4422,0
54412,6KZay8CbzvtuEQxaQLiUWA,Mikaela,236,440,164,0
54439,A9cXP_K95FRor1qxuUEu2g,Richard,1247,7304,4582,0
54448,1HQ3yuhqVJPqjCz1P6fDeA,Amy,824,3817,3322,0
54463,DQ1HiQyjQhbIaik3tvZ1Iw,Chris,1,0,0,0
54474,HnBvdvuNZjYiEPkMSziUCw,Sandy,23,40,6,0
54500,JGmxJP11oQmn4SAvRZX8XA,Lesley,17,7,1,0
54525,bu4e5_FHQZpEZsi_xlmTYg,Sneha,19,0,0,0
54601,oOF1xP1LITK5cjwnHUjJVw,Frank,165,178,29,0
54808,X42p9msGzgrXgqGBgPpFcA,Rohenne,391,613,324,0
54837,dw_3Y-qd6FfehUbVoYLSNA,JessicaLea,124,174,49,0
54852,B5NhgrH0rFTCsP1DWs5yPA,KP,123,171,33,0
54890,DTBDcnZjB6SL78RZtAU2bw,Gordon,261,405,285,0
54898,6Es9W4VbribEFBfe6bQQFA,Amanda,28,26,10,0
54901,q-lPTqE6UvfTtpKDbbzecg,Sam,91,66,13,0
54918,508Y2A3yYQOyGaMDUYFXQQ,Minaz,358,353,125,0
54929,CAElBD0ReYRnSIItIoMhKQ,Tho,67,154,74,0
54995,S02evWjrlwc91fGIypfFGw,Abraham,47,19,3,0
55060,xekGAR-mudreRDzSf5bjIg,Alison,13,15,2,0
55075,xa7CkIIGnTB2HbFO0TlR6w,Pete,355,256,79,0
55270,V9nOpfy7UoCx1L6KWpQo2Q,Maranda,20,18,7,0
55376,osXzXSSdIg7F4BBVqZY_gw,Amanda,64,45,25,0
55384,BB0rPiN761dfQB5Y3w8CFg,Arthur,183,190,67,0
55393,gOdgrrElY2n0xCqu83IJGg,Ben,15,35,4,0
55421,TDoxSpB2eKSHqey7LBawoQ,Stephanie,36,28,7,0
55568,djL10X_pRZDspIVLXR3reA,Brittany,89,65,38,0
55589,vFZUDAxiFZlEQgkV3VSsBA,Sunni,827,1217,152,0
55605,KJXrVjJpLODLQAKSPNu0dQ,Ren,258,436,292,0
55692,K6ZkptSIH0RjEd2t52N5-A,Don,139,114,22,0
55769,ZORKRArPzQDKrBVolmJ54w,Melissa,214,904,570,0
55793,FOCn-P76NMdWPskIANC2Hw,Jessica,41,48,25,0
55799,mVtmlFPxA8cBzhaumweIIA,Doreen,387,370,97,0
55815,2d6yD5a0lbmkuWFQ52CuJQ,Fran,179,127,47,0
55859,rWQaJXlszSGjbpeOhc6MpA,David,207,226,96,0
55910,x7f4mm0aW1UnXx9rfef1uw,Michelle,349,1432,947,0
55913,WzhoLpHMXI59ETuQ2sRVeQ,Leah,638,3668,2465,0
56011,zeI_flqkFhz38fGTzP6UFA,Cherry,410,4756,4058,0
56056,u8YXsT2UCNlIlGHS3LAmPg,Hank,282,365,203,0
56087,_20Jh1Fphrc0UA5FLEUKDw,Sam,238,270,131,0
56099,mkwAj8OCZfIOnqnBYTOEcQ,Troihan,52,31,20,0
56123,QlueMJlhDGDGxR9arq_xSg,Shannon,51,48,14,0
56259,HyecqwXeafZ9umTSw5WdOA,Caitlin,327,888,523,0
56333,mycrXM4UVIXlVYUkWFv1cA,Brittany,3,15,1,0
56370,vFDaI-k73eEv26jPcCMb6A,Quan,34,13,11,0
56410,31qvFMb8tJ52kZEp4Wtf2g,Jessica,107,137,75,0
56433,qhr2HNHAm8deY7-c86sM0Q,Sandra,104,75,27,0
56490,2_j7bHtXY9cgCx5zeTj0tA,Bertha,58,37,8,0
56551,D8vUHGLGnhqr4IjZQoMvYA,Ashley,98,195,69,0
56552,i6LbkXXzRzTQ3L-ikww4QA,Sam,32,37,8,0
56571,l43dB7ZXZPibKBR8Tkub2w,David,126,80,41,0
56625,0i8pCmYDTotfBS_MTr6WXw,Lindsey,272,528,336,0
56671,7G6tLMSAiyRJkqzRtHDX6g,Angela,9,8,1,0
56706,NRbjvrTl2263r_6NLSkcQQ,Deb,6,1,0,0
56708,1wN_Q-1fg46ZomOzf2tg5w,Ray,409,419,291,0
56750,wrtDjbGWy-6i40APYbShvw,Anthony,8,0,1,0
56845,B1VeYJTxrF15aCAtASjixA,Claudia,170,280,105,0
56847,GRRcxBO42cKO6Y8gJxqnrA,Shannan,96,98,50,0
56902,Z5uqR7U-s-YnSW67ak1XLw,C,541,285,62,0
56917,z9MOLWezOwviyS7i6f-K7g,Amy,90,85,38,0
56928,irycdsyatTE20R05El93ow,Shane,23,10,7,0
56951,JwpGFZIf5782bwOPgyrZzw,Enric,117,341,161,0
57051,PJLzbA6p2brE-jJYJ0fl8w,Thutrang,111,143,59,0
57071,D1QJ8SRAldoHir-266c8SA,Maria,951,3205,1612,0
57170,Rc6zlX5SLreXs_HwcDyXew,Deirdre,103,196,124,0
57200,qr7jfn-s1JFxsPsCIjQF9Q,Raul,175,175,80,0
57247,4OH4UQesARr8Yp-G30CMJg,Katerra,99,103,36,0
57259,RU4QzXhukavUkDMy6tRlCQ,Jeffro,57,10,2,0
57269,IufKA98FFrk-mxaQ-ZqTLg,Nisha,403,1538,932,0
57294,Sp3ADfeoGHitlVypBLMyVw,Dennis,83,129,13,0
57296,hVHYycPzGMg_Gmb5QMjB9g,Yag,254,398,188,0
57363,WQv6zHBlSy_zMX3pZaq01w,Desiree,77,72,22,0
57372,CxkdIwLIQXvV6G9KrhDTGw,Bobby,88,116,25,0
57373,aTS52fSkVwf-JqAM5HUS-g,Dan,108,92,25,0
57423,gA7kbmCtGq0Mb5GX0viZ-Q,Jessica,331,218,74,0
57453,H-svpbTpPs-07CkfVUSGyQ,Jessica,80,77,19,0
57485,MH3oiu9GlmRwUU-ha3RMvg,Kevin,110,39,8,0
57681,k-D6ay8pqRE-yXpTL-1eOg,Kayla,40,30,7,0
57730,R0NPQEVtdE-3atyhMFt6PQ,Lauren,297,458,124,0
57744,_pfJfD5Lx_G5UkvQQa53Nw,Arin,281,347,94,0
57786,i2AnBw5mliam-umdYgFrwA,Jessica-Marie,59,91,19,0
57917,mV9CpqMSvn_MFFZoRKqFMw,Cheryl,792,2809,1914,0
57921,ar2VcQd35dh4-hUSUrQv2A,Tony,308,314,66,0
57963,YpXqLOpCw_TB0ePoMlGVsQ,Jennifer,896,735,219,0
57973,DcdMj7GQqZbmjHmwY03QqA,Shelby,528,1432,830,0
58039,XuhpPK0bZgVenkGBh7KA6w,Tyneisha,389,961,251,0
58064,Mw_nhydLZUhH945rxVWq0w,Rita,179,205,55,0
58121,4Pn65SXBTu_-Ybmx997cjw,Kim,186,83,51,0
58215,d01oqQuKNjEinSsCmAU1Sw,John,46,24,3,0
58250,uWHKxq-ZZ0AQ3jyoIgd5jQ,Robert,34,80,25,0
58269,juMoi_VQZWjUok5Skmq7Rg,Linda,20,49,7,0
58272,njUgJcn8ZN0BdZdNEswRwA,Danielle,945,2633,1658,0
58275,yc_pzmWOjPjKKf8rg_JYRQ,Carren,457,384,162,0
58284,G6zqDIDYe1InkQDnzR1ENg,Phoebe,5,3,0,0
58446,uyZF_j6FFgNW4CLe5UNdKg,Kati,150,262,120,0
58452,kRy-wpANwL4O8GIGfFC-DA,Philip,28,64,10,0
58511,fSDXSWH14RDYcuETU8xbXA,Melissa,28,20,1,0
58520,Vf5vygVylJ_6_OVh2Vh22Q,Brian,286,160,85,0
58526,EoDMp2J66wLmk6_33VwwxA,Vivian,181,210,99,0
58532,gUTq64AlYwS6KVo8c9pIJQ,Michael,99,115,21,0
58593,1kVjDa0lupEe5uhnj28sdw,Cynthia,559,761,147,0
58607,z1fe2S4hG_GxZdgyPHjQ1w,Bob,265,198,60,0
58640,29vA_Yr2Q7eA2s3ixXALKw,Katie,38,45,6,0
58649,662zjUef2XJAr4aXXaTvnQ,Yoko,30,40,11,0
58658,5flmantyW8kZdmPXNfiX9A,Kristie,194,437,180,0
58685,YfdgvgOM0e3lmaXEdYq6yg,Linda,287,539,403,0
58736,nxNO7_6U2Nu90v0IdnEhIg,L,963,3081,1304,0
58774,jfS82Lyciqy94JcwLrwYBQ,Felicia,85,135,32,0
58898,I9KMSTFp-y0QFAakEVRsjQ,Melanie,90,67,23,0
59036,nGx98GBPyI8ioVQPO_beDg,Jess,81,67,22,0
59158,SKxI6tAWAXFRZGBfZ5K3hg,Christina,181,203,64,0
59163,rVyZxeeDMHlZ9yCMTudr_Q,Marion,6,1,0,0
59166,Nlt47sn6lkJoXUkEHd3kfQ,Graham,351,758,143,0
59201,2YvRhozKCvBEMF9fSZkqUQ,Ornella,113,198,71,0
59206,goTwNIwpa8TNpF0SWzIdmA,Ray,1034,24321,21582,0
59231,ALYSlZPCUv6kNe6uvClp-A,Dave,56,54,5,0
59248,ta-wYPW54SMrNtmD3LTndw,Janet,633,3135,2557,0
59392,QsS0jSeuydv57zQq2pvUDw,Leanne,39,15,7,0
59592,a5SKkiomvFcj3WM7EB756g,Evan,49,73,35,0
59619,WuTwmDI9S66ABUwPMeCISA,David,4,0,0,0
59782,39eWhdUHyqFdMQQCMTtmAg,Richard,174,114,29,0
59846,rKGTBWaFgu8a60DFqeK3Fg,Lori,294,243,84,0
59897,3yKiy68FCYwWJ0f2EWEUzQ,Clement,92,176,18,0
59905,7d58UWkLBaHtiGOSm9FHZg,T,17,6,0,0
60027,ZpQprwVlYpRQDkq3khmvUg,David,624,704,196,0
60029,XdRbqyguq_wEfZvPExT8Pw,Joanna,12,4,4,0
60141,HBLDsdGpWd13cnu6hoeR5w,Samantha,587,1294,488,0
60208,Z6OjIdBXiIxZzGoDc_cWKg,Valerie,151,166,43,0
60210,z1z8fZ-NS1uomgoRkuFOpw,Jen,350,245,105,0
60231,bktQcBRbKGwpUDUIzAdI_Q,Amanda,28,32,25,0
60304,lRWbVnBnDOjtXWpvP3XxSw,Val,148,87,35,0
60372,sWSEaVR-h-WerPU1bNpNeQ,Milton,292,427,192,0
60380,dyAaNxc4QGNxOIYz5uSy4g,Ritesh,284,2005,1389,0
60397,jkqhSCrMpTaxTp0TFwKjeQ,Brian,42,36,9,0
60413,c46s6Eu84rMP5SfBmJYIdw,Barbara,166,269,104,0
60461,Bw7S12p7KWjvgO9lz99s7Q,Lisa,375,2575,2279,0
60466,k9rIAkr_3QpFRlTgIXJAGw,Michele,643,1679,1424,0
60546,lYF13fJe1_6sbwjeOKUxfg,Bianca,22,12,4,0
60604,X4YEF1ElZy8amo_a_FZgeA,Jeanne,16,15,2,0
60631,ykT85wemW0JUfaFOVis6cA,Sabrina,5,7,0,0
60768,IdZkKL0NLgx336-MeLJf3A,Stacie,382,1535,1244,0
60799,ZdzsCcP08MVK1m0SjXa_bw,Ashley,31,39,1,0
60821,BTHXLOCKyo1z8ZrWq8-9_g,Jess,259,1121,751,0
60830,cHbnwAv1XLqrEgASjaIBtw,Bryce,106,84,38,0
60888,cvpvJV6owKXR1RarDGM1HA,Tyron,313,552,280,0
60894,Td6yFr4RcAw58zZIP2qPqw,Rusty,4,1,2,0
60923,vK7Sq_ZYnlWeFemjdkLDpw,Roger,41,54,41,0
60976,MKhNalSnC6aC8-rZ7XRRrw,Kenneth,23,33,19,0
61048,oiZS6XIRlG6CW1erIUq1eg,Isabella,152,149,49,0
61078,M3ncFIlEfaSdSpoiMINwBA,Kevin,638,917,381,0
61089,mLWzqc-d2x0Hp5r34ZeF5A,Nika,53,23,6,0
61165,tl-_haSNLRj0jQSgcgnagw,Madeline,436,628,271,0
61216,UdR_LY_X02e0hikUdVHK0A,Kylie,393,535,333,0
61221,dBlMuC9GMjiFy6iuPrK76Q,Karynne,314,229,93,0
61227,BVmM4I9jI-FdNG6_hVO4hw,John,34,5,2,0
61340,YH5R4SbaOGHMzVuBT0DFfg,Kevin,66,147,86,0
61413,SPd9BW6ck4vyoYm2rLD3-g,Tomás,1152,2448,1840,0
61578,bEadB1h4l7kSU9ApZFTeHg,Amy,29,10,1,0
61594,eFUcc2QbaW0InWgsBsMiwA,Matt,658,1771,950,0
61619,5glSgH_-zQmJgLhD1l9I2g,Harry,73,107,60,0
61629,hpGENETk-k2-qNXv9uby0A,Gwenyth,41,47,32,0
61640,4HTjgdTXIK07za49VvfF7A,Conni,13,10,5,0
61655,sDVTx4pZk1QuEa4jVqSn3w,Michelle,248,296,106,0
61659,dsv9ndm5QgrUsMhbu_ihdQ,Angela,36,36,24,0
61682,qR5ENbNeUgspQydJZH_8ww,Yohanna,77,55,14,0
61690,32EIO-AvcxA5WBTVZWdW1A,Donna,13,6,0,0
61737,RKnlj8DrRPLxOZ9YIJNx3Q,Julie,266,218,116,0
61768,80J4zURJqGwqbyJJfUB83g,Kathleen,162,134,29,0
61771,SWwV8YhdTSSW4QFEDV7G-w,Amber,193,195,75,0
61817,K1rq2vtUmwxs8GWZPF8XeA,PJ,1205,1303,664,0
61821,EtPyLzvDAYnvs5vS_xZRgQ,Sarah,17,8,7,0
61827,jQLUGCHpmwMj7yK9siKQTA,Josiah,600,470,322,0
