,Dirección,Descripción,Atributos,Latitud,Longitud,Scores
349,"300 South Santa Fe Avenue, Centro de Los Ángeles, Los Ángeles, CA 90013, Estados Unidos","Perfect Apt w Parking in Arts District DTLA B4 ofrece sala de fitness y sauna, además de alojamiento con aire acondicionado y wifi gratis, en el centro de Los Ángeles, a 1,8 km de Estación de tren Union.

El alojamiento está equipado con TV de pantalla plana y baño privado con bidet, duchay artículos de aseo gratuitos. La cocina dispone de nevera, lavavajillas y horno. También se ofrece microondas, fogones y tostadora, además de cafetera y hervidor.

El apartamento ofrece una zona de bienestar con bañera de hidromasaje y piscina al aire libre.

Teatro Microsoft está a 4,3 km del alojamiento, y Staples Center está a 4,3 km.","['Piscina al aire libre', 'Habitaciones sin humo', 'Calefacción', 'Spa y centro de bienestar', 'Adaptado personas de movilidad reducida', 'Parking gratis', 'Aire acondicionado', 'Ascensor', 'WiFi gratis', 'Gimnasio']",34.0458388,-118.2323104,"[{'Personal': '8.9'}, {'Instalaciones y servicios': '8.9'}, {'Limpieza': '8.9'}, {'Confort': '9.1'}, {'Relación calidad-precio': '8.4'}, {'Ubicación': '8.6'}, {'WiFi gratis': '8.3'}]"
350,"Mission Beach, San Diego, 92109, Estados Unidos","Santa Barbara Getaway se encuentra a pocos pasos de Mission Beach y ofrece alojamiento con patio y wifi gratis.

Las unidades tienen vistas al mar y cuentan con lavadora, cocina totalmente equipada con nevera y baño privado con artículos de aseo gratuitos y secador de pelo. También se ofrece lavavajillas, horno y microondas, además de cafetera.

En la casa o chalet, la clientela puede usar la zona de juegos infantil.

Sail Bay Beach está a 13 min a pie del alojamiento, y Pacific Beach está a 1,7 km. El aeropuerto (Aeropuerto internacional de San Diego) está a 7 km.","['Habitaciones sin humo', 'Parking en el alojamiento', 'Fogones', 'Cafetera', 'WiFi gratis', 'Situado frente a la playa']",32.773951,-117.252858,[]
351,"900 West Olympic Boulevard, Centro de Los Ángeles, Los Ángeles, CA 90015, Estados Unidos","Situado a menos de 1,6 km del pabellón Crypto.com Arena y del Teatro Nokia, el JW Marriott Los Angeles L.A. Live ofrece habitaciones de lujo con TV de pantalla plana de 42 pulgadas y WiFi. Hay piscina al aire libre en la azotea.

Las habitaciones del JW Marriott tienen aire acondicionado y presentan interiores modernos. Todas incluyen soporte para iPod, nevera pequeña y set de té y café. El servicio de habitaciones está disponible todos los días, las 24 horas.

La piscina al aire libre de la azotea ofrece vistas panorámicas a la ciudad. El JW Marriott Los Angeles at L.A. Live también cuenta con centro de fitness, spa y servicio de conserjería.

Alberga 4 bares y restaurantes diferentes, entre ellos el Savoca, el bar Glance del vestíbulo y la cafetería Illy. Los restaurantes están especializados en ingredientes locales y ecológicos y sirven platos nacionales e internacionales.

El Museo Grammy del L.A. Live y el Centro de Convenciones de Los Ángeles están a menos de 1 calle del JW Marriott Los Angeles.","['Piscina al aire libre', 'Servicio de habitaciones', 'Habitaciones sin humo', 'Bar', 'Muy buen desayuno', 'Adaptado personas de movilidad reducida', 'Tetera/cafetera en todas las habitaciones', 'WiFi gratis', '6 restaurantes', 'Gimnasio']",34.04515003,-118.2673046,"[{'Personal': '9.0'}, {'Instalaciones y servicios': '9.1'}, {'Limpieza': '9.2'}, {'Confort': '9.2'}, {'Relación calidad-precio': '8.3'}, {'Ubicación': '9.2'}, {'WiFi gratis': '7.6'}]"
352,"609 Sutter Street, Union Square, San Francisco, CA 94102, Estados Unidos","El Marines' Memorial Club & Hotel Union Square se encuentra en un edificio histórico, a solo 5 minutos a pie de Union Square, y ofrece un restaurante en la azotea, una biblioteca, un centro de salud con todos los servicios y un teatro con capacidad para 564 personas. Las habitaciones son amplias y ofrecen WiFi gratuita.

Las habitaciones del Marines' Memorial Club & Hotel Union Square tienen TV LCD con canales por cable, nevera y albornoces deluxe. Además, incluyen caja fuerte, prensa diaria gratuita y llamadas locales gratuitas.

El establecimiento alberga el bar restaurante Leatherneck Steakhouse.

Los huéspedes tienen acceso gratuito al singular Museo Living Memorial del hotel. El edificio entero está dedicado a los veteranos que dieron su vida como miembros de las Fuerzas Armadas de los EE.UU. Los pasillos del hotel están llenos de recuerdos históricos, como fotografías, medallas y exposiciones interactivas.

El establecimiento alberga un centro de negocios. También ofrece el Club One, que dispone de una piscina alargada cubierta (bajo reserva previa), salas de vapor, equipamiento moderno y salas de masajes. También hay salas de ejercicio y vestuarios privados.

El Marines' Memorial Hotel Union Square se encuentra a 10 minutos a pie de la estación de BART de Powell Street, que comunica con el aeropuerto internacional de San Francisco. Chinatown queda a 12 minutos a pie.",,37.78893562,-122.41047598,"[{'Personal': '9.1'}, {'Instalaciones y servicios': '8.6'}, {'Limpieza': '8.9'}, {'Confort': '8.9'}, {'Relación calidad-precio': '8.3'}, {'Ubicación': '9.3'}, {'WiFi gratis': '8.8'}]"
353,"2700 Jones Street, Fisherman's Wharf, San Francisco, CA 94133, Estados Unidos","El Kimpton Alton Hotel está situado en el emblemático Fisherman's Wharf, a solo 4 minutos a pie de Ghirardelli Square y a 1,6 km de Alcatraz Cruises y de la entrada a Chinatown.

Las habitaciones son amplias e incluyen colchones a medida, artículos de aseo de lujo, albornoces suaves y TV inteligente con reproducción por streaming. Cafeteras Nespresso disponibles bajo petición.

Este hotel ecológico y sostenible cuenta con centro de fitness abierto las 24 horas con sala de bicicletas estáticas Peloton.

Abacá es un restaurante contemporáneo filipino-californiano, nominado a un James Beard y recientemente nombrado en la lista de mejores restaurantes del NY Times 2022. El bar Abacá ofrece bebidas y aperitivos.","['Habitaciones sin humo', 'Spa y centro de bienestar', 'Adaptado personas de movilidad reducida', 'Parking privado', 'Recepción 24 horas', 'Restaurante', 'WiFi gratis', 'Desayuno', 'Bar', 'Gimnasio']",37.80702573,-122.4171178,"[{'Personal': '8.9'}, {'Instalaciones y servicios': '8.7'}, {'Limpieza': '9.2'}, {'Confort': '9.2'}, {'Relación calidad-precio': '8.0'}, {'Ubicación': '9.3'}, {'WiFi gratis': '9.0'}]"
354,"8680 Franklin Avenue, Hollywood, Los Ángeles, CA 90069, Estados Unidos","Stunning Franklin Villa 3 bedroom está a 5,9 km de Museo del Automóvil Petersen y dispone de alojamiento en Los Ángeles con acceso a una bañera de hidromasaje. El alojamiento, que se encuentra a 5,2 km de Auditorio Dolby Theatre, ofrece terraza y parking privado gratis.

Esta villa tiene aire acondicionado y cuenta con 3 dormitorios, TV de pantalla plana y cocina con nevera y lavavajillas. Hay toallas y ropa de cama en la villa.

Museo de Arte del Condado de Los Ángeles (LACMA) está a 6 km del alojamiento, y Edificio Capitol Records está a 6,2 km. El aeropuerto más cercano (Aeropuerto de Hollywood Burbank) está a 17 km.",,34.0986204,-118.3782894,[]
355,"550 J Street, Centro de San Diego, San Diego, CA 92101, Estados Unidos",,"['Piscina al aire libre', 'Servicio de habitaciones', 'Habitaciones sin humo', 'Buen desayuno', 'Adaptado personas de movilidad reducida', 'Tetera/cafetera en todas las habitaciones', 'Restaurante', 'WiFi gratis', 'Bar', 'Gimnasio']",32.7093954,-117.1594658,"[{'Personal': '9.0'}, {'Instalaciones y servicios': '9.1'}, {'Limpieza': '9.3'}, {'Confort': '9.3'}, {'Relación calidad-precio': '7.8'}, {'Ubicación': '9.3'}, {'WiFi gratis': '7.9'}]"
356,"One Market Place, Centro de San Diego, San Diego, CA 92101, Estados Unidos","El lujoso hotel resort Manchester Grand Hyatt San Diego está ubicado en el centro de San Diego y alberga el bar salón Top of Hyatt, que ofrece vistas espectaculares a la bahía de San Diego desde la planta 40. El aeropuerto internacional de San Diego queda a solo 10 minutos en coche.

Las habitaciones del Manchester Grand Hyatt disponen de TV de pantalla plana con canales vía satélite y por cable. Algunas habitaciones tienen vistas a la ciudad o a la bahía. El baño privado incluye artículos de aseo gratuitos.

El Manchester Grand Hyatt alberga numerosos restaurantes, bares y salones. Los huéspedes pueden elegir entre 8 sitios para comer, entre ellos el Sally's Fish House & Bar y el MARKET | ONE.

El Manchester Grand Hyatt cuenta con una zona con braseros de jardín y vistas a la bahía de San Diego. Hay piscina y se ofrecen tratamientos de spa.

El Manchester Grand Hyatt San Diego está muy bien ubicado, cerca de numerosos lugares de interés. El animado distrito Gaslamp Quarter de San Diego se encuentra a 12 minutos a pie. El parque Balboa y el zoológico de San Diego quedan a 10 minutos en coche.","['Habitaciones sin humo', 'Buen desayuno', '5 restaurantes', 'Habitaciones familiares', 'Adaptado personas de movilidad reducida', 'Tetera/cafetera en todas las habitaciones', 'WiFi gratis', 'Bar', '2 piscinas', 'Gimnasio']",32.71038991,-117.16901243,"[{'Personal': '9.0'}, {'Instalaciones y servicios': '8.8'}, {'Limpieza': '8.8'}, {'Confort': '8.9'}, {'Relación calidad-precio': '7.9'}, {'Ubicación': '9.5'}, {'WiFi gratis': '8.5'}]"
357,"2576 Laning Road, Point Loma, San Diego, CA 92106, Estados Unidos","Este hotel cómodo, situado en el paseo marítimo de Liberty Station, una zona urbana ubicada a pocos minutos del centro de San Diego, ofrece alojamientos amplios y servicios prácticos.

El Homewood Suites by Hilton San Diego Airport-Liberty Station ofrece estudios y suites de 1 y 2 dormitorios con cocina totalmente equipada y conexión a internet de alta velocidad gratuita. Por las mañanas se sirve un desayuno caliente, también gratuito.

El Homewood Suites by Hilton San Diego Airport-Liberty Station se encuentra a poca distancia en coche de varios lugares de interés, como SeaWorld, el zoológico de San Diego y el parque Balboa. Además, el establecimiento proporciona un servicio de traslado gratuito al aeropuerto internacional de San Diego, ubicado a menos de 3 km.","['Piscina al aire libre', 'Habitaciones sin humo', 'Habitaciones familiares', 'Traslado aeropuerto (gratis)', 'Parking en el alojamiento', 'Adaptado personas de movilidad reducida', 'Recepción 24 horas', 'Desayuno fabuloso', 'WiFi gratis', 'Gimnasio']",32.72986435,-117.2160852,"[{'Personal': '9.2'}, {'Instalaciones y servicios': '8.8'}, {'Limpieza': '8.9'}, {'Confort': '8.9'}, {'Relación calidad-precio': '8.1'}, {'Ubicación': '9.2'}, {'WiFi gratis': '9.0'}]"
358,"550 J Street, Centro de San Diego, San Diego, CA 92101, Estados Unidos","Pendry San Diego se encuentra en San Diego, a 8 min a pie de Centro de Convenciones de San Diego, y ofrece alojamiento con piscina al aire libre, parking privado, centro de fitness y restaurante. El hotel, que cuenta con bar, está cerca de varios lugares de interés destacados, a unos 19 min a pie de Estación de Amtrak San Diego – Santa Fe Depot y a 1,9 km de Museo USS Midway. El hotel dispone de bañera de hidromasaje, servicio de habitaciones y wifi gratis.

En el hotel, todas las habitaciones incluyen aire acondicionado, zona de estar, TV de pantalla plana con canales por cable, caja fuerte y baño privado con ducha, artículos de aseo gratuitos y secador de pelo. En Pendry San Diego, las habitaciones disponen de ropa de cama y toallas.

Se puede jugar a los dardos en el alojamiento, y también hay alquiler de coches.

La recepción ofrece ayuda de forma ininterrumpida.

Museo Marítimo de San Diego está a 2,7 km del alojamiento, y Parque Balboa está a 3,8 km. El aeropuerto más cercano (Aeropuerto internacional de San Diego) está a 4 km.","['Piscina al aire libre', 'Servicio de habitaciones', 'Habitaciones sin humo', 'Buen desayuno', 'Adaptado personas de movilidad reducida', 'Tetera/cafetera en todas las habitaciones', 'Restaurante', 'WiFi gratis', 'Bar', 'Gimnasio']",32.7093954,-117.1594658,"[{'Personal': '9.0'}, {'Instalaciones y servicios': '9.1'}, {'Limpieza': '9.3'}, {'Confort': '9.3'}, {'Relación calidad-precio': '7.8'}, {'Ubicación': '9.3'}, {'WiFi gratis': '7.9'}]"
359,"4444 Pacific Highway, Midway-Pacific Highway, San Diego, CA 92110, Estados Unidos",,"['Piscina al aire libre', 'Habitaciones sin humo', 'Habitaciones familiares', 'Adaptado personas de movilidad reducida', 'Parking gratis', 'Recepción 24 horas', 'Barbacoa', 'Tetera/cafetera en todas las habitaciones', 'WiFi gratis', 'Desayuno']",32.75188589,-117.20063031,"[{'Personal': '9.4'}, {'Instalaciones y servicios': '8.7'}, {'Limpieza': '9.0'}, {'Confort': '8.9'}, {'Relación calidad-precio': '8.8'}, {'Ubicación': '8.6'}, {'WiFi gratis': '8.4'}]"
360,"1590 Sutter Street, San Francisco, CA 94109, Estados Unidos","Este histórico hotel boutique victoriano está situado a 1,6 km de la animada Union Square de San Francisco. Ofrece WiFi gratuita y habitaciones decoradas de forma individual con TV de pantalla plana de 42 pulgadas y ventanales.

Todos los días se sirve un desayuno continental que incluye huevos duros, salchichas, fruta, repostería, magdalenas y zumos naturales. Por las tardes el Hotel Queen Anne también ofrece té, vino de Jerez y galletas recién hechas.

Las habitaciones están decoradas con antigüedades inglesas y norteamericanas. Incluyen zona de estar y baño de lujo con secador de pelo y artículos de aseo. Algunas tienen chimenea de leña y reproductor de DVD.

El Queen Anne cuenta con servicio de conserjería las 24 horas, servicio matutino gratuito de traslado en coche con chófer a la mayoría de las zonas de San Francisco y sala de juegos arcade.

El hotel se encuentra a 1,6 km del Museo de Arte Asiático y de la parada de metro Civic Center del BART y a aproximadamente 3 km de Ghirardelli Square y Fisherman's Wharf.","['Habitaciones sin humo', 'Calefacción', 'Buen desayuno', 'Habitaciones familiares', 'Parking en el alojamiento', 'Adaptado personas de movilidad reducida', 'Recepción 24 horas', 'Ascensor', 'WiFi gratis', 'Traslado aeropuerto']",37.78706604,-122.42656656,"[{'Personal': '9.3'}, {'Instalaciones y servicios': '8.6'}, {'Limpieza': '8.8'}, {'Confort': '8.8'}, {'Relación calidad-precio': '8.2'}, {'Ubicación': '8.9'}, {'WiFi gratis': '7.8'}]"
361,"50 Third Street, Union Square, San Francisco, CA 94103, Estados Unidos",,"['Habitaciones sin humo', 'Parking en el alojamiento', 'Adaptado personas de movilidad reducida', 'Recepción 24 horas', 'Tetera/cafetera en todas las habitaciones', 'Restaurante', 'WiFi gratis', 'Desayuno', 'Bar', 'Gimnasio']",37.78670939,-122.40282867,"[{'Personal': '8.8'}, {'Instalaciones y servicios': '8.7'}, {'Limpieza': '9.1'}, {'Confort': '9.2'}, {'Relación calidad-precio': '8.2'}, {'Ubicación': '9.2'}, {'WiFi gratis': '8.1'}]"
362,"222 Mason Street, Union Square, San Francisco, CA 94102, Estados Unidos",,"['WiFi en todo el alojamiento', 'Servicio de habitaciones', 'Habitaciones sin humo', 'Adaptado personas de movilidad reducida', 'Parking privado', 'Recepción 24 horas', 'Restaurante', 'Piscina interior', 'Bar', 'Gimnasio']",37.78623934,-122.40934342,"[{'Personal': '9.0'}, {'Instalaciones y servicios': '8.9'}, {'Limpieza': '9.2'}, {'Confort': '9.2'}, {'Relación calidad-precio': '8.0'}, {'Ubicación': '8.9'}]"
363,"6001 West Third Street, Los Ángeles, CA 90036, Estados Unidos",,"['Piscina al aire libre', 'Servicio de habitaciones', 'Habitaciones sin humo', 'Servicio de limpieza diario', 'Recepción 24 horas', 'Parking gratis', 'Tetera/cafetera en todas las habitaciones', 'Restaurante', 'WiFi gratis', 'Bar']",34.07012913,-118.35135967,"[{'Personal': '9.4'}, {'Instalaciones y servicios': '8.5'}, {'Limpieza': '9.0'}, {'Confort': '9.0'}, {'Relación calidad-precio': '8.5'}, {'Ubicación': '9.2'}, {'WiFi gratis': '9.1'}]"
364,"251 South Olive Street, Centro de Los Ángeles, Los Ángeles, CA 90012, Estados Unidos",,"['Piscina al aire libre', 'WiFi en todo el alojamiento', 'Servicio de habitaciones', 'Habitaciones sin humo', 'Buen desayuno', 'Adaptado personas de movilidad reducida', 'Tetera/cafetera en todas las habitaciones', '3 restaurantes', 'Bar', 'Gimnasio']",34.052836,-118.24989,"[{'Personal': '9.1'}, {'Instalaciones y servicios': '8.8'}, {'Limpieza': '9.0'}, {'Confort': '9.1'}, {'Relación calidad-precio': '8.1'}, {'Ubicación': '8.9'}]"
365,"2827 James M Wood Blvd, Los Ángeles, CA 90006, Estados Unidos",,"['Habitaciones sin humo', 'Terraza', 'Habitaciones familiares', 'Parking privado', 'Jardín', 'Aire acondicionado', 'Barbacoa', 'WiFi gratis', '¿Se sirven desayunos?', 'Gimnasio']",34.05607814,-118.28989209,"[{'Personal': '9.0'}, {'Instalaciones y servicios': '8.9'}, {'Limpieza': '8.8'}, {'Confort': '8.8'}, {'Relación calidad-precio': '8.5'}, {'Ubicación': '8.6'}, {'WiFi gratis': '8.6'}]"
366,"1032 South Bonnie Brae Street, Centro de Los Ángeles, Los Ángeles, CA 90006, Estados Unidos",,"['Habitaciones familiares', 'Parking gratis', 'Servicio de lavandería', 'Jardín', 'Aire acondicionado', 'WiFi gratis']",34.0497788,-118.2779353,"[{'Personal': '9.1'}, {'Instalaciones y servicios': '9.1'}, {'Limpieza': '9.1'}, {'Confort': '9.0'}, {'Relación calidad-precio': '8.7'}, {'Ubicación': '7.7'}, {'WiFi gratis': '10'}]"
367,"Wilshire Boulevard & S Sycamore Ave, Los Ángeles, CA 90036, Estados Unidos",,"['Piscina al aire libre', 'Habitaciones familiares', 'Parking gratis', 'Aire acondicionado', 'WiFi gratis', 'Gimnasio']",34.06226017,-118.34345055,"[{'Personal': '9.0'}, {'Instalaciones y servicios': '8.6'}, {'Limpieza': '8.8'}, {'Confort': '8.9'}, {'Relación calidad-precio': '8.4'}, {'Ubicación': '8.9'}, {'WiFi gratis': '9.4'}]"
368,"14000 Marquesas Way, Los Ángeles, CA 90292, Estados Unidos",,"['Piscina al aire libre', 'Servicio de habitaciones', 'Habitaciones sin humo', 'Terraza', 'Habitaciones familiares', 'Adaptado personas de movilidad reducida', 'Parking privado', 'Recepción 24 horas', 'WiFi gratis', 'Gimnasio']",33.9762056,-118.4554247,"[{'Personal': '8.9'}, {'Instalaciones y servicios': '9.6'}, {'Limpieza': '9.3'}, {'Confort': '10'}, {'Relación calidad-precio': '8.9'}, {'Ubicación': '10'}]"
369,"839 South Hill Street, Centro de Los Ángeles, Los Ángeles, CA 90014, Estados Unidos","Top Floor High Rise 3 Bed DTLA Skyscraper Penthouse ofrece piscina al aire libre y jardín, además de terraza, y se encuentra en el centro de Los Ángeles, a menos de 1 km de Teatro Microsoft. Se ofrece wifi gratis en todo el alojamiento y parking privado en el propio alojamiento.

Este apartamento tiene aire acondicionado y dispone de 3 dormitorios y 2 baños con bañera de hidromasaje, bañera y artículos de aseo gratuitos. Hay toallas y ropa de cama en el apartamento.

El apartamento ofrece bañera de hidromasaje.

Staples Center está a menos de 1 km del alojamiento, y Estación de tren Union está a 3,5 km.","['Piscina al aire libre', 'Habitaciones sin humo', 'Terraza', 'Habitaciones familiares', 'Parking privado', 'Jardín', 'Aire acondicionado', 'Barbacoa', 'WiFi gratis', 'Gimnasio']",34.04443438,-118.25956995,"[{'Personal': '7.8'}, {'Instalaciones y servicios': '9.1'}, {'Limpieza': '9.4'}, {'Confort': '9.1'}, {'Relación calidad-precio': '8.4'}, {'Ubicación': '8.4'}]"
370,"1775 Orchid Avenue, Hollywood, Los Ángeles, CA 90028, Estados Unidos","El Hollywood Celebrity Hotel ofrece alojamiento en Los Ángeles, California. Sirve un desayuno continental gratuito y presta servicio de enlace con el aeropuerto por un suplemento. El paseo de la fama de Hollywood está a 250 metros.

Todas las habitaciones del hotel The Hollywood Celebrity tienen aire acondicionado, TV de pantalla plana por cable, nevera pequeña, utensilios de planchado, artículos de aseo gratuitos y zona de estar.

El establecimiento también alberga una recepción abierta las 24 horas y un patio al aire libre donde los huéspedes pueden cenar, descansar o relajarse. Además, el personal de recepción puede ayudarlos a reservar excursiones y otras actividades.

La sala de conciertos Hollywood Bowl está a 980 metros y los estudios Universal Studios Hollywood, a 3,8 km. Asimismo, el establecimiento queda a 3,94 km del centro comercial The Grove y a 20,9 km del aeropuerto internacional de Los Ángeles.",,34.10373407,-118.34027141,"[{'Personal': '9.4'}, {'Instalaciones y servicios': '8.3'}, {'Limpieza': '8.8'}, {'Confort': '8.8'}, {'Relación calidad-precio': '8.4'}, {'Ubicación': '9.6'}, {'WiFi gratis': '8.8'}]"
371,"900 Hammond Street, West Hollywood, Los Ángeles, CA 90069, Estados Unidos",,"['Piscina al aire libre', 'Servicio de habitaciones', 'Habitaciones sin humo', 'Habitaciones familiares', 'Adaptado personas de movilidad reducida', 'WiFi gratis', 'Desayuno', 'Bar', 'Gimnasio', '2 restaurantes']",34.08783292,-118.38755608,"[{'Personal': '9.2'}, {'Instalaciones y servicios': '8.6'}, {'Limpieza': '9.0'}, {'Confort': '9.1'}, {'Relación calidad-precio': '8.0'}, {'Ubicación': '9.2'}, {'WiFi gratis': '7.9'}]"
372,"1255 20th Street, Santa Mónica, Los Ángeles, CA 90404, Estados Unidos",,"['Servicio de habitaciones', 'Habitaciones sin humo', 'WiFi', 'Terraza', 'Buen desayuno', 'Habitaciones familiares', 'Adaptado personas de movilidad reducida', 'Parking privado', 'Recepción 24 horas', 'Gimnasio']",34.03048935,-118.48165065,"[{'Personal': '9.0'}, {'Instalaciones y servicios': '8.8'}, {'Limpieza': '9.1'}, {'Confort': '9.2'}, {'Relación calidad-precio': '7.9'}, {'Ubicación': '8.7'}]"
373,"814 South Spring Street, Centro de Los Ángeles, Los Ángeles, CA 90014, Estados Unidos",,"['Habitaciones sin humo', 'Terraza', 'Habitaciones familiares', 'Parking privado', 'Servicio de lavandería', 'Barbacoa', 'Aire acondicionado', 'WiFi gratis', 'Ascensor', 'Gimnasio']",34.0427138,-118.2537463,"[{'Personal': '8.9'}, {'Instalaciones y servicios': '9.0'}, {'Limpieza': '9.2'}, {'Confort': '9.2'}, {'Relación calidad-precio': '8.5'}, {'Ubicación': '8.5'}, {'WiFi gratis': '8.3'}]"
374,"2576 Laning Road, Point Loma, San Diego, CA 92106, Estados Unidos","Este hotel cómodo, situado en el paseo marítimo de Liberty Station, una zona urbana ubicada a pocos minutos del centro de San Diego, ofrece alojamientos amplios y servicios prácticos.

El Homewood Suites by Hilton San Diego Airport-Liberty Station ofrece estudios y suites de 1 y 2 dormitorios con cocina totalmente equipada y conexión a internet de alta velocidad gratuita. Por las mañanas se sirve un desayuno caliente, también gratuito.

El Homewood Suites by Hilton San Diego Airport-Liberty Station se encuentra a poca distancia en coche de varios lugares de interés, como SeaWorld, el zoológico de San Diego y el parque Balboa. Además, el establecimiento proporciona un servicio de traslado gratuito al aeropuerto internacional de San Diego, ubicado a menos de 3 km.","['Piscina al aire libre', 'Habitaciones sin humo', 'Habitaciones familiares', 'Traslado aeropuerto (gratis)', 'Parking en el alojamiento', 'Adaptado personas de movilidad reducida', 'Recepción 24 horas', 'Desayuno fabuloso', 'WiFi gratis', 'Gimnasio']",32.72986435,-117.2160852,"[{'Personal': '9.2'}, {'Instalaciones y servicios': '8.8'}, {'Limpieza': '8.9'}, {'Confort': '8.9'}, {'Relación calidad-precio': '8.1'}, {'Ubicación': '9.2'}, {'WiFi gratis': '9.0'}]"
375,"One Market Place, Centro de San Diego, San Diego, CA 92101, Estados Unidos","El lujoso hotel resort Manchester Grand Hyatt San Diego está ubicado en el centro de San Diego y alberga el bar salón Top of Hyatt, que ofrece vistas espectaculares a la bahía de San Diego desde la planta 40. El aeropuerto internacional de San Diego queda a solo 10 minutos en coche.

Las habitaciones del Manchester Grand Hyatt disponen de TV de pantalla plana con canales vía satélite y por cable. Algunas habitaciones tienen vistas a la ciudad o a la bahía. El baño privado incluye artículos de aseo gratuitos.

El Manchester Grand Hyatt alberga numerosos restaurantes, bares y salones. Los huéspedes pueden elegir entre 8 sitios para comer, entre ellos el Sally's Fish House & Bar y el MARKET | ONE.

El Manchester Grand Hyatt cuenta con una zona con braseros de jardín y vistas a la bahía de San Diego. Hay piscina y se ofrecen tratamientos de spa.

El Manchester Grand Hyatt San Diego está muy bien ubicado, cerca de numerosos lugares de interés. El animado distrito Gaslamp Quarter de San Diego se encuentra a 12 minutos a pie. El parque Balboa y el zoológico de San Diego quedan a 10 minutos en coche.","['Habitaciones sin humo', 'Buen desayuno', '5 restaurantes', 'Habitaciones familiares', 'Adaptado personas de movilidad reducida', 'Tetera/cafetera en todas las habitaciones', 'WiFi gratis', 'Bar', '2 piscinas', 'Gimnasio']",32.71038991,-117.16901243,"[{'Personal': '9.0'}, {'Instalaciones y servicios': '8.8'}, {'Limpieza': '8.8'}, {'Confort': '8.9'}, {'Relación calidad-precio': '7.9'}, {'Ubicación': '9.5'}, {'WiFi gratis': '8.5'}]"
376,"460 North Pacific Coast Highway, Laguna Beach, CA 92651, Estados Unidos","Este motel se encuentra a 10 minutos a pie del centro de Laguna Beach y cuenta con piscina al aire libre de agua salada climatizada. Hay conexión WiFi gratuita en todas las habitaciones. Cada habitación tiene asignada una plaza de aparcamiento gratuita.

Todas las habitaciones de The Tides Laguna Beach disponen de aire acondicionado, TV de pantalla plana por cable, nevera, zona de estar y secador de pelo. Algunas incluyen zona de cocina con utensilios de cocina.

The Tides cuenta además con zona de barbacoa y máquinas expendedoras de bebidas y aperitivos.

El motel se encuentra a 8 minutos a pie de Main Beach y a 15 minutos en coche del parque estatal de Crystal Cove. El aeropuerto John Wayne está a 19,3 km.","['Piscina al aire libre', 'Habitaciones sin humo', 'Habitaciones familiares', 'Tetera/cafetera en todas las habitaciones', 'Parking gratis', 'WiFi gratis', '¿Se sirven desayunos?', '¿Está abierta la piscina?', '¿Puedo aparcar aquí?', '¿Cómo y cuándo pago?']",33.54506878,-117.79129297,"[{'Personal': '9.5'}, {'Instalaciones y servicios': '8.6'}, {'Limpieza': '9.1'}, {'Confort': '9.0'}, {'Relación calidad-precio': '8.4'}, {'Ubicación': '9.3'}, {'WiFi gratis': '8.4'}]"
377,"23131 Lake Center Drive, Lake Forest, CA 92630, Estados Unidos",,"['Piscina al aire libre', 'Servicio de habitaciones', 'Habitaciones sin humo', 'Adaptado personas de movilidad reducida', 'Tetera/cafetera en todas las habitaciones', 'Restaurante', 'WiFi gratis', 'Desayuno', 'Bar', 'Gimnasio']",33.62620243,-117.71678925,"[{'Personal': '8.9'}, {'Instalaciones y servicios': '8.9'}, {'Limpieza': '9.1'}, {'Confort': '9.1'}, {'Relación calidad-precio': '8.3'}, {'Ubicación': '8.9'}, {'WiFi gratis': '7.1'}]"
378,"28941 Los Alisos Boulevard, Mission Viejo, CA 92673, Estados Unidos","El Ayres Suites Mission Viejo ofrece una piscina al aire libre y se encuentra a 8 minutos en coche del lago Mission Viejo. Todas las habitaciones incluyen conexión WiFi gratuita y un desayuno buffet diario gratuito.

Todas las habitaciones disponen de zona de estar con TV de pantalla plana por cable y baño privado con artículos de aseo gratuitos. Las habitaciones del Mission Viejo Ayres Suites incluyen ropa de cama y toallas limpias.

Hay una terraza junto a la piscina rodeada de tumbonas. Además, alberga un centro de negocios, un centro de fitness y una lavandería automática.

Laguna Beach se encuentra a 25 minutos en coche. El aeropuerto internacional de Los Ángeles está a 1 hora y 5 minutos en coche del Ayres Suites Mission Viejo.","['Piscina al aire libre', 'Servicio de habitaciones', 'Habitaciones sin humo', 'Spa y centro de bienestar', 'Habitaciones familiares', 'Muy buen desayuno', 'Adaptado personas de movilidad reducida', 'Parking gratis', 'WiFi gratis', 'Gimnasio']",33.6538285,-117.6271434,"[{'Personal': '9.1'}, {'Instalaciones y servicios': '8.8'}, {'Limpieza': '8.9'}, {'Confort': '8.9'}, {'Relación calidad-precio': '8.6'}, {'Ubicación': '8.9'}, {'WiFi gratis': '6.9'}]"
